{радостіѭ̆}|| |10|2|MATT 2.10|5000034
велі᾽еѭ̄|| |10|2|MATT 2.10|5000034
ѕѣло|| · |10|2|MATT 2.10|5000034
Ӣ|| |10|2|MATT 2.11|5000035
въшедъше|| |10|2|MATT 2.11|5000035
въ|| |10|2|MATT 2.11|5000035
храмінѫ|| · |10|2|MATT 2.11|5000035
[в]ӣдѣшѧ|| |10|2|MATT 2.11|5000035
о̄тр̄очѧ|| |10|2|MATT 2.11|5000035
съ|| |10|2|MATT 2.11|5000035
маріе̄ѭ̆|| · |10|2|MATT 2.11|5000035
м҃триѭ|| |10|2|MATT 2.11|5000035
е̄го|| · |10|2|MATT 2.11|5000035
ӣ|| |10|2|MATT 2.11|5000035
падъше|| |10|2|MATT 2.11|5000035
поклонішѧ|| |10|2|MATT 2.11|5000035
сѧ|| |10|2|MATT 2.11|5000035
е̄моу|| · |10|2|MATT 2.11|5000035
ӣ|| |10|2|MATT 2.11|5000035
о̄тв̄ръӡьше̄|| |10|2|MATT 2.11|5000035
съ᾽кровіща|| |10|2|MATT 2.11|5000035
своѣ̄|| · |10|2|MATT 2.11|5000035
Прінѣсѧ|| |10|2|MATT 2.11|5000035
᾽емоу|| |10|2|MATT 2.11|5000035
даръи|| · |10|2|MATT 2.11|5000035
ӡла҃то|| |10|2|MATT 2.11|5000035
ӣ|| |10|2|MATT 2.11|5000035
ливанъ|| |10|2|MATT 2.11|5000035
ӣ|| |10|2|MATT 2.11|5000035
ӡ᾽мѹрн̄ѫ|| · |10|2|MATT 2.11|5000035
ӣ|| |10|2|MATT 2.12|5000036
о̄тъвѣтъ|| |10|2|MATT 2.12|5000036
пріе̄мъше|| |10|2|MATT 2.12|5000036
въ|| |10|2|MATT 2.12|5000036
сьнѣ|| · |10|2|MATT 2.12|5000036
не|| |10|2|MATT 2.12|5000036
