id,lemma,pos,normalised,count,chrabr,euch,kiev-mis,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,bitflag
6950,постижениѥ,Nb,постіженіе,2,,,,,,supr_fixed,,,,32
6951,обѫродѣти,V-,обѫродѣті,1,,,,,,supr_fixed,,,,32
6952,отьмьнѣти,V-,отьмьнѣті,2,,,,,,supr_fixed,,,,32
6953,неразоумичьнъ,A-,неразоумічьнъ,2,,,,,,supr_fixed,,,,32
6954,издалеча,Df,іздалеча,2,,,,,,supr_fixed,,,,32
6955,оудебелѣти,V-,оудебелѣті,1,,,,,,supr_fixed,,,,32
6956,корити,V-,коріті,2,,,,,,supr_fixed,,,,32
6957,вълежати,V-,вълежаті,1,,,,,,supr_fixed,,,,32
6958,отрочьникъ,Nb,отрочьнікъ,1,,,,,,supr_fixed,,,,32
6959,грозновиѥ,Nb,грозновіе,2,,,,,,supr_fixed,,,,32
6960,попоущати,V-,попоуштаті,2,,,,,,supr_fixed,,,,32
6961,роуда,Nb,роуда,2,,,,,,supr_fixed,,,,32
6962,поустошь,Df,поустошь,3,,,,,,supr_fixed,,,,32
6963,цвѣтило,Nb,цвѣтіло,1,,,,,,supr_fixed,,,,32
6964,вонꙗти,V-,вонѣті,1,,,,,,supr_fixed,,,,32
6965,дебельство,Nb,дебельство,1,,,,,,supr_fixed,,,,32
6966,оумъножати,V-,оумъножаті,2,,,,,,supr_fixed,,,,32
6967,отъкрꙑвати,V-,отъкръіваті,3,,,,,,supr_fixed,,,,32
6968,лѣпѣ,Df,лѣпѣ,1,,,,,,supr_fixed,,,,32
6969,издавьна,Df,іздавьна,3,,,,,,supr_fixed,,,,32
6970,оулѫчити,V-,оулѫчіті,1,,,,,,supr_fixed,,,,32
6971,освѧщениѥ,Nb,освѧштеніе,2,,,,,,supr_fixed,,,,32
6972,ѫжичьство,Nb,ѫжічьство,2,,,,,,supr_fixed,,,,32
6973,глиньнъ,A-,гліньнъ,3,,,,,,supr_fixed,,,,32
6974,нанѣмь,A-,нанѣмь,3,,,,,,supr_fixed,,,,32
6975,ꙗсно,Df,ѣсно,1,,,,,,supr_fixed,,,,32
6976,срѣдьнь,A-,срѣдьнь,1,,,,,,supr_fixed,,,,32
6977,иѥроусалимль,A-,іероусалімль,1,,,,,,supr_fixed,,,,32
6978,осьлѧтинъ,A-,осьлѧтінъ,1,,,,,,supr_fixed,,,,32
6979,заскопиѥ,Nb,заскопіе,1,,,,,,supr_fixed,,,,32
6980,ремьство,Nb,ремьство,1,,,,,,supr_fixed,,,,32
6981,оугождениѥ,Nb,оугожденіе,1,,,,,,supr_fixed,,,,32
6982,пронꙑриѥ,Nb,пронъіріе,1,,,,,,supr_fixed,,,,32
6983,проскоупьство,Nb,проскоупьство,1,,,,,,supr_fixed,,,,32
6984,прѣтрѣбивъ,A-,прѣтрѣбівъ,1,,,,,,supr_fixed,,,,32
6985,пꙑтаниѥ,Nb,пъітаніе,1,,,,,,supr_fixed,,,,32
6986,ѥстьствиѥ,Nb,естьствіе,1,,,,,,supr_fixed,,,,32
6987,кꙑчити,V-,къічіті,1,,,,,,supr_fixed,,,,32
6988,богословьнъ,A-,богословьнъ,1,,,,,,supr_fixed,,,,32
6989,охоулити,V-,охоуліті,2,,,,,,supr_fixed,,,,32
6990,прѣдолѣвати,V-,прѣдолѣваті,2,,,,,,supr_fixed,,,,32
6991,нелѣпо,Df,нелѣпо,1,,,,,,supr_fixed,,,,32
6992,вечерьнꙗ,Nb,вечерьнѣ,2,,,,,,supr_fixed,vit-const,,,96
6993,гробьнъ,A-,гробьнъ,6,,,,,,supr_fixed,,,,32
6994,отъвалꙗти,V-,отъвалѣті,1,,,,,,supr_fixed,,,,32
6995,искꙑдати,V-,іскъідаті,1,,,,,,supr_fixed,,,,32
6996,господьскъ,A-,господьскъ,11,,,,,,supr_fixed,,,,32
6997,четврьтодьньнъ,A-,четврьтодьньнъ,3,,,,,,supr_fixed,,,,32
6998,острити,V-,остріті,5,,,,,,supr_fixed,vit-const,,,96
6999,неицѣлимъ,A-,неіцѣлімъ,2,,,,,,supr_fixed,,,,32
7000,оужесточениѥ,Nb,оужесточеніе,1,,,,,,supr_fixed,,,,32
7001,коудити,V-,коудіті,1,,,,,,supr_fixed,,,,32
7002,богосварьникъ,Nb,богосварьнікъ,1,,,,,,supr_fixed,,,,32
7003,гръждениѥ,Nb,гръжденіе,1,,,,,,supr_fixed,,,,32
7004,оудрьжаниѥ,Nb,оудрьжаніе,4,,,,,,supr_fixed,,,,32
7005,мьчьтъщаниѥ,Nb,мьчьтъштаніе,1,,,,,,supr_fixed,,,,32
7006,сквозѣ,Df,сквозѣ,1,,,,,,supr_fixed,,,,32
7007,сицевъ,A-,сіцевъ,8,,,,,,supr_fixed,vit-const,,,96
7008,ѥдинъже,Px,едінъже,1,,,,,,supr_fixed,,,,32
7009,остьнъ,Nb,остьнъ,2,,,,,,supr_fixed,,,,32
7010,въглѫбити,V-,въглѫбіті,1,,,,,,supr_fixed,,,,32
7011,наитрѣблии,A-,наітрѣбліі,1,,,,,,supr_fixed,,,,32
7012,прокоудьнъ,A-,прокоудьнъ,1,,,,,,supr_fixed,,,,32
7013,кꙑчениѥ,Nb,къіченіе,2,,,,,,supr_fixed,,,,32
7014,прокоуда,Nb,прокоуда,2,,,,,,supr_fixed,,,,32
7015,съгнѣвати,V-,съгнѣваті,1,,,,,,supr_fixed,,,,32
7016,неоуподарѥниѥ,Nb,неоуподареніе,1,,,,,,supr_fixed,,,,32
7017,позавидѣти,V-,позавідѣті,1,,,,,,supr_fixed,,,,32
7018,богоборѥниѥ,Nb,богобореніе,1,,,,,,supr_fixed,,,,32
7019,завистьливъ,A-,завістьлівъ,3,,,,,,supr_fixed,,,,32
7020,оубоица,Nb,оубоіца,3,,,,,,supr_fixed,,,,32
7021,неприꙗзньство,Nb,непріѣзньство,1,,,,,,supr_fixed,,,,32
7022,безълобиѥ,Nb,безълобіе,1,,,,,,supr_fixed,,,,32
7023,люто,Nb,люто,1,,,,,,supr_fixed,,,,32
7024,благочьстьнъ,A-,благочьстьнъ,2,,,,,,supr_fixed,,,,32
7025,понѥ,Dq,поне,1,,,,,,supr_fixed,,,,32
7026,чловѣколюбьствьнъ,A-,чловѣколюбьствьнъ,1,,,,,,supr_fixed,,,,32
7027,одѣвати,V-,одѣваті,1,,,,,,supr_fixed,,,,32
7028,оурѣшити,V-,оурѣшіті,1,,,,,,supr_fixed,,,,32
7029,селище,Nb,селіште,1,,,,,,supr_fixed,,,,32
7030,испразнити,V-,іспразніті,1,,,,,,supr_fixed,,,,32
7031,сꙑнобожьствиѥ,Nb,съінобожьствіе,1,,,,,,supr_fixed,,,,32
7032,заблѫждениѥ,Nb,заблѫжденіе,1,,,,,,supr_fixed,,,,32
7033,въсланꙗти,V-,въсланѣті,1,,,,,,supr_fixed,,,,32
7034,ѥдьносѫщьнъ,A-,едьносѫштьнъ,2,,,,,,supr_fixed,,,,32
7035,вьседрьжѧ,A-,вьседрьжѧ,1,,,,,,supr_fixed,,,,32
7036,понедѣльникъ,Nb,понедѣльнікъ,2,,,,,,supr_fixed,,,,32
7037,цвѣтьчанъ,A-,цвѣтьчанъ,1,,,,,,supr_fixed,,,,32
7038,сильно,Df,сільно,1,,,,,,supr_fixed,,,,32
7039,прѣвращати,V-,прѣвраштаті,1,,,,,,supr_fixed,,,,32
7040,прѣжасати,V-,прѣжасаті,1,,,,,,supr_fixed,,,,32
7041,дѣлити,V-,дѣліті,2,,,,,,supr_fixed,,,,32
7042,повѣстьнъ,A-,повѣстьнъ,1,,,,,,supr_fixed,,,,32
7043,вѣдро,Nb,вѣдро,2,,,,,,supr_fixed,,,,32
7044,бльщаниѥ,Nb,бльштаніе,2,,,,,,supr_fixed,,,,32
7045,тъштати,V-,тъштаті,2,,,,,,supr_fixed,,,,32
7046,несъказаѥмъ,A-,несъказаемъ,1,,,,,,supr_fixed,,,,32
7047,несъвѣдомъ,A-,несъвѣдомъ,1,,,,,,supr_fixed,,,,32
7048,сꙑть,Nb,съіть,2,,,,,,supr_fixed,vit-const,,,96
7049,вльньнъ,A-,вльньнъ,2,,,,,,supr_fixed,,,,32
7050,рабии,A-,рабіі,3,,,,,,supr_fixed,,,,32
7051,бесплодьнъ,A-,бесплодьнъ,1,,,,,,supr_fixed,,,,32
7052,оусоушити,V-,оусоушіті,10,,,,,,supr_fixed,,vit-meth,,160
7053,трѣбѣ,Df,трѣбѣ,2,,,,,,supr_fixed,,,,32
7054,смокъвинъ,A-,смокъвінъ,3,,,,,,supr_fixed,,,,32
7055,писменьнъ,A-,пісменьнъ,2,,,,,,supr_fixed,,,,32
7056,сиꙗниѥ,Nb,сіѣніе,3,,,,,,supr_fixed,,,,32
7057,исоушити,V-,ісоушіті,3,,,,,,supr_fixed,,,,32
7058,маркъ,Ne,маркъ,1,,,,,,supr_fixed,,,,32
7059,зазорьнъ,A-,зазорьнъ,2,,,,,,supr_fixed,,,,32
7060,листвиѥ,Ne,ліствіе,1,,,,,,supr_fixed,,,,32
7061,воупрѣкꙑ,Df,воупрѣкъі,1,,,,,,supr_fixed,,,,32
7062,въпрѣкꙑ,Df,въпрѣкъі,1,,,,,,supr_fixed,,,,32
7063,прорастити,V-,прорастіті,1,,,,,,supr_fixed,,,,32
7064,акѵла,Ne,акула,1,,,,,,supr_fixed,,,,32
7065,прискѵла,Ne,пріскула,1,,,,,,supr_fixed,,,,32
7066,небонъ,C-,небонъ,19,,,,,,supr_fixed,,,,32
7067,веньꙗминь,A-,веньѣмінь,1,,,,,,supr_fixed,,,,32
7068,съмилити,V-,съміліті,1,,,,,,supr_fixed,,,,32
7069,избьраниѥ,Nb,ізбьраніе,2,,,,,,supr_fixed,,,zogr,288
7070,каꙗзнь,Nb,каѣзнь,1,,,,,,supr_fixed,,,,32
7071,обнажати,V-,обнажаті,2,,,,,,supr_fixed,,,,32
7072,съшити,V-,съшіті,1,,,,,,supr_fixed,,,,32
7073,стꙑдъкъ,A-,стъідъкъ,3,,,,,,supr_fixed,,,,32
7074,покровище,Nb,покровіште,2,,,,,,supr_fixed,,,,32
7075,изноурѥниѥ,Nb,ізноуреніе,2,,,,,,supr_fixed,,,,32
7076,изноурити,V-,ізноуріті,1,,,,,,supr_fixed,,,,32
7077,наоутриꙗ,Nb,наоутріѣ,1,,,,,,supr_fixed,,,,32
7078,оутриꙗ,Nb,оутріѣ,1,,,,,,supr_fixed,,,,32
7079,свѣтъ,Nb,свѣтъ,4,,,,,,supr_fixed,vit-const,,,96
7080,отьмьнѥнъ,A-,отьмьненъ,2,,,,,,supr_fixed,,,,32
7081,водотѣча,Nb,водотѣча,1,,,,,,supr_fixed,,,,32
7082,топлѣ,Df,топлѣ,1,,,,,,supr_fixed,,,,32
7083,оумрьтити,V-,оумрьтіті,4,,,,,,supr_fixed,,,,32
7084,възвѣꙗниѥ,Nb,възвѣѣніе,1,,,,,,supr_fixed,,,,32
7085,юговъ,A-,юговъ,1,,,,,,supr_fixed,,,,32
7086,провѣꙗти,V-,провѣѣті,1,,,,,,supr_fixed,,,,32
7087,назнаменовати,V-,назнаменоваті,4,,,,,,supr_fixed,,,,32
7088,иѥроусалимль,Ne,іероусалімль,3,,,,,,supr_fixed,,,zogr,288
7089,пришьльствиѥ,Nb,прішьльствіе,1,,,,,,supr_fixed,,,,32
7090,плоскъ,A-,плоскъ,1,,,,,,supr_fixed,,,,32
7091,листъ,Nb,лістъ,3,,,,,,supr_fixed,,,,32
7092,сврабьнъ,A-,сврабьнъ,1,,,,,,supr_fixed,,,,32
7093,сльзъкъ,A-,сльзъкъ,1,,,,,,supr_fixed,,,,32
7094,растрьѕовати,V-,растрьзоваті,1,,,,,,supr_fixed,,,,32
7095,въкоусъ,Nb,въкоусъ,2,,,,,,supr_fixed,,,,32
7096,блѫдьнъ,A-,блѫдьнъ,6,,,,,,supr_fixed,,,,32
7097,острѣ,A-,острѣ,1,,,,,,supr_fixed,,,,32
7098,блѫдьница,Nb,блѫдьніца,17,,,,,,supr_fixed,,,,32
7099,въпоущати,V-,въпоуштаті,1,,,,,,supr_fixed,,,,32
7100,въкоушениѥ,Nb,въкоушеніе,3,,,,,,supr_fixed,vit-const,,,96
7101,иѥзавель,Ne,іезавель,2,,,,,,supr_fixed,,,,32
7102,понѥ,Df,поне,1,,,,,,supr_fixed,,,,32
7103,низъпасти,V-,нізъпасті,1,,,,,,supr_fixed,,,,32
7104,побѣждениѥ,Nb,побѣжденіе,5,,,,,,supr_fixed,,,,32
7105,жѧло,Nb,жѧло,3,,,,,,supr_fixed,,,,32
7106,защицати,V-,заштіцаті,3,,,,,,supr_fixed,,,,32
7107,цвисти,V-,цвісті,4,,,,,,supr_fixed,,,,32
7108,блѫждениѥ,Nb,блѫжденіе,3,,,,,,supr_fixed,,,,32
7109,пѣньнъ,A-,пѣньнъ,1,,,,,,supr_fixed,,,,32
7110,неоувѧждѧ,A-,неоувѧждѧ,1,,,,,,supr_fixed,,,,32
7111,оупасти#1,V-,оупасті#1,1,,,,,,supr_fixed,,,,32
7112,иеремиꙗ,Ne,іереміѣ,4,,,,,,supr_fixed,vit-const,,zogr,352
7113,издѣлати,V-,іздѣлаті,1,,,,,,supr_fixed,,,,32
7114,оставлѥниѥ,Nb,оставленіе,5,,,,,,supr_fixed,,,zogr,288
7115,парити,V-,паріті,1,,,,,,supr_fixed,,,,32
7116,блазна,Nb,блазна,2,,,,,,supr_fixed,,,,32
7117,пѫтьшьствиѥ,Nb,пѫтьшьствіе,1,,,,,,supr_fixed,,,,32
7118,богоносьнъ,A-,богоносьнъ,3,,,,,,supr_fixed,,,,32
7119,бости,V-,бості,3,,,,,,supr_fixed,,,,32
7120,вельможа,Nb,вельможа,2,,,,,,supr_fixed,,,,32
7121,попльзнѫти,V-,попльзнѫті,1,,,,,,supr_fixed,,,,32
7122,оубоиство,Nb,оубоіство,5,,,,,,supr_fixed,,,,32
7123,прѣлюбодѣиство,Nb,прѣлюбодѣіство,2,,,,,,supr_fixed,,,,32
7124,пѧтидесѧтъ,Mo,пѧтідесѧтъ,1,,,,,,supr_fixed,,,,32
7125,извꙑкнѫти,V-,ізвъікнѫті,1,,,,,,supr_fixed,,,,32
7126,паства,Nb,паства,2,,,,,,supr_fixed,,,,32
7127,благоприимичьнъ,A-,благопріімічьнъ,1,,,,,,supr_fixed,,,,32
7128,оукрашениѥ,Nb,оукрашеніе,1,,,,,,supr_fixed,,,,32
7129,прилюблѥниѥ,Nb,прілюбленіе,1,,,,,,supr_fixed,,,,32
7130,приимичьнъ,A-,пріімічьнъ,1,,,,,,supr_fixed,,,,32
7131,съборьникъ,Nb,съборьнікъ,3,,,,,,supr_fixed,,,,32
7132,рѫжьнъ,A-,рѫжьнъ,2,,,,,,supr_fixed,,,,32
7133,оборити,V-,оборіті,2,,,,,,supr_fixed,,,,32
7134,мъногобожьство,Nb,мъногобожьство,1,,,,,,supr_fixed,,,,32
7135,трѣбище,Nb,трѣбіште,4,,,,,,supr_fixed,,,,32
7136,оурещи,V-,оурешті,2,,,,,,supr_fixed,,,,32
7137,сапфира,Ne,сапфіра,4,,,,,,supr_fixed,,,,32
7138,заглаждати,V-,заглаждаті,1,,,,,,supr_fixed,,,,32
7139,чловѣчинъ,Nb,чловѣчінъ,1,,,,,,supr_fixed,,,,32
7140,попьство,Nb,попьство,2,,,,,,supr_fixed,,,,32
7141,въчловѣчити,V-,въчловѣчіті,2,,,,,,supr_fixed,,,,32
7142,словолюбьць,Nb,словолюбьць,1,,,,,,supr_fixed,,,,32
7143,облаженъ,A-,облаженъ,2,,,,,,supr_fixed,,,,32
7144,любодѣиство,Nb,любодѣіство,2,,,,,,supr_fixed,,,,32
7145,телица,Nb,теліца,3,,,,,,supr_fixed,,,,32
7146,оуриꙗ,Ne,оуріѣ,1,,,,,,supr_fixed,,,,32
7147,жласти,V-,жласті,2,,,,,,supr_fixed,,,,32
7148,седморо,Df,седморо,1,,,,,,supr_fixed,,,,32
7149,четворъ,Ma,четворъ,2,,,,,,supr_fixed,,,,32
7150,дръзнѫти,V-,дръзнѫті,2,,,,,,supr_fixed,,,,32
7151,наватъ,Ne,наватъ,1,,,,,,supr_fixed,,,,32
7152,камо,Df,камо,1,,,,,,supr_fixed,,,,32
7153,покаꙗзнь,Nb,покаѣзнь,2,,,,,,supr_fixed,,,,32
7154,дробити,V-,дробіті,1,,,,,,supr_fixed,,,,32
7155,оурицати,V-,оуріцаті,1,,,,,,supr_fixed,,,,32
7156,сапфира,Nb,сапфіра,1,,,,,,supr_fixed,,,,32
7157,покаꙗзньнъ,A-,покаѣзньнъ,1,,,,,,supr_fixed,,,,32
7158,имѣньнъ,A-,імѣньнъ,3,,,,,,supr_fixed,,,,32
7159,каꙗниѥ,Nb,каѣніе,2,,,,,,supr_fixed,,,zogr,288
7160,прѣпрость,Df,прѣпрость,2,,,,,,supr_fixed,,,,32
7161,сило,Nb,сіло,2,,,,,,supr_fixed,vit-const,,,96
7162,непродаѥмъ,A-,непродаемъ,1,,,,,,supr_fixed,,,,32
7163,сьжде,Pd,сьжде,2,,,,,,supr_fixed,vit-const,,,96
7164,разоумичьно,Df,разоумічьно,1,,,,,,supr_fixed,,,,32
7165,измѣниѥ,Nb,ізмѣніе,1,,,,,,supr_fixed,,,,32
7166,братолюбьствиѥ,Nb,братолюбьствіе,2,,,,,,supr_fixed,,,,32
7167,пленица,Nb,пленіца,5,,,,,,supr_fixed,,,,32
7168,ꙗрьмъ,Nb,ѣрьмъ,3,,,,,,supr_fixed,,,,32
7169,братрьство,Nb,братрьство,1,,,,,,supr_fixed,,,,32
7170,застѫпъ,Nb,застѫпъ,3,,,,,,supr_fixed,,,,32
7171,добрость,Nb,добрость,4,,,,,,supr_fixed,,,,32
7172,чловѣчинъ,Ne,чловѣчінъ,1,,,,,,supr_fixed,,,,32
7173,нѫдьма,Df,нѫдьма,2,,,,,,supr_fixed,,,,32
7174,егѵпьтѣнꙑни,Nb,егупьтѣнъіні,2,,,,,,supr_fixed,,,,32
7175,прѣлюбодѣиствьнъ,A-,прѣлюбодѣіствьнъ,1,,,,,,supr_fixed,,,,32
7176,прѣлюбодѣꙗти,V-,прѣлюбодѣѣті,1,,,,,,supr_fixed,,,,32
7177,лъжипослоухъ,Nb,лъжіпослоухъ,1,,,,,,supr_fixed,,,,32
7178,оугодиѥ,Nb,оугодіе,1,,,,,,supr_fixed,,,,32
7179,цѣстити,V-,цѣстіті,1,,,,,,supr_fixed,,,,32
7180,вьсевидѧ,A-,вьсевідѧ,1,,,,,,supr_fixed,,,,32
7181,припрѧщи,V-,пріпрѧшті,2,,,,,,supr_fixed,,,,32
7182,врьтѣти,V-,врьтѣті,1,,,,,,supr_fixed,,,,32
7183,любодѣиць,Nb,любодѣіць,1,,,,,,supr_fixed,,,,32
7184,прѣслоушати,V-,прѣслоушаті,1,,,,,,supr_fixed,,,,32
7185,обоꙗко,Df,обоѣко,1,,,,,,supr_fixed,,,,32
7186,обаждениѥ,Nb,обажденіе,1,,,,,,supr_fixed,,,,32
7187,рокъ,Nb,рокъ,1,,,,,,supr_fixed,,,,32
7188,заморити,V-,заморіті,1,,,,,,supr_fixed,,,,32
7189,растрьѕаниѥ,Nb,растрьзаніе,1,,,,,,supr_fixed,,,,32
7190,ꙗмьнъ,A-,ѣмьнъ,1,,,,,,supr_fixed,,,,32
7191,племеньнъ,A-,племеньнъ,1,,,,,,supr_fixed,,,,32
7192,ненавистьнъ,A-,ненавістьнъ,2,,,,,,supr_fixed,,,,32
7193,възвитиѥ,Nb,възвітіе,1,,,,,,supr_fixed,,,,32
7194,не въкоусити,V-,не въкоусіті,1,,,,,,supr_fixed,,,,32
7195,нелюбьство,Nb,нелюбьство,1,,,,,,supr_fixed,,,,32
7196,безвиньнъ,A-,безвіньнъ,3,,,,,,supr_fixed,,,,32
7197,рѫкоѩть,Nb,рѫкоѧть,1,,,,,,supr_fixed,,,,32
7198,братрьнь,A-,братрьнь,1,,,,,,supr_fixed,,,,32
7199,поковати,V-,поковаті,1,,,,,,supr_fixed,,,,32
7200,тлъкованиѥ,Nb,тлъкованіе,1,,,,,,supr_fixed,,,,32
7201,евангелиꙗ,Nb,евангеліѣ,2,,,,,,supr_fixed,,,,32
7202,въторьникъ,Nb,въторьнікъ,2,,,,,,supr_fixed,,,,32
7203,невѣстьникъ,Nb,невѣстьнікъ,8,,,,,,supr_fixed,,,,32
7204,недостатъчьнъ,A-,недостатъчьнъ,1,,,,,,supr_fixed,,,,32
7205,соугоубь,Df,соугоубь,1,,,,,,supr_fixed,,,,32
7206,въстѧѕати#2,V-,въстѧзаті#2,2,,,,,,supr_fixed,,,,32
7207,лѣнивъ,A-,лѣнівъ,2,,,,,,supr_fixed,,,,32
7208,прикоупъ,Nb,прікоупъ,2,,,,,,supr_fixed,,,,32
7209,възвить,Nb,възвіть,3,,,,,,supr_fixed,,,,32
7210,растрошити,V-,растрошіті,1,,,,,,supr_fixed,,,,32
7211,своиствьнѣ,Df,своіствьнѣ,1,,,,,,supr_fixed,,,,32
7212,онъде,Df,онъде,1,,,,,,supr_fixed,,,,32
7213,обильнѣ,Df,обільнѣ,1,,,,,,supr_fixed,,,,32
7214,обильнъ,A-,обільнъ,2,,,,,,supr_fixed,,,,32
7215,съглаголати,V-,съглаголаті,1,,,,,,supr_fixed,,,,32
7216,скопити,V-,скопіті,1,,,,,,supr_fixed,,,,32
7217,разлѣнити,V-,разлѣніті,1,,,,,,supr_fixed,,,,32
7218,прѣпьрѣниѥ,Nb,прѣпьрѣніе,1,,,,,,supr_fixed,,,,32
7219,притъкъ,A-,прітъкъ,1,,,,,,supr_fixed,,,,32
7220,дѣвьствьнъ,A-,дѣвьствьнъ,3,,,,,,supr_fixed,,,,32
7221,чистота,Ne,чістота,1,,,,,,supr_fixed,,,,32
7222,въздражати,V-,въздражаті,1,,,,,,supr_fixed,,,,32
7223,трѫблѥниѥ,Nb,трѫбленіе,1,,,,,,supr_fixed,,,,32
7224,цѣ,G-,цѣ,1,,,,,,supr_fixed,,,,32
7225,благоизвольнъ,A-,благоізвольнъ,1,,,,,,supr_fixed,,,,32
7226,чловѣколюбьство,Nb,чловѣколюбьство,4,,,,,,supr_fixed,,,,32
7227,навꙑщати,V-,навъіштаті,1,,,,,,supr_fixed,,,,32
7228,оноуде,Df,оноуде,2,,,,,,supr_fixed,,,,32
7229,кръмлꙗ,Nb,кръмлѣ,3,,,,,,supr_fixed,,,,32
7230,тъштеславиѥ,Nb,тъштеславіе,1,,,,,,supr_fixed,,,,32
7231,въсꙑнꙗти,V-,въсъінѣті,1,,,,,,supr_fixed,,,,32
7232,оубѣжаниѥ,Nb,оубѣжаніе,1,,,,,,supr_fixed,,,,32
7233,пооуштениѥ,Nb,пооуштеніе,2,,,,,,supr_fixed,,,,32
7234,несъвѣдьнъ,A-,несъвѣдьнъ,4,,,,,,supr_fixed,,,,32
7235,поникнѫти,V-,понікнѫті,1,,,,,,supr_fixed,,,,32
7236,немилостивъ,A-,немілостівъ,1,,,,,,supr_fixed,,,,32
7237,несътрьпѣнъ,A-,несътрьпѣнъ,2,,,,,,supr_fixed,,,,32
7238,въстѧѕати#1,V-,въстѧзаті#1,3,,,,,,supr_fixed,,,,32
7239,проштениѥ,Nb,проштеніе,3,,,,,,supr_fixed,,,,32
7240,доброобразьнъ,A-,доброобразьнъ,1,,,,,,supr_fixed,,,,32
7241,благоприлежьнъ,A-,благопрілежьнъ,1,,,,,,supr_fixed,,,,32
7242,съмѫштениѥ,Nb,съмѫштеніе,1,,,,,,supr_fixed,,,,32
7243,лоука,Ne,лоука,5,,,,,,supr_fixed,,,zogr,288
7244,талантьнъ,A-,талантьнъ,1,,,,,,supr_fixed,,,,32
7245,оглавлѥниѥ,Nb,оглавленіе,1,,,,,,supr_fixed,,,,32
7246,такъжде,Pd,такъжде,3,,,,,,supr_fixed,,,,32
7247,придати,V-,прідаті,1,,,,,,supr_fixed,,,,32
7248,положениѥ,Nb,положеніе,1,,,,,,supr_fixed,,,,32
7249,тризна,Nb,трізна,1,,,,,,supr_fixed,,,,32
7250,доброразоумивѣ,Df,доброразоумівѣ,1,,,,,,supr_fixed,,,,32
7251,ближьнии,V-,бліжьніі,1,,,,,,supr_fixed,,,,32
7252,въстѧзаниѥ,Nb,въстѧзаніе,1,,,,,,supr_fixed,,,,32
7253,лихоѥмлѩи,A-,ліхоемлѧі,1,,,,,,supr_fixed,,,,32
