id,lemma,pos,normalised,count,chrabr,euch,kiev-mis,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,bitflag
25,словѣньскꙑ,Df,словѣньскъі,6,chrabr,,,,,,vit-const,vit-meth,,193
26,рѣчь,Nb,рѣчь,36,chrabr,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,505
27,без,R-,без,236,chrabr,euch,kiev-mis,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,511
28,оустроѥниѥ,Nb,оустроеніе,5,chrabr,,,,,supr_fixed,,,,33
29,но,C-,но,1,chrabr,,,,,,,,,1
30,како,Du,како,358,chrabr,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,505
31,мощи,V-,мошті,422,chrabr,euch,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,507
32,пьсати,V-,пьсаті,125,chrabr,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,,zogr,377
33,добрѣ,Df,добрѣ,69,chrabr,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,505
34,богъ,Nb,богъ,1576,chrabr,euch,kiev-mis,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,511
35,или,C-,ілі,193,chrabr,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,,zogr,377
36,животъ,Nb,жівотъ,131,chrabr,euch,kiev-mis,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,511
37,ѕѣло,Df,зѣло,164,chrabr,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,505
38,црькꙑ,Nb,црькъі,233,chrabr,euch,kiev-mis,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,511
39,чаꙗниѥ,Nb,чаѣніе,6,chrabr,,,marianus,psal-sin_pipe_removed,,vit-const,,zogr,345
40,широта,Nb,шірота,5,chrabr,,,,psal-sin_pipe_removed,supr_fixed,,,,49
41,ꙗдь,Nb,ѣдь,13,chrabr,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,,zogr,377
42,оудъ,Nb,оудъ,25,chrabr,euch,,marianus,,supr_fixed,vit-const,,zogr,363
43,юность,Nb,юность,23,chrabr,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,,zogr,377
44,ѩзꙑкъ,Nb,ѧзъікъ,288,chrabr,euch,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,507
45,инъ,A-,інъ,1,chrabr,,,,,,,,,1
46,подобьнъ,A-,подобьнъ,88,chrabr,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,505
47,сь,Pd,сь,2139,chrabr,euch,kiev-mis,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,511
48,тако,Df,тако,372,chrabr,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,505
49,мъногъ,A-,мъногъ,773,chrabr,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,505
50,лѣто,Nb,лѣто,176,chrabr,,kiev-mis,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,509
51,потомь,Df,потомь,54,chrabr,euch,,,psal-sin_pipe_removed,supr_fixed,,vit-meth,zogr,435
52,чловѣколюбьць,Nb,чловѣколюбьць,16,chrabr,euch,,,,supr_fixed,,,,35
53,строити,V-,строіті,12,chrabr,,,,,supr_fixed,vit-const,,zogr,353
54,вьсь,Px,вьсь,2084,chrabr,euch,kiev-mis,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,511
55,оставлꙗти,V-,оставлѣті,39,chrabr,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,,zogr,377
56,чловѣчь,A-,чловѣчь,40,chrabr,,,,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,,241
57,родъ,Nb,родъ,191,chrabr,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,505
58,разоумъ,Nb,разоумъ,70,chrabr,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,505
59,къ,R-,къ,1719,chrabr,euch,kiev-mis,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,511
60,приводити,V-,пріводіті,10,chrabr,,,marianus,,supr_fixed,,,zogr,297
61,съпасениѥ,Nb,съпасеніе,145,chrabr,euch,kiev-mis,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,511
62,помиловати,V-,поміловаті,83,chrabr,,kiev-mis,marianus,psal-sin_pipe_removed,supr_fixed,,,zogr,317
63,посълати,V-,посълаті,344,chrabr,euch,kiev-mis,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,511
64,и,Pp,і,9518,chrabr,euch,kiev-mis,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,511
65,свѧтъ,A-,свѧтъ,904,chrabr,euch,kiev-mis,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,511
66,константинъ,Ne,константінъ,19,chrabr,,,,,supr_fixed,vit-const,vit-meth,,225
67,философъ,Nb,філософъ,36,chrabr,,,,,supr_fixed,vit-const,vit-meth,,225
68,нарицати,V-,наріцаті,139,chrabr,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,505
69,кѵрилъ,Ne,курілъ,9,chrabr,,,,,supr_fixed,vit-const,vit-meth,,225
70,мѫжь,Nb,мѫжь,275,chrabr,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,505
71,правьдьнъ,A-,правьдьнъ,130,chrabr,euch,kiev-mis,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,511
72,истиньнъ,A-,істіньнъ,103,chrabr,euch,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,507
73,сътворити,V-,сътворіті,962,chrabr,euch,kiev-mis,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,511
74,тридесѧть,Ma,трідесѧть,25,chrabr,,,,psal-sin_pipe_removed,supr_fixed,vit-const,,,113
75,осмь,Ma,осмь,36,chrabr,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,,zogr,377
76,овъ,Pd,овъ,117,chrabr,,,marianus,,supr_fixed,vit-const,vit-meth,zogr,489
77,по,R-,по,1026,chrabr,euch,kiev-mis,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,511
78,чинъ,Nb,чінъ,35,chrabr,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,505
79,словѣньскъ,A-,словѣньскъ,23,chrabr,,,,,,vit-const,vit-meth,,193
80,отъ,R-,отъ,2833,chrabr,euch,kiev-mis,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,511
81,прьвъ,Mo,прьвъ,131,chrabr,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,505
82,начѧти,V-,начѧті,232,chrabr,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,505
83,онъ,Pd,онъ,822,chrabr,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,505
84,алфа,Nb,алфа,4,chrabr,,,,,,,,,1
85,а,C-,а,673,chrabr,,kiev-mis,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,509
86,азъ,Nb,азъ,4,chrabr,,,,,,,,,1
87,обои,Ma,обоі,15,chrabr,,,marianus,,supr_fixed,vit-const,,zogr,361
88,ꙗкоже,Dq,ѣкоже,363,chrabr,euch,kiev-mis,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,511
89,подобити,V-,подобіті,14,chrabr,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,505
90,жидовьскъ,A-,жідовьскъ,41,chrabr,,,,,supr_fixed,vit-const,,,97
91,и,Df,і,1419,chrabr,euch,kiev-mis,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,511
92,съ,R-,съ,1396,chrabr,euch,kiev-mis,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,511
93,жидовинъ,Nb,жідовінъ,55,chrabr,,,marianus,,supr_fixed,vit-const,vit-meth,,233
94,бо,Df,бо,1551,chrabr,,kiev-mis,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,509
95,алефь,F-,алефь,2,chrabr,,,,,,,,,1
96,иже,Pr,іже,2537,chrabr,euch,kiev-mis,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,511
97,съказати,V-,съказаті,82,chrabr,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,505
98,оучинѥниѥ,Nb,оучіненіе,5,chrabr,,,,psal-sin_pipe_removed,supr_fixed,,,,49
99,съврьшати,V-,съврьшаті,13,chrabr,,,,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,,241
100,въводити,V-,въводіті,11,chrabr,,,marianus,,supr_fixed,,,zogr,297
101,дѣтищь,Nb,дѣтішть,19,chrabr,,,marianus,,supr_fixed,,,zogr,297
102,глаголати,V-,глаголаті,2715,chrabr,euch,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,507
103,оучити,V-,оучіті,141,chrabr,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,505
104,грьци,Nb,грьці,8,chrabr,,,,,supr_fixed,vit-const,vit-meth,,225
105,тъ,Pd,тъ,1797,chrabr,,kiev-mis,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,509
106,рещи,V-,решті,2562,chrabr,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,505
107,съподобити,V-,съподобіті,44,chrabr,euch,,marianus,,supr_fixed,vit-const,,zogr,363
108,речениѥ,Nb,реченіе,1,chrabr,,,,,,,,,1
109,съказаниѥ,Nb,съказаніе,14,chrabr,,,,psal-sin_pipe_removed,supr_fixed,vit-const,,,113
110,да,C-,да,135,chrabr,,kiev-mis,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,509
111,въ,R-,въ,5836,chrabr,euch,kiev-mis,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,511
112,оучениѥ,Nb,оученіе,70,chrabr,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,505
113,мѣсто,Nb,мѣсто,320,chrabr,euch,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,507
114,искати,V-,іскаті,191,chrabr,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,505
115,ꙗко,G-,ѣко,1691,chrabr,,kiev-mis,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,509
116,дати,V-,даті,670,chrabr,,kiev-mis,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,509
117,на,R-,на,3140,chrabr,euch,kiev-mis,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,511
118,отъврьстиѥ,Nb,отъврьстіе,1,chrabr,,,,,,,,,1
119,оуста,Nb,оуста,186,chrabr,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,505
120,оучѧти,V-,оучѧті,2,chrabr,,,,,,,,zogr,257
121,боукꙑ,Nb,боукъі,8,chrabr,,,marianus,,,vit-const,vit-meth,zogr,457
122,великъ,A-,велікъ,272,chrabr,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,505
123,раздвижениѥ,Nb,раздвіженіе,2,chrabr,,,,,,,,,1
124,възгласити,V-,възгласіті,40,chrabr,,,marianus,psal-sin_pipe_removed,supr_fixed,,,zogr,313
125,малъ,A-,малъ,134,chrabr,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,505
126,исповѣдати,V-,ісповѣдаті,77,chrabr,euch,,marianus,psal-sin_pipe_removed,supr_fixed,,,zogr,315
127,сице,Df,сіце,110,chrabr,,,marianus,,supr_fixed,vit-const,,zogr,361
128,подобати,V-,подобаті,97,chrabr,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,,zogr,377
129,а,Nb,а,1,chrabr,,,,,,,,,1
130,б,Nb,б,1,chrabr,,,,,,,,,1
131,в,Nb,в,1,chrabr,,,,,,,,,1
132,г,Nb,г,1,chrabr,,,,,,,,,1
133,дроугъ,A-,дроугъ,224,chrabr,,,marianus,,supr_fixed,vit-const,vit-meth,zogr,489
134,чьто,Pi,чьто,669,chrabr,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,505
135,мьнии,A-,мьніі,31,chrabr,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,505
136,дъва десѧти,Ma,дъва десѧті,36,chrabr,,kiev-mis,,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,,245
137,четꙑрe,Ma,четъіре,68,chrabr,euch,kiev-mis,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,511
138,вѣдѣти,V-,вѣдѣті,452,chrabr,euch,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,507
139,коликъ,Pi,колікъ,9,chrabr,,,marianus,,supr_fixed,,,zogr,297
140,напльнꙗти,V-,напльнѣті,3,chrabr,,,,,supr_fixed,,,,33
141,приложити,V-,пріложіті,66,chrabr,euch,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,507
142,дъвогласьнъ,A-,дъвогласьнъ,2,chrabr,,,,,,,,,1
143,ѥдинъ на десѧте,Ma,едінъ на десѧте,3,chrabr,,,,psal-sin_pipe_removed,supr_fixed,,,,49
144,чисмѧ,Nb,чісмѧ,9,chrabr,,,,,supr_fixed,,,,33
145,триѥ,Ma,тріе,169,chrabr,,kiev-mis,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,509
146,шесть,Ma,шесть,56,chrabr,,kiev-mis,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,509
147,пѧтъ,Ma,пѧтъ,4,chrabr,,,,,supr_fixed,,vit-meth,,161
148,девѧть,Ma,девѧть,38,chrabr,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,,zogr,377
149,десѧтьнъ,A-,десѧтьнъ,1,chrabr,,,,,,,,,1
150,девѧтъ,Ma,девѧтъ,2,chrabr,,,,,supr_fixed,,,,33
151,сътьнъ,A-,сътьнъ,1,chrabr,,,,,,,,,1
152,събирати,V-,събіраті,46,chrabr,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,,zogr,377
153,тѣмьже,Df,тѣмьже,32,chrabr,,kiev-mis,,psal-sin_pipe_removed,supr_fixed,,,,53
154,подобьно,Df,подобьно,5,chrabr,,,,,supr_fixed,vit-const,,,97
155,тъжде,Pd,тъжде,77,chrabr,euch,kiev-mis,marianus,,supr_fixed,vit-const,vit-meth,zogr,495
156,образъ,Nb,образъ,143,chrabr,,kiev-mis,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,509
157,ни,C-,ні,557,chrabr,euch,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,507
158,то,Df,то,200,chrabr,,,marianus,,supr_fixed,vit-const,vit-meth,zogr,489
159,ангелъ,Nb,ангелъ,201,chrabr,euch,kiev-mis,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,511
160,ижде,Pr,іжде,1,chrabr,,,,,,,,,1
161,коньнъ,A-,коньнъ,2,chrabr,,,,,supr_fixed,,,,33
162,ꙗко,Df,ѣко,69,chrabr,,,,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,497
163,елиньскъ,A-,еліньскъ,10,chrabr,,,marianus,,supr_fixed,vit-const,,zogr,361
164,конъ,Nb,конъ,1,chrabr,,,,,,,,,1
165,приѩти,V-,пріѧті,497,chrabr,,kiev-mis,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,509
166,мьнѣти,V-,мьнѣті,131,chrabr,,,marianus,,supr_fixed,vit-const,vit-meth,zogr,489
167,мꙑ,Pp,мъі,879,chrabr,euch,kiev-mis,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,511
168,окаꙗнъ,A-,окаѣнъ,21,chrabr,,,,psal-sin_pipe_removed,supr_fixed,,,,49
169,повелѣти,V-,повелѣті,317,chrabr,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,505
170,евангелиѥ,Nb,евангеліе,44,chrabr,euch,,marianus,,supr_fixed,vit-const,vit-meth,zogr,491
171,дъска,Nb,дъска,11,chrabr,,,marianus,,supr_fixed,,,zogr,297
172,напьсати,V-,напьсаті,74,chrabr,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,505
173,жидовьскꙑ,Df,жідовьскъі,2,chrabr,,,,,,vit-const,,,65
174,римьскꙑ,Df,рімьскъі,2,chrabr,,,,,,,vit-meth,,129
175,елиньскꙑ,Df,еліньскъі,1,chrabr,,,,,,,,,1
176,не бꙑти,V-,не бъіті,318,chrabr,euch,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,507
177,тоу,Df,тоу,316,chrabr,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,505
178,такъ,Pd,такъ,66,chrabr,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,505
179,безоумиѥ,Nb,безоуміе,23,chrabr,,,marianus,psal-sin_pipe_removed,supr_fixed,,vit-meth,zogr,441
180,обаче,Df,обаче,82,chrabr,,,marianus,psal-sin_pipe_removed,supr_fixed,,,zogr,313
181,наоучити,V-,наоучіті,96,chrabr,euch,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,507
182,рѧдъ,Nb,рѧдъ,12,chrabr,,,marianus,,supr_fixed,,,zogr,297
183,бꙑвати,V-,бъіваті,141,chrabr,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,,zogr,377
184,иногдоѭ,Df,іногдоѭ,1,chrabr,,,,,,,,,1
185,сѵрьскъ,A-,сурьскъ,4,chrabr,,,marianus,,supr_fixed,vit-const,,,105
186,адамъ,Ne,адамъ,48,chrabr,,,,,supr_fixed,vit-const,,,97
187,до,R-,до,295,chrabr,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,505
188,потопъ,Nb,потопъ,13,chrabr,,,marianus,psal-sin_pipe_removed,supr_fixed,,vit-meth,zogr,441
189,доньдеже,G-,доньдеже,16,chrabr,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,505
190,раздѣлити,V-,раздѣліті,56,chrabr,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,505
191,при,R-,прі,118,chrabr,,,marianus,psal-sin_pipe_removed,supr_fixed,,vit-meth,zogr,441
192,стлъпотворѥниѥ,Nb,стлъпотвореніе,2,chrabr,,,,,supr_fixed,,,,33
193,размѣсити,V-,размѣсіті,5,chrabr,,,,,supr_fixed,,,zogr,289
194,нравъ,Nb,нравъ,12,chrabr,,,,,supr_fixed,,,,33
195,обꙑчаи,Nb,объічаі,51,chrabr,,,marianus,,supr_fixed,vit-const,vit-meth,zogr,489
196,оуставъ,Nb,оуставъ,17,chrabr,,,,,supr_fixed,,,,33
197,законъ,Nb,законъ,196,chrabr,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,505
198,хꙑтрость,Nb,хъітрость,14,chrabr,,,,,supr_fixed,,,,33
199,егѵпьтѣнинъ,Nb,егупьтѣнінъ,1,chrabr,,,,,,,,,1
200,землѥмѣрениѥ,Nb,землемѣреніе,1,chrabr,,,,,,,,,1
201,перси,Nb,персі,3,chrabr,,,,,supr_fixed,,,,33
202,халдеи,Nb,халдеі,1,chrabr,,,,,,,,,1
203,асѵреи,Nb,асуреі,1,chrabr,,,,,,,,,1
204,ѕвѣздочьтениѥ,Nb,звѣздочьтеніе,1,chrabr,,,,,,,,,1
205,влъшьвениѥ,Nb,влъшьвеніе,1,chrabr,,,,,,,,,1
206,врачеваниѥ,Nb,врачеваніе,1,chrabr,,,,,,,,,1
207,чарованиѥ,Nb,чарованіе,1,chrabr,,,,,,,,,1
208,жидъ,Nb,жідъ,15,chrabr,,,,,supr_fixed,,,,33
209,небо,Nb,небо,377,chrabr,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,505
210,землꙗ,Nb,землѣ,563,chrabr,euch,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,507
211,чловѣкъ,Nb,чловѣкъ,724,chrabr,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,505
212,елинъ,Nb,елінъ,17,chrabr,,,marianus,,supr_fixed,vit-const,,,105
213,граматикиꙗ,Nb,граматікіѣ,4,chrabr,,,,,,vit-const,,,65
214,риторикиꙗ,Nb,ріторікіѣ,2,chrabr,,,,,,vit-const,,,65
215,философиꙗ,Nb,філософіѣ,4,chrabr,,,,,supr_fixed,vit-const,,,97
216,прѣжде,R-,прѣжде,70,chrabr,,,marianus,psal-sin_pipe_removed,supr_fixed,,vit-meth,zogr,441
217,свои,Pt,своі,1734,chrabr,euch,kiev-mis,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,511
218,финичьскъ,A-,фінічьскъ,1,chrabr,,,,,,,,,1
219,панамидь,Ne,панамідь,1,chrabr,,,,,,,,,1
220,послѣжде,Df,послѣжде,13,chrabr,,,,,supr_fixed,,,,33
221,прити,V-,пріті,1047,chrabr,euch,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,507
222,вита,Nb,віта,1,chrabr,,,,,,,,,1
223,шесть на десѧте,Ma,шесть на десѧте,4,chrabr,,,,psal-sin_pipe_removed,,,vit-meth,,145
224,тъкъмо,Df,тъкъмо,26,chrabr,,,,,supr_fixed,vit-const,vit-meth,zogr,481
225,обрѣсти,V-,обрѣсті,304,chrabr,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,505
226,кадьмъ,Ne,кадьмъ,1,chrabr,,,,,,,,,1
227,милисии,Ne,мілісіі,1,chrabr,,,,,,,,,1
228,девѧть на десѧте,Ma,девѧть на десѧте,4,chrabr,,,,psal-sin_pipe_removed,,,,,17
229,симонидъ,Ne,сімонідъ,1,chrabr,,,,,,,,,1
230,дъва,Ma,дъва,287,chrabr,euch,kiev-mis,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,511
231,епихарии,Ne,епіхаріі,1,chrabr,,,,,,,,,1
232,съказатель,Nb,съказатель,2,chrabr,,,,,supr_fixed,,,,33
233,събьрати,V-,събьраті,145,chrabr,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,505
234,дионисъ,Ne,діонісъ,2,chrabr,,,,,supr_fixed,,,,33
235,граматикъ,Nb,граматікъ,1,chrabr,,,,,,,,,1
236,чисменитъ,A-,чісменітъ,1,chrabr,,,,,,,,,1
237,ѥдъва,Df,едъва,15,chrabr,,,marianus,,supr_fixed,vit-const,,zogr,361
238,минѫти,V-,мінѫті,36,chrabr,,,marianus,,supr_fixed,,,zogr,297
239,божии,A-,божіі,574,chrabr,euch,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,507
240,повелѣниѥ,Nb,повелѣніе,55,chrabr,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,,zogr,377
241,седмь десѧтъ,Ma,седмь десѧтъ,18,chrabr,,,,psal-sin_pipe_removed,,vit-const,vit-meth,zogr,465
242,прѣложити,V-,прѣложіті,26,chrabr,,,,,supr_fixed,vit-const,vit-meth,,225
243,ѥдинъ,Ma,едінъ,655,chrabr,euch,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,507
244,седмь,Ma,седмь,77,chrabr,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,,zogr,377
245,оустроити,V-,оустроіті,31,chrabr,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,505
246,прѣложениѥ,Nb,прѣложеніе,3,chrabr,,,,,supr_fixed,,,,33
247,чьстьнъ,A-,чьстьнъ,82,chrabr,,kiev-mis,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,509
248,аще,G-,аште,946,chrabr,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,505
249,ли,Df,лі,150,chrabr,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,505
250,къто,Px,къто,164,chrabr,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,505
251,понѥже,G-,понеже,79,chrabr,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,505
252,постраꙗти,V-,постраѣті,2,chrabr,,,,,,,,,1
253,ѥще,Df,еште,126,chrabr,euch,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,,zogr,379
254,отъвѣтъ,Nb,отъвѣтъ,37,chrabr,,,marianus,,supr_fixed,vit-const,,zogr,361
255,такожде,Df,такожде,110,chrabr,euch,kiev-mis,marianus,,supr_fixed,vit-const,,zogr,367
256,мъногашьдꙑ,Df,мъногашьдъі,20,chrabr,,,,,supr_fixed,,,,33
257,акилла,Ne,акілла,2,chrabr,,,,,,vit-const,,,65
258,симмахъ,Ne,сіммахъ,1,chrabr,,,,,,,,,1
259,инъ,Px,інъ,343,chrabr,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,505
260,оудобъ,A-,оудобъ,16,chrabr,,,marianus,,supr_fixed,,,zogr,297
261,потворити,V-,потворіті,1,chrabr,,,,,,,,,1
262,неже,Df,неже,41,chrabr,,,marianus,psal-sin_pipe_removed,supr_fixed,,,zogr,313
263,въпросити,V-,въпросіті,103,chrabr,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,505
264,кънигъчии,Nb,кънігъчіі,7,chrabr,,,marianus,,supr_fixed,,,,41
265,къто,Pi,къто,294,chrabr,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,505
266,вꙑ,Pp,въі,1333,chrabr,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,505
267,кꙑи,Pi,къіі,168,chrabr,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,505
268,врѣмѧ,Nb,врѣмѧ,211,chrabr,,kiev-mis,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,509
269,рѣдъкъ,A-,рѣдъкъ,2,chrabr,,,,,supr_fixed,,,,33
270,боукарь,Nb,боукарь,1,chrabr,,,,,,,,,1
271,отъвѣщати,V-,отъвѣштаті,501,chrabr,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,505
272,меѳодии,Ne,меѳодіі,16,chrabr,,,,,,vit-const,vit-meth,,193
273,братръ,Nb,братръ,170,chrabr,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,505
