роді|V-|3saia----i|роді|родити#1|5000014|| · |10|1|1|MATT 1.15|1|1|15|1
ӣа̄кова|Ne|-s---mg--i|іакова|иꙗковъ|5000014|| ·|10|1|1|MATT 1.15|1|1|15|1
ӣа̄ковъ|Ne|-s---mn--i|іаковъ|иꙗковъ|5000015| | |10|1|1|MATT 1.16|1|1|16|1
же|Df|---------n|же|же|5000015|| |10|1|1|MATT 1.16|1|1|16|1
роді|V-|3saia----i|роді|родити#1|5000015|| |10|1|1|MATT 1.16|1|1|16|1
ӣо̄сіфа|Ne|-s---mg--i|іосіфа|иосифъ|5000015|| |10|1|1|MATT 1.16|1|1|16|1
мѫжа|Nb|-s---mg--i|мѫжа|мѫжь|5000015|| |10|1|1|MATT 1.16|1|1|16|1
мариӣна|A-|-s---ogpsi|марііна|мариинъ|5000015|| · |10|1|1|MATT 1.16|1|1|16|1
ӣз|R-|---------n|із|из|5000015|| |10|1|1|MATT 1.16|1|1|16|1
неѩ̄же|Pr|-s---fg--i|неѧже|иже|5000015|| |10|1|1|MATT 1.16|1|1|16|1
роді|V-|3saia----i|роді|родити#1|5000015|| |10|1|1|MATT 1.16|1|1|16|1
сѧ|Pk|3s---qa--i|сѧ|себе|5000015|| |10|1|1|MATT 1.16|1|1|16|1
и҃̄съ|Ne|-s---mn--i|ісъ|исоусъ|5000015|| · |10|1|1|MATT 1.16|1|1|16|1
наріцае̄мъи|V-|-spppmn-wi|наріцаемъі|нарицати|5000015|| |10|1|1|MATT 1.16|1|1|16|1
х҃ъ|Ne|-s---mn--i|хъ|христ(ос)ъ|5000015|| ·|10|1|1|MATT 1.16|1|1|16|1
Вьсѣхъ|Px|-p---mg--i|вьсѣхъ|вьсь|5000016| | |10|1|1|MATT 1.17|1|1|17|1
же|Df|---------n|же|же|5000016|| |10|1|1|MATT 1.17|1|1|17|1
родовъ|Nb|-p---mg--i|родовъ|родъ|5000016|| · |10|1|1|MATT 1.17|1|1|17|1
ѡт|R-|---------n|от|отъ|5000016|| |10|1|1|MATT 1.17|1|1|17|1
а̄враа̄ма|Ne|-s---mg--i|авраама|авраамъ|5000016|| |10|1|1|MATT 1.17|1|1|17|1
до|R-|---------n|до|до|5000016|| |10|1|1|MATT 1.17|1|1|17|1
д҃да|Nb|-s---mg--i|дда|FIXME|5000016|| · |10|1|1|MATT 1.17|1|1|17|1
Родовъ|Nb|-p---mg--i|родовъ|родъ|5000016|| |10|1|1|MATT 1.17|1|1|17|1
г҃ꙇ҃|Nb|-s---mv--i|гі|господь|5000016|| |10|1|1|MATT 1.17|1|1|17|1
те|Pp|2s---ma--i|те|тꙑ|5000016|| : |10|1|1|MATT 1.17|1|1|17|1
Ӣ|C-|---------n|і|и|5000016|| |10|1|1|MATT 1.17|1|1|17|1
ѡт|R-|---------n|от|отъ|5000016|| |10|1|1|MATT 1.17|1|1|17|1
д҃да|Nb|-s---mg--i|дда|FIXME|5000016|| |10|1|1|MATT 1.17|1|1|17|1
до|R-|---------n|до|до|5000016|| |10|1|1|MATT 1.17|1|1|17|1
прѣселениѣ̄|Nb|-s---ng--i|прѣселеніѣ|прѣселѥниѥ|5000016|| |10|1|1|MATT 1.17|1|1|17|1
вавілонс҅каа̄го|A-|-s---ngpwi|вавілонскааго|вавѵлоньскъ|5000016|| · |10|1|1|MATT 1.17|1|1|17|1
Родовъ|Nb|-p---mg--i|родовъ|родъ|5000016|| |10|1|1|MATT 1.17|1|1|17|1
г҃ꙇ҃|Nb|-s---mv--i|гі|господь|5000016|| |10|1|1|MATT 1.17|1|1|17|1
те|Pp|2s---ma--i|те|тꙑ|5000016|| · |10|1|1|MATT 1.17|1|1|17|1
Ӣ|C-|---------n|і|и|5000016|| |10|1|1|MATT 1.17|1|1|17|1
ѡт|R-|---------n|от|отъ|5000016|| |10|1|1|MATT 1.17|1|1|17|1
прѣселениѣ̄|Nb|-s---ng--i|прѣселеніѣ|прѣселѥниѥ|5000016|| |10|1|1|MATT 1.17|1|1|17|1
вавилон̄с̄каа̄го|A-|-s---ngpwi|вавілонскааго|вавѵлоньскъ|5000016|| |10|1|1|MATT 1.17|1|1|17|1
до|R-|---------n|до|до|5000016|| |10|1|1|MATT 1.17|1|1|17|1
х҃а|Ne|-s---mg--i|ха|христ(ос)ъ|5000016|| · |10|1|1|MATT 1.17|1|1|17|1
Родовъ|Nb|-p---mg--i|родовъ|родъ|5000016|| |10|1|1|MATT 1.17|1|1|17|1
г҃ꙇ҃|Nb|-s---mv--i|гі|господь|5000016|| |10|1|1|MATT 1.17|1|1|17|1
те|Df|---------n|те|тѣ|5000016|| ·|10|1|1|MATT 1.17|1|1|17|1
И҃схво|A-|-s---nnpsi|ісхво|исоухристосовъ|5000017| | |10|1|1|MATT 1.18|1|1|18|1
же|Df|---------n|же|же|5000017|| |10|1|1|MATT 1.18|1|1|18|1
р҃одство|Nb|-s---nn--i|родство|FIXME|5000017|| |10|1|1|MATT 1.18|1|1|18|1
сіце|Df|---------n|сіце|сице|5000017|| |10|1|1|MATT 1.18|1|1|18|1
бъіс|V-|3saia----i|бъіс|бꙑти|5000017|| · |10|1|1|MATT 1.18|1|1|18|1
о̄брѫченѣ|V-|-suppfd-si|обрѫченѣ|обрѫчити|5000017|| |10|1|1|MATT 1.18|1|1|18|1
бъивьші|V-|-supafd-si|бъівьші|бꙑти|5000017|| |10|1|1|MATT 1.18|1|1|18|1
матері|Nb|-s---fd--i|матері|мати|5000017|| |10|1|1|MATT 1.18|1|1|18|1
е̄го|Pp|3s---mg--i|его|и|5000017|| |10|1|1|MATT 1.18|1|1|18|1
маріӣ|Ne|-s---fd--i|маріі|мариꙗ|5000017|| · |10|1|1|MATT 1.18|1|1|18|1
Ӣо̄сіфові|Ne|-s---md--i|іосіфові|иосифъ|5000017|| · |10|1|1|MATT 1.18|1|1|18|1
прѣжде|Df|---------n|прѣжде|прѣжде|5000017|| |10|1|1|MATT 1.18|1|1|18|1
даже|G-|---------n|даже|даже|5000017|| |10|1|1|MATT 1.18|1|1|18|1
не|Df|---------n|не|не|5000017|| |10|1|1|MATT 1.18|1|1|18|1
сьнѧсте|V-|2paia----i|сьнѧсте|сънѧти|5000017|| |10|1|1|MATT 1.18|1|1|18|1
сѧ|Pk|3s---qa--i|сѧ|себе|5000017|| · |10|1|1|MATT 1.18|1|1|18|1
О̄брѣте|V-|3saia----i|обрѣте|обрѣсти|5000017|| |10|1|1|MATT 1.18|1|1|18|1
сѧ|Pk|3s---qa--i|сѧ|себе|5000017|| |10|1|1|MATT 1.18|1|1|18|1
ӣмѫщі|V-|-sppafn-si|імѫшті|имѣти|5000017|| |10|1|1|MATT 1.18|1|1|18|1
въ|R-|---------n|въ|въ|5000017|| |10|1|1|MATT 1.18|1|1|18|1
чрѣвѣ|Nb|-s---nl--i|чрѣвѣ|чрѣво|5000017|| |10|1|1|MATT 1.18|1|1|18|1
ѡт|R-|---------n|от|отъ|5000017|| |10|1|1|MATT 1.18|1|1|18|1
д҃ха|Nb|-s---mg--i|дха|доухъ|5000017|| |10|1|1|MATT 1.18|1|1|18|1
с҃та|A-|-s---ogpsi|ста|свѧтъ|5000017|| ·|10|1|1|MATT 1.18|1|1|18|1
и҃҅схво|A-|-s---nnpsi|ісхво|исоухристосовъ|5000018| | |10|1|1|MATT 1.18|1|1|18|2
же|Df|---------n|же|же|5000018|| |10|1|1|MATT 1.18|1|1|18|2
р҃одство|Nb|-s---nn--i|родство|FIXME|5000018|| |10|1|1|MATT 1.18|1|1|18|2
сице|Df|---------n|сіце|сице|5000018|| ⁛ коц|10|1|1|MATT 1.18|1|1|18|2
Ӣо̄сіфь|Ne|-s---mn--i|іосіфь|иосифъ|5000019| | |10|1|1|MATT 1.19|1|1|19|1
же|Df|---------n|же|же|5000019|| |10|1|1|MATT 1.19|1|1|19|1
мѫжь|Nb|-s---mn--i|мѫжь|мѫжь|5000019|| |10|1|1|MATT 1.19|1|1|19|1
е̄ѩ̄|Pp|3s---fg--i|еѧ|и|5000019|| · |10|1|1|MATT 1.19|1|1|19|1
правьденъ|A-|-s---mnpsi|правьденъ|правьдьнъ|5000019|| |10|1|1|MATT 1.19|1|1|19|1
съі|V-|-sppamn-si|съі|бꙑти|5000019|| |10|1|1|MATT 1.19|1|1|19|1
ӣ|C-|---------n|і|и|5000019|| |10|1|1|MATT 1.19|1|1|19|1
не|Df|---------n|не|не|5000019|| |10|1|1|MATT 1.19|1|1|19|1
хотѧ|V-|-sppamn-si|хотѧ|хотѣти|5000019|| |10|1|1|MATT 1.19|1|1|19|1
