torot_word|deep_cleaned
х҃а•|х҃а
иже|іже
прѣобраꙁить|прѣобразіть
тѣло|тѣло
съмѣрениꙗ|съмѣреніꙗ
нашего•|нашего
сьобраꙁно|сьобразно
тѣло|тѣло
славꙑ|славъі
ѥго•|его
и|і
пакꙑ•|пакъі
иже|іже
иꙁбави|ізбаві
нꙑ•|нъі
отъ|отъ
власти|власті
тьмнꙑꙗ•|тьмнъіꙗ
и|і
прѣстави|прѣставі
въ|въ
црс҃тво•|црс҃тво
сн҃а|сн҃а
любъве|любъве
ѥго•|его
тѣмьже|тѣмьже
црс҃тво|црс҃тво
недвижимо|недвіжімо
приѥмлюще•|пріемлюще
имамь|імамь
благодѣть•|благодѣть
ѥѭже|еѭже
ѹслѹжимъ|оуслоужімъ
ѹгодно|оугодно
б҃ѹ•|б҃оу
вѣмь|вѣмь
бо|бо
ꙗко|ꙗко
аще|аще
ꙁемльнаа|земльнаа
нашѧ|нашѧ
храмина|храміна
тѣлесьнаа|тѣлесьнаа
раꙁорить|разоріть
сѧ•|сѧ
съꙁданиѥ|създаніе
отъ|отъ
б҃а|б҃а
имамъ•|імамъ
храминѫ|храмінѫ
нерѫкотоворенѹ|нерѫкотовореноу
вѣчнѹ|вѣчноу
на|на
нб҃схъ•|нб҃схъ
и|і
петръ•|петръ
тако|тако
богатнѣ|богатнѣ
подасть|подасть
сѧ|сѧ
намъ•|намъ
въходъ|въходъ
въ|въ
вѣчьноѥ|вѣчьное
црс҃тво|црс҃тво
г҃а|г҃а
нашего|нашего
и҃у|і҃у
х҃а•|х҃а
г҃ь|г҃ь
же|же
нашь|нашь
и|і
сп҃съ•|сп҃съ
цр҃ство|цр҃ство
нб҃сноѥ|нб҃сное
рече|рече
нѹдить|ноудіть
сѧ•|сѧ
и|і
нѹждьници|ноуждьніці
въсхꙑщаѭть|въсхъіщаѭть
ѥ•|е
и|і
цр҃ьство|цр҃ьство
н҃бсноѥ|н҃бсное
въ|въ
васъ|васъ
ѥсть•|есть
и|і
пакꙑ•|пакъі
блажени|блажені
нищии|ніщіі
дх҃омь•|дх҃омь
и|і
иꙁгьнании|ізгьнаніі
правьдꙑ|правьдъі
ради•|раді
ꙗко|ꙗко
тѣхъ|тѣхъ
ѥсть|есть
цр҃ство|цр҃ство
нб҃сноѥ•|нб҃сное
и|і
придѣте|прідѣте
бл҃гнии|бл҃гніі
оц҃а|оц҃а
моѥго•|моего
наслѣдѹите|наслѣдоуіте
ѹготованоѥ|оуготованое
вамъ|вамъ
црс҃тво•|црс҃тво
посълеть|посълеть
бо|бо
сн҃ъ|сн҃ъ
чл҃чь|чл҃чь
анг҃лꙑ|анг҃лъі
своꙗ•|своꙗ
и|і
събереть|събереть
отъ|отъ
црс҃тва|црс҃тва
своѥго|своего
всѧ|всѧ
съблаꙁнꙑ•|съблазнъі
и|і
творѧщѧꙗ|творѧщѧꙗ
беꙁаконньѥ•|безаконнье
и|і
въврьжеть|въврьжеть
ꙗ|ꙗ
въ|въ
пещь|пещь
огньнѫ•|огньнѫ
тъгда|тъгда
праведьнии•|праведьніі
просвьтѧть|просвьтѧть
сѧ|сѧ
ꙗко|ꙗко
сл҃нце|сл҃нце
въ|въ
црс҃твѣ|црс҃твѣ
оц҃ѧ|оц҃ѧ
ихъ•|іхъ
ꙗко|ꙗко
того|того
ѥсть|есть
црс҃тво|црс҃тво
и|і
слава|слава
оц҃ѧ|оц҃ѧ
и|і
сн҃а|сн҃а
и|і
ст҃го|ст҃го
дх҃а|дх҃а
всегда|всегда
нꙑнѧ|нъінѧ
и|і
присно|прісно
и|і
в͗|в
вѣ҇ⷦ|вѣк
АМИН|амін
МОЛИТВА|молітва
Ꙍ|о
ИСПОВѢДАНИИ|ісповѣданіі
Г҃и|г҃і
вседрьжителю|вседрьжітелю
великъи•|велікъі
хранꙗи|хранꙗі
ꙁавѣтъ|завѣтъ
твои•|твоі
и|і
милость|мілость
своѭ|своѭ
любѧщиимъ|любѧщіімъ
тѧ•|тѧ
и|і
хранꙗщиимъ|хранꙗщіімъ
ꙁаповѣди|заповѣді
твоꙗ•|твоꙗ
и|і
милости|мілості
твоꙗ|твоꙗ
ѩко|ѧко
отъ|отъ
вѣка|вѣка
сѫть•|сѫть
и|і
не|не
ꙁабѫди|забѫді
ꙁавѣта|завѣта
твоѥго|твоего
г҃лѧ•|г҃лѧ
аще|аще
ꙁаповѣдьи|заповѣдьі
моихъ|моіхъ
не|не
съхраните•|съхраніте
посѣщѫ|посѣщѫ
жьꙁломь|жьзломь
беꙁаконьнии|безаконьніі
вашихъ•|вашіхъ
и|і
ранами|ранамі
неправьдъ|неправьдъ
вашихъ•|вашіхъ
милости|мілості
же|же
моѥѧ|моеѧ
не|не
раꙁорѫ|разорѫ
отъ|отъ
васъ•|васъ
и|і
исходѧщиихъ|ісходѧщііхъ
ѹстьнама|оустьнама
моима|моіма
не|не
отъврьгѫ|отъврьгѫ
сѧ•|сѧ
да|да
ѹвѣрѧть|оувѣрѧть
сѧ|сѧ
словеса|словеса
твоꙗ|твоꙗ
вл҃ко|вл҃ко
благъи•|благъі
и|і
въꙁьми|възьмі
грѣхꙑ|грѣхъі
нашѧ|нашѧ
щедръи|щедръі
и|і
длъготрьпѣливъи•|длъготрьпѣлівъі
ꙗко|ꙗко
тебѣ|тебѣ
г҃ю|г҃ю
б҃ѹ|б҃оу
нашемѹ|нашемоу
прав͗да•|правда
намъ|намъ
же|же
стѹдъ|стоудъ
лице|ліце
покрꙑ•|покръі
ꙗко|ꙗко
и|і
дьньсь•|дьньсь
ꙁане|зане
съгрѣшихомъ|съгрѣшіхомъ
прѣдъ|прѣдъ
тобоѭ|тобоѭ
г҃и•|г҃і
и|і
не|не
послѹшахомъ|послоушахомъ
гласа|гласа
твоѥго•|твоего
ходити|ходіті
ꙁаподьми|заподьмі
твоими•|твоімі
ѩже|ѧже
дасть|дасть
прѣдъ|прѣдъ
лицемь|ліцемь
нашимь•|нашімь
нъ|нъ
отъврьгохомъ|отъврьгохомъ
сѧ|сѧ
тебе|тебе
г҃и|г҃і
бж҃е•|бж҃е
и|і
прильпошѧ|прільпошѧ
на|на
насъ|насъ
ꙁълаа|зълаа
великаа|велікаа
си•|сі
то|то
ни|ні
тако|тако
обратихомъ|обратіхомъ
сѧ|сѧ
съхранити|съхраніті
повелѣньи|повелѣньі
твоихъ•|твоіхъ
нъ|нъ
волимъ|волімъ
къждо|къждо
мꙑсльѭ|мъісльѭ
ср҃ца|ср҃ца
нашего|нашего
сътворити|сътворіті
ꙁълоѥ•|зълое
прѣдъ|прѣдъ
очима|очіма
твоима|твоіма
г҃и•|г҃і
и|і
се|се
ѹже|оуже
ст҃аа|ст҃аа
наша|наша
пѹста|поуста
бꙑшѧ•|бъішѧ
и|і
градъ|градъ
огньмь|огньмь
пожьженъ•|пожьженъ
и|і
людиѥ|людіе
плѣнени•|плѣнені
и|і
бꙑхомъ|бъіхомъ
въ|въ
поношениѥ|поношеніе
и|і
въ|въ
рѫгъ|рѫгъ
окръстьниимъ|окръстьніімъ
насъ•|насъ
и|і
бꙑхомъ|бъіхомъ
исподи|ісподі
а|а
не|не
врьхѹ•|врьхоу
ꙁане|зане
съгрѣшихомъ|съгрѣшіхомъ
тебѣ|тебѣ
г҃ю|г҃ю
б҃ѹ•|б҃оу
не|не
послѹшаѭще|послоушаѭще
гласа|гласа
твоѥго•|твоего
сего|сего
ради|раді
отъринѫ|отърінѫ
нꙑ•|нъі
и|і
раꙁори|разорі
нꙑ•|нъі
и|і
сътрѧсе|сътрѧсе
ꙁемлю|землю
и|і
съмѧте|съмѧте
нъ|нъ
ꙗко|ꙗко
длъготрьпѣливъ•|длъготрьпѣлівъ
и|і
многомл҃ствъ•|многомл҃ствъ
исцѣли|ісцѣлі
съкрѹшениѧ|съкроушеніѧ
ѥꙗ•|еꙗ
ꙗко|ꙗко
подвижа|подвіжа
сѧ|сѧ
ꙁѣло•|зѣло
людиѥ|людіе
твои|твоі
видѣшѧ|відѣшѧ
жестока•|жестока
идеже|ідеже
имѧ|імѧ
твоѥ|твое
новоѥ|новое
нарече|нарече
сѧ|сѧ
на|на
нихъ•|ніхъ
събꙑшѧ|събъішѧ
бо|бо
сѧ|сѧ
словеса|словеса
пр҃къ|пр҃къ
твоихъ|твоіхъ
на|на
насъ•|насъ
ꙗко|ꙗко
придѹ|прідоу
ꙗꙁꙑци|ꙗзъіці
въ|въ
достоꙗниѥ|достоꙗніе
твоѥ•|твое
и|і
оскврьнишѧ|оскврьнішѧ
црк҃вь|црк҃вь
ст҃ѹѭ|ст҃оуѭ
твоѭ•|твоѭ
въ|въ
неиже|неіже
строѥниꙗ|строеніꙗ
иночѧдаго|іночѧдаго
твоѥго|твоего
сн҃а•|сн҃а
съврьшева|съврьшева
сѧ|сѧ
таина•|таіна
и|і
въжьже|въжьже
сѧ|сѧ
огнемь|огнемь
свѣтилище|свѣтіліще
твоѥ•|твое
и|і
положишѧ|положішѧ
иим҃а|іім҃а
въ|въ
овощьноѥ|овощьное
стражище•|стражіще
и|і
трѹпьѥ|троупье
рабъ|рабъ
твоихъ•|твоіхъ
посрѣдѣ|посрѣдѣ
и|і
окрьсть|окрьсть
иим҃а•|іім҃а
и|і
погрѣбаѭща|погрѣбаѭща
не|не
бѣ•|бѣ
и|і
крѣпость|крѣпость
нашѫ|нашѫ
и|і
добротѹ•|добротоу
и|і
сп҃сениѥ|сп҃сеніе
наше|наше
крс҃тъ|крс҃тъ
х҃а|х҃а
твоѥго|твоего
прѣдасть|прѣдасть
сѫпостатомъ•|сѫпостатомъ
и|і
бꙑхомъ|бъіхомъ
поношениѥ|поношеніе
сѫсѣдомъ|сѫсѣдомъ
и|і
дальниимъ•|дальніімъ
подражаниѥ|подражаніе
же|же
и|і
порѫганиѥ|порѫганіе
в͗сѣмъ|всѣмъ
ꙗꙁꙑкомъ:|ꙗзъікомъ
ꙗко|ꙗко
отъврати|отъвраті
нꙑ|нъі
въспѧть|въспѧть
при|прі
враꙁѣхъ|вразѣхъ
нашихъ•|нашіхъ
и|і
ненавидѧщѧꙗ|ненавідѧщѧꙗ
нꙑ|нъі
раꙁграблѧхѹ|разграблѧхоу
себѣ•|себѣ
дасть|дасть
бо|бо
нꙑ|нъі
ꙗко|ꙗко
овьцѧ|овьцѧ
сънѣди•|сънѣді
и|і
въ|въ
ꙗꙁꙑцѣхъ|ꙗзъіцѣхъ
расѣꙗлъ|расѣꙗлъ
нꙑ|нъі
ѥси•|есі
ї|і
отъдасть|отъдасть
люди|люді
своꙗ|своꙗ
бе-цѣнꙑ•|бецѣнъі
и|і
не|не
бѣ|бѣ
множьства|множьства
въ|въ
въсклицѧниихъ|въскліцѧнііхъ
нашихъ•|нашіхъ
прѣдасть|прѣдасть
бо|бо
нꙑ|нъі
въ|въ
рѫцѣ|рѫцѣ
врагъ•|врагъ
беꙁакон͗нъ:|безаконнъ
цр҃ю|цр҃ю
люкавнѹ|люкавноу
паче|паче
в͗сеꙗ|всеꙗ
ꙁемлѧ•|землѧ
и|і
в͗сѣми|всѣмі
ранами|ранамі
сими|сімі
не|не
болѣхомъ•|болѣхомъ
ꙁанеже|занеже
прилежно|прілежно
вълежить|вълежіть
мꙑсль|мъісль
нашѧ•|нашѧ
на|на
ꙁъло|зъло
отъ|отъ
ѭности|ѭності
нашеꙗ•|нашеꙗ
иꙁлиха|ізліха
отърѣѥмъ|отърѣемъ
мѫжаѥмъ|мѫжаемъ
сѧ•|сѧ
истиноѭ|істіноѭ
правденъ|правденъ
ѥси|есі
г҃и|г҃і
о|о
всѣхъ|всѣхъ
ꙗже|ꙗже
сътвори|сътворі
намъ•|намъ
вѣмъ|вѣмъ
бо|бо
ꙗко|ꙗко
грѣси|грѣсі
наши|наші
противѫ|протівѫ
сташѧ|сташѧ
намъ•|намъ
ꙁане|зане
многа|многа
беꙁаконениꙗ|безаконеніꙗ
нашѧ|нашѧ
ꙁѣло|зѣло
прѣдъ|прѣдъ
тобоѭ|тобоѭ
г҃и•|г҃і
нъ|нъ
милованиѥ|мілованіе
твоѥ|твое
да|да
доидеть|доідеть
на|на
нꙑ|нъі
ꙗко|ꙗко
тꙑ|тъі
въ|въ
насъ|насъ
г҃и•|г҃і
и|і
имѧ|імѧ
твоѥ|твое
ст҃оѥ|ст҃ое
нарече|нарече
сѧ|сѧ
на|на
насъ:|насъ
ѹстави|оуставі
ѹбо|оубо
гнѣвъ|гнѣвъ
ꙗрости|ꙗрості
своѥꙗ•|своеꙗ
и|і
не|не
посрами|посрамі
насъ|насъ
до|до
коньцꙗ•|коньца
не|не
помѧни|помѧні
нашихъ|нашіхъ
беꙁаконении•|безаконеніі
давьнꙑхъ•|давьнъіхъ
нꙑнѣшьниихъ•|нъінѣшьнііхъ
ни|ні
недостоинъ|недостоінъ
сѫди|сѫді
створи|створі
щедротъ•|щедротъ
нъ|нъ
помѧни|помѧні
ꙗко|ꙗко
драгоѭ|драгоѭ
кръвьѭ|кръвьѭ
искѹпилъ|іскоупілъ
нꙑ|нъі
ѥси•|есі
съгрѣшихомъ|съгрѣшіхомъ
оцѣсти|оцѣсті
г҃и•|г҃і
беꙁаконьновахомъ|безаконьновахомъ
совъмѣсти|совъмѣсті
вл҃ко•|вл҃ко
раꙁгнѣвахомъ|разгнѣвахомъ
ѹтоли|оутолі
сѧ|сѧ
ст҃е•|ст҃е
и|і
просвѣти|просвѣті
г҃и|г҃і
лице|ліце
твоѥ•|твое
на|на
сѫщиихъ|сѫщііхъ
въ|въ
плѣнѣ|плѣнѣ
рабъ|рабъ
твоїхъ•|твоіхъ
и|і
ꙗже|ꙗже
отъ|отъ
тебе|тебе
помощъ|помощъ
посъли|посълі
сильне•|сільне
и|і
иꙁьми|ізьмі
люди|люді
твоꙗ|твоꙗ
отъ|отъ
всеꙗ|всеꙗ
страсти•|страсті
и|і
іꙁбави|ізбаві
отъ|отъ
в͗сего|всего
беꙁаконениꙗ•|безаконеніꙗ
иꙁ-д-рѹкꙑ|іздроукъі
ꙁаконопрѣстѫпнꙑхъ•|законопрѣстѫпнъіхъ
и|і
раꙁори|разорі
вл҃ко|вл҃ко
в͗сѧ|всѧ
бѣдꙑ|бѣдъі
ꙁа|за
мл҃дьѥ|мл҃дье
твоѥ•|твое
а|а
не|не
до|до
коньцѧ|коньцѧ
прѣдаждь|прѣдаждь
достоꙗниꙗ|достоꙗніꙗ
своѥго•|своего
въ|въ
погꙑбѣль|погъібѣль
беꙁаненьи|безаненьі
ради|раді
нашихъ•|нашіхъ
нъ|нъ
ѩдро|ѧдро
да|да
пробавѧть|пробавѧть
нꙑ•|нъі
милости|мілості
твоꙗ|твоꙗ
г҃и|г҃і
б҃же|б҃же
нашь•|нашь
ꙗко|ꙗко
милости|мілості
твоꙗ|твоꙗ
отъ|отъ
вѣка|вѣка
на|на
тврьди|тврьді
твоѥи•|твоеі
и|і
тꙑ|тъі
прибѣжище|прібѣжіще
в͗сѣмъ|всѣмъ
намъ|намъ
бꙑсть•|бъість
спс҃ниѥ|спс҃ніе
ѹпъваѭщиимъ|оупъваѭщіімъ
на|на
тѧ•|тѧ
бѫди|бѫді
намъ|намъ
г҃и|г҃і
стлъпъ|стлъпъ
крѣпости•|крѣпості
отъ|отъ
лицꙗ|ліца
врагъ|врагъ
нашихъ•|нашіхъ
и|і
не|не
ослаби|ослабі
погꙑбнѫти|погъібнѫті
въ|въ
рѫкахъ|рѫкахъ
ненавидѧщиихъ|ненавідѧщііхъ
тебе•|тебе
дш҃амъ|дш҃амъ
исповѣдаѭщиихъ|ісповѣдаѭщііхъ
