torot_word|deep_cleaned
лоꙁꙑ:|лозъі
и|і
бескврьньнꙑихъ|бескврьньнъііхъ
речениꙗ|реченіꙗ
чиста:|чіста
и|і
словеса|словеса
правьдьникъ|правьдьнікъ
прѣчиста|прѣчіста
по|по
кънигамъ:|кънігамъ
бещисльнꙑ|бещісльнъі
же|же
гл҃ѫть|гл҃ѫть
сѧ:|сѧ
ꙁа|за
мъножъство|мъножъство
и|і
беꙁмѣриѥ|безмѣріе
словесе|словесе
ѹчительства|оучітельства
ихъ:|іхъ
отъ|отъ
постава|постава
ѹбо|оубо
:ѯ҃:|ѯ҃
цср҃иць|цср҃іць
сихъ:|сіхъ
мало|мало
ижиць|іжіць
иꙁѧхъ:|ізѧхъ
и|і
сътворихъ|сътворіхъ
прѣпоꙗсаниѥ:|прѣпоꙗсаніе
на|на
съгрѣниѥ|съгрѣніе
съ|съ
вѣроѭ|вѣроѭ
почитаѭщиимъ:|почітаѭщіімъ
ꙗкоже|ꙗкоже
ѹбо|оубо
поставъ|поставъ
мъногочѧстьнъ|мъногочѧстьнъ
сꙑи:|съіі
въ|въ
единѹчѧстьнѹ|едіноучѧстьноу
риꙁѹ|різоу
съврьшаѥть|съврьшаеть
сѧ:|сѧ
тако|тако
и|і
вьсѧ|вьсѧ
проречениꙗ|прореченіꙗ
б҃одъхновенꙑихъ|б҃одъхновенъііхъ
кънигъ:|кънігъ
въ|въ
съмотрениꙗ|съмотреніꙗ
владꙑчьнѧаго|владъічьнѧаго
риꙁѹ|різоу
сънидоша|сънідоша
сѧ:|сѧ
ѭже|ѭже
приꙗтъ|пріꙗтъ
отъ|отъ
свѧтꙑꙗ|свѧтъіꙗ
славьнꙑꙗ|славьнъіꙗ
бц҃ѧ|бц҃ѧ
и|і
приснод҃вꙑ|пріснод҃въі
мариꙗ:|маріꙗ
тьлѣньно|тьлѣньно
ѹбо:|оубо
ꙁа|за
подобьнострастиѥ|подобьнострастіе
наше:|наше
сътворивъ|сътворівъ
же|же
нетьлѣн͗нѹ:|нетьлѣнноу
да|да
нꙑ|нъі
тьлеѭ|тьлеѭ
дрьжимꙑꙗ|дрьжімъіꙗ
свободивъ:|свободівъ
прѣведеть|прѣведеть
въ|въ
нетьлѣниѥ:|нетьлѣніе
и|і
ѹмьръша|оумьръша
оживль:|ожівль
пакꙑ|пакъі
облѣчеть|облѣчеть
бесъмрьтиѥмь:|бесъмрьтіемь
Прѣпоꙗсаниѥ|прѣпоꙗсаніе
же|же
гл҃ѭ:|гл҃ѭ
не|не
оно|оно
июдеискоѥ:|іюдеіское
иеремиѥмь|іереміемь
съкръвеноѥ:|съкръвеное
и|і
истьлѣвъше|істьлѣвъше
въ|въ
евъфратѣ|евъфратѣ
рѣцѣ:|рѣцѣ
нъ|нъ
новꙑꙗ|новъіꙗ
благодѣти|благодѣті
еже|еже
г҃ь|г҃ь
намъ|намъ
покаꙁа|показа
прѣпоꙗсавъ|прѣпоꙗсавъ
сѧ|сѧ
и|і
отьръ|отьръ
ногꙑ|ногъі
своихъ|своіхъ
ѹченикъ:|оученікъ
да|да
скврьнꙑ|скврьнъі
ветъхааго|ветъхааго
кваса|кваса
очистѣвъше|очістѣвъше
бѹдѹть|боудоуть
ново|ново
въмѣшениѥ:|въмѣшеніе
и|і
бѫдѹть|бѫдоуть
ногꙑ|ногъі
ихъ|іхъ
красьнꙑ:|красьнъі
ꙗко|ꙗко
благовѣстѹѭщемъ|благовѣстоуѭщемъ
миръ:|міръ
и|і
настѹпаѭть|настоупаѭть
на|на
ꙁмиꙗ|зміꙗ
и|і
на|на
вьсу|вьсу
силѹ|сілоу
вражиѭ:|вражіѭ
сего|сего
прѣпоꙗсаниꙗ|прѣпоꙗсаніꙗ
добротою|добротою
х҃ъ|х҃ъ
своѭ|своѭ
црькъвь|црькъвь
облѣче:|облѣче
покрꙑваꙗ|покръіваꙗ
наша|наша
порокꙑ:|порокъі
и|і
бꙑвъшѹѭ|бъівъшоуѭ
намъ|намъ
отъ|отъ
адамлѧ|адамлѧ
прѣстѹплениꙗ|прѣстоупленіꙗ
наготѹ:|наготоу
по|по
реченѹѹмѹ:|реченоуоумоу
растрьꙁа|растрьза
врѣтище|врѣтіще
моѥ|мое
и|і
прѣпоꙗса|прѣпоꙗса
мѧ|мѧ
веселиѥмь:|веселіемь
симь|сімь
одѣваѥмъ|одѣваемъ
сѧ|сѧ
отъ|отъ
божъствьнꙑихъ|божъствьнъііхъ
кънигъ:|кънігъ
испꙑтаѭще|іспъітаѭще
бо|бо
ꙗ|ꙗ
обрѣтаѥмъ|обрѣтаемъ
вѣчънѹѭ|вѣчъноуѭ
жиꙁнь|жізнь
г҃а|г҃а
нашего|нашего
ис҃ѹ|іс҃оу
х҃а|х҃а
истиньнааго|істіньнааго
б҃а|б҃а
нашего:|нашего
нъ|нъ
ꙁоветь|зоветь
нꙑ|нъі
ѹже|оуже
врѣмѧ:|врѣмѧ
ѹчиновати|оучіноваті
реченꙑꙗ|реченъіꙗ
главꙑ:|главъі
въ|въ
славѹ|славоу
и|і
хвалѹ|хвалоу
оц҃ѧ|оц҃ѧ
и|і
с҃на|с҃на
и|і
с҃тааго|с҃тааго
д҃ха:|д҃ха
въ|въ
вѣкꙑ|вѣкъі
вѣкомъ|вѣкомъ
аминь⸱|амінь
Тогожде|тогожде
антиѡха⸱|антіоха
къ|къ
томѹжде|томоужде
евъстаѳю⸱|евъстаѳю
главꙑ|главъі
раꙁличнꙑ|разлічнъі
:р҃л:|р҃л
и|і
млт҃ва|млт҃ва
исповѣданиѭ|ісповѣданіѭ
⸱а҃⸱|а҃
ѡ|о
вѣрѣ|вѣрѣ
⸱в҃⸱|в҃
ѡ|о
ѹпъвании|оупъваніі
⸱г҃⸱|г҃
ѡ|о
ꙗдении|ꙗденіі
⸱д҃⸱|д҃
ѡ|о
обѣдании|обѣданіі
⸱е҃⸱|е҃
ѡ|о
пьꙗньствѣ|пьꙗньствѣ
⸱ꙅ҃⸱|з҃
ѡ|о
въꙁдрьжании|въздрьжаніі
да|да
съгрѣѥти|съгрѣеті
и:|і
саманитѣнꙑнѧ:|саманітѣнъінѧ
нъ|нъ
не|не
поꙁна|позна
ѥꙗ|еꙗ
црⷭь:|црсь
сирѣчъ|сірѣчъ
не|не
истьли|істьлі
ѹпъваниꙗ|оупъваніꙗ
своѥго|своего
небесьнааго:|небесьнааго
Виждъ|віждъ
чъто|чъто
ти|ті
гл҃еть|гл҃еть
ѱаниѥ⸱|псаніе
аще|аще
бѹдете|боудете
дъва:|дъва
то|то
тепло|тепло
има|іма
бѹдеть:|боудеть
Вѣрѣ|вѣрѣ
аще|аще
имать|імать
ѹпъваниѥ:|оупъваніе
имать|імать
своѥ|свое
дѣло:|дѣло
и|і
тепла|тепла
ѥсть:|есть
имѹщѹмѫ|імоущоумѫ
ѭ:|ѭ
ꙗкоже|ꙗкоже
рече|рече
блаженꙑи|блаженъіі
петръ|петръ
въспоꙗсавъше|въспоꙗсавъше
чрѣсла|чрѣсла
мꙑсли|мъіслі
вашеꙗ:|вашеꙗ
трѣꙁвѧще|трѣзвѧще
сѧ|сѧ
коньчинѣ|коньчінѣ
ѹпъваите|оупъваіте
на|на
приносимѹѭ|пріносімоуѭ
вамъ|вамъ
благодѣть:|благодѣть
ꙗвлениѥмь|ꙗвленіемь
і҃у|і҃у
хв҃омь:|хв҃омь
ꙗко|ꙗко
чѧда|чѧда
послѹшаниꙗ:|послоушаніꙗ
И|і
сираховичъ:|сіраховічъ
къто|къто
ѹпъва|оупъва
на|на
г҃а|г҃а
и|і
небрѣженъ|небрѣженъ
бꙑсть:|бъість
или|ілі
къто|къто
прѣбꙑ|прѣбъі
въ|въ
страсѣ|страсѣ
ѥго|его
и|і
прѣꙁьрѣ|прѣзьрѣ
и:|і
Пѣснивьць|пѣснівьць
же:|же
блаженъ|блаженъ
мѹжъ|моужъ
ѥмѹже|емоуже
есть|есть
имѧ|імѧ
гн҃е|гн҃е
ѹпъваниѥ|оупъваніе
ѥго:|его
и|і
да|да
въꙁдрадѹѭть|въздрадоуѭть
сѧ|сѧ
вьси|вьсі
ѹпъваѭщии|оупъваѭщіі
на|на
тѧ:|тѧ
и|і
потомь|потомь
на|на
нь|нь
ѹпъва|оупъва
срд҃це|срд҃це
моѥ|мое
и|і
поможе|поможе
ми:|мі
и|і
въцвьте|въцвьте
плъть|плъть
моꙗ:|моꙗ
и|і
отъ|отъ
своѥго|своего
поможениꙗ:|поможеніꙗ
и|і
инꙑ|інъі
наставлѧаше|наставлѧаше
гл҃ѧ|гл҃ѧ
ѹпъваите|оупъваіте
на|на
нь|нь
вьсь|вьсь
съборъ|съборъ
людии:|людіі
иꙁлѣите|ізлѣіте
прѣдъ|прѣдъ
нимь|німь
ср҃дьцѧ|ср҃дьцѧ
ваша|ваша
ꙗко|ꙗко
б҃ъ|б҃ъ
помощъникъ|помощънікъ
нашъ:|нашъ
и|і
ѹпъваи|оупъваі
на|на
г҃а|г҃а
и|і
твори|творі
благостꙑню|благостъіню
и|і
отъкрꙑи|отъкръіі
къ|къ
г҃ѹ|г҃оу
пѹть|поуть
свои|своі
и|і
оупъваи|оупъваі
на|на
нь:|нь
И|і
исаиꙗ:|ісаіꙗ
ѹпъвахъ|оупъвахъ
на|на
имѧ|імѧ
твоѥ|твое
и|і
на|на
памѧть|памѧть
твоѭ|твоѭ
похоть|похоть
наша:|наша
и|і
п҇ⷦа|пка
павьлъ:|павьлъ
ѹпъваниѥмь|оупъваніемь
бо|бо
съпасени|съпасені
бꙑхомъ:|бъіхомъ
и|і
ѹпъваниѥ|оупъваніе
же|же
видимо|відімо
нѣсть|нѣсть
ѹпъваниѥ:|оупъваніе
ѥже|еже
бо|бо
видить|відіть
къто:|къто
чъто|чъто
и|і
ѹпъваѥть:|оупъваеть
аще|аще
ли|лі
ѥгоже|егоже
не|не
видимъ:|відімъ
трьпѣниѥмь|трьпѣніемь
чаѥмъ:|чаемъ
И|і
п҇ⷦа:|пка
Крѣпъко|крѣпъко
ѹтѣшениѥ|оутѣшеніе
имамъ|імамъ
прибѣгъшеи|прібѣгъшеі
ꙗти|ꙗті
сѧ|сѧ
ꙁа|за
прѣдълежѧщеѥ|прѣдълежѧщее
ѹпъваниѥ:|оупъваніе
ѥже|еже
ꙗко|ꙗко
ставило|ставіло
имамъ|імамъ
твръдо|твръдо
же|же
и|і
иꙁвѣстьно:|ізвѣстьно
И|і
наводить:|наводіть
ꙗко|ꙗко
ѹпъваниѥмь|оупъваніемь
длъжънѹѥть|длъжъноуеть
орѧи|орѧі
орати:|ораті
и|і
врьхꙑи|врьхъіі
на|на
ѹпъваниѥ|оупъваніе
приимати:|прііматі
И|і
въ|въ
еван͗гелии|евангеліі
ѥже|еже
отъ|отъ
лѹкꙑ|лоукъі
о|о
семуонѣ|семуонѣ
рече:|рече
бѧаше|бѧаше
ѥмѹ|емоу
провѣщано|провѣщано
дх҃омь|дх҃омь
ст҃ꙑимь|ст҃ъіімь
не|не
видѣти|відѣті
съмрьти:|съмрьті
донъдеже|донъдеже
видиши|відіші
кръста|кръста
гн҃ѧ:|гн҃ѧ
и|і
не|не
ѹмрьтви|оумрьтві
ѹпъваниꙗ:|оупъваніꙗ
нъ|нъ
бѧше|бѧше
чѧꙗ|чѧꙗ
желаѥмааго|желаемааго
иꙁбава:|ізбава
и|і
сп҃са|сп҃са
мирьна:|мірьна
и|і
приимꙑ|пріімъі
и|і
радъ|радъ
на|на
рѹкѹ|роукоу
гл҃ааше:|гл҃ааше
пѹсти|поусті
мѧ|мѧ
владꙑко|владъіко
приити|прііті
къ|къ
тебѣ|тебѣ
це҇ⷭру|цесру
моѥмѹ:|моемоу
въсприꙗхъ|въспріꙗхъ
бо|бо
ѹпъваниѥ|оупъваніе
моѥ:|мое
томѹ|томоу
слава|слава
въ|въ
вѣкꙑ|вѣкъі
вѣкомъ:|вѣкомъ
АМИН|амін
•г҃•|г҃
Ꙍ|о
ꙖДЕНИИ⁘|ꙗденіі
О|о
ꙗдении|ꙗденіі
рече|рече
притъчъникъ:|прітъчънікъ
аще|аще
сѧдеши|сѧдеші
вечерѧти|вечерѧті
на|на
трапеꙁѣ|трапезѣ
сильнꙑихъ:|сільнъііхъ
раꙁѹмьнѣ|разоумьнѣ
раꙁѹмѣваи|разоумѣваі
прѣдъполагаѥмаꙗ|прѣдъполагаемаꙗ
ти:|ті
и|і
въꙁдрьжи|въздрьжі
рѹкѹ|роукоу
си:|сі
вѣдꙑи|вѣдъіі
ꙗко|ꙗко
тебе|тебе
ради|раді
си|сі
приготоваѥть:|пріготоваеть
аще|аще
ли|лі
несꙑтьнѣи|несъітьнѣі
ѥси|есі
не|не
похощи|похощі
сластьмъ|сластьмъ
ѥго:|его
И|і
дрѹгꙑи|дроугъіі
рече:|рече
на|на
трапеꙁѣ|трапезѣ
ли|лі
велицѣ|веліцѣ
сѣлъ|сѣлъ
ѥси:|есі
не|не
раꙁдвигни|раздвігні
грьтани|грьтані
своѥго|своего
на|на
неи:|неі
и|і
не|не
рьци|рьці
мъногоѥ|мъногое
на|на
неи:|неі
помѧни|помѧні
ꙗко|ꙗко
ꙁъло|зъло
ѥсть|есть
око|око
лѹкаво:|лоукаво
ꙗможе|ꙗможе
аще|аще
въꙁьриши:|възьріші
не|не
простьри|простьрі
рѹкꙑ|роукъі
си:|сі
и|і
не|не
гнети|гнеті
съ|съ
нимь|німь
въ|въ
солилѣ:|солілѣ
раꙁѫмѣи|разѫмѣі
еже|еже
ѥсть|есть
искрьнѧаго|іскрьнѧаго
ѡтъ|отъ
себе:|себе
и|і
о|о
вьсѣхъ|вьсѣхъ
вещахъ|вещахъ
раꙁмꙑшлѧи:|размъішлѧі
ꙗждь|ꙗждь
ꙗко|ꙗко
и|і
чл҃вѣкъ|чл҃вѣкъ
прѣдълежѧщаꙗ|прѣдълежѧщаꙗ
ти|ті
а|а
не|не
дрѧꙁгъни|дрѧзгъні
да|да
не|не
въꙁненавидѣнъ|възненавідѣнъ
бѹдеши:|боудеші
прѣстани|прѣстані
прьвоѥ|прьвое
на|на
каꙁаниꙗ|казаніꙗ
ради:|раді
и|і
не|не
ꙗждъ|ꙗждъ
лихо|ліхо
сꙑти|съіті
да|да
не|не
прѣтъкнеши|прѣтъкнеші
сѧ:|сѧ
и|і
аще|аще
посрѣдѣ|посрѣдѣ
мъногъ|мъногъ
сѣдиши:|сѣдіші
пьрьвѣѥ|пьрьвѣе
ихъ|іхъ
не|не
простираи|простіраі
рѹкꙑ|роукъі
своѥꙗ:|своеꙗ
ꙗко|ꙗко
довьльно|довьльно
чл҃кѹ|чл҃коу
накаꙁанѹ|наказаноу
малоѥ:|малое
моси|мосі
же:|же
вънемли|вънемлі
себѣ|себѣ
самъ|самъ
г҃лѧ:|г҃лѧ
еда|еда
ꙗдъи|ꙗдъі
насꙑщъ|насъіщъ
сѧ⸱|сѧ
ꙁабѹдеши|забоудеші
г҃а|г҃а
б҃а|б҃а
своѥго:|своего
Такожде|такожде
и|і
апостолъ|апостолъ
аще|аще
ꙗсте:|ꙗсте
аще|аще
ли|лі
пиѥтѥ:|піете
аще|аще
ли|лі
чъто|чъто
творите:|творіте
вьсе|вьсе
въ|въ
славѹ|славоу
бж҃иѭ|бж҃іѭ
творите:|творіте
а|а
не|не
въ|въ
сѹмьнѣниꙗ|соумьнѣніꙗ
раꙁмꙑшлении:|размъішленіі
овъ|овъ
бо|бо
вѣрѹѥть|вѣроуеть
ꙗсти|ꙗсті
вьсе:|вьсе
а|а
иꙁнемагаꙗи|ізнемагаꙗі
ꙁелиѥ|зеліе
да|да
ꙗсть:|ꙗсть
и|і
наводить:|наводіть
ꙗдꙑи|ꙗдъіі
неꙗдѹщааго|неꙗдоущааго
да|да
не|не
ѹкарѧѥть:|оукарѧеть
и|і
неꙗдꙑи|неꙗдъіі
ꙗдѹщааго|ꙗдоущааго
да|да
не|не
осѹждаѥть:|осоуждаеть
тꙑ|тъі
бо|бо
къто|къто
ѥси|есі
осѹждаꙗ|осоуждаꙗ
тѹждего|тоуждего
раба:|раба
своѥмѹ|своемоу
г҃ѹ|г҃оу
стоить⸱|стоіть
или|ілі
падаѥть:|падаеть
И|і
па҇ⷦ:|пак
ꙗдꙑи|ꙗдъіі
г҃ѹ|г҃оу
ꙗсть:|ꙗсть
и|і
хвалить|хваліть
б҃а:|б҃а
и|і
