589,þangat,Df
590,psalmr,Nb
591,boða,V-
592,þekkiligr,A-
593,féhirzla,Nb
594,skiótleikr,Nb
595,viðkomning,Nb
596,harðla,Df
597,fella,V-
598,ifa,V-
599,hvetia,V-
600,lækning,Nb
601,þurfa,V-
602,heill,A-
603,iðra,V-
604,rangliga,Df
605,úrœkiliga,Df
606,rœgia,V-
607,sinni,Nb
608,dómsdagr,Nb
609,þvá,V-
610,hialpa,V-
611,iáttan,Nb
612,fela,V-
613,þrífa,V-
614,heilsulækning,Nb
615,endrnýia,V-
616,úmildliga,Df
617,sǽra,V-
618,sár,Nb
619,gróa,V-
620,trúr,A-
621,ranglæti,Nb
622,úmildleikr,Nb
623,ávaxtsamligr,A-
624,nú,Df
625,lausn,Nb
626,dauði,Nb
627,úrœkia,V-
628,úmildr,A-
629,bitr,A-
630,kvelia,V-
631,hugskot,Nb
632,auki,Nb
633,mikilleikr,Nb
634,innan,R-
635,lǽknir,Nb
636,siúkr,A-
637,løyna,V-
638,þrifsamliga,Df
639,sinn,Nb
640,fyrirdœming,Nb
641,tvéfaldr,A-
642,grátr,Nb
643,úrœkt,Nb
644,fremia,V-
645,ofdirfð,Nb
646,byria,V-
647,leiðrétting,Nb
648,miskunnarverk,Nb
649,einka,Df
650,makligr,A-
651,baptista,F-
652,gráta,V-
653,reinn,A-
654,grátligr,A-
655,Pétr,Ne
656,ógurliga,Df
657,hverfa,V-
658,hundr,Nb
659,spýia,Nb
660,virða,V-
661,vetratala,Nb
662,sárleikr,Nb
663,sárliga,Df
664,þrennr,A-
665,neiting,Nb
666,fyrirlíta,V-
667,innri,A-
668,iafnmiok,Df
669,lengd,Nb
670,reinleikr,Nb
671,trøysta,V-
672,døyia,V-
673,ǽ,Df
674,upprisa,Nb
675,aldrigi,Df
676,sótt,Nb
677,eðli,Nb
678,fyrirfara,V-
679,lúka,V-
680,eins,Df
681,frelsi,Nb
682,løyfi,Nb
683,bók,Nb
684,guðliga,Df
685,áblásinn,A-
686,dvelia,V-
687,sundrlauss,A-
688,lama,A-
689,morgunligr,A-
690,snúning,Nb
691,bráðdauði,Nb
692,grípa,V-
693,bráðliga,Df
694,øruggleikr,Nb
695,lengi,Df
696,dvǫl,Nb
697,dœming,Nb
698,syndalausn,Nb
699,morginn,Nb
700,illa,Df
701,dagverðr,Nb
702,bústaðr,Nb
703,kaupa,V-
704,kona,Nb
705,eiga,V-
706,skǫr,Nb
707,gremia,V-
708,rafnligr,A-
709,rǫdd,Nb
710,rafn,Nb
711,ork,Nb
712,Nói,Ne
713,dúfa,Nb
714,útlenzkr,A-
715,bíða,V-
716,ellitíð,Nb
717,falsdómr,Nb
718,gǽta,V-
719,hér,Df
720,þarflauss,A-
721,hella,V-
722,út,Df
723,dómstóll,Nb
724,skynda,V-
725,meðan,G-
726,seina,V-
727,síð,Nb
728,varan,Nb
729,ræða,V-
730,návista,Nb
731,algorliga,Df
732,verkakaup,Nb
733,sœtleikr,Nb
734,hvergi,Df
735,vestr,Nb
736,austr,Nb
737,vaka,V-
738,øruggr,A-
739,blezan,Nb
740,diofulligr,A-
741,greiða,V-
742,ganga,Nb
743,dugnaðarstígr,Nb
744,reka,V-
745,varr,A-
746,áhyggiusamr,A-
747,miss,Df
748,farsæla,Nb
749,mein,Nb
750,gǫrr,A-
751,þrælsligr,A-
752,samtengia,V-
753,frialsliga,Df
754,stórmerki,Nb
755,Adamr,Ne
756,fasta,V-
757,Paradisus,Ne
758,eta,V-
759,styrkr,A-
760,vápn,Nb
761,viðvarnan,Nb
762,ákast,Nb
763,kyn,Nb
764,fliúga,V-
765,traustliga,Df
766,ofát,Nb
767,ofdrykkia,Nb
768,megra,V-
769,feita,V-
770,lemia,V-
771,hold,Nb
772,þægiligr,A-
773,líkia,V-
774,varna,V-
775,matr,Nb
776,illskuverk,Nb
777,verǫld,Nb
778,ágirni,Nb
779,kviðr,Nb
780,dauðligr,A-
781,lystiligr,A-
782,krás,Nb
783,mildligr,A-
784,liá,V-
785,auðhœfi,Nb
786,gull,Nb
787,silfr,Nb
788,hugga,V-
789,gnótt,Nb
790,eigandi,Nb
791,sameiginn,A-
792,fátœkr,A-
793,bygglaða,Nb
794,verðr,A-
795,hungr,Nb
796,vanheill,A-
797,réttlæti,Nb
798,starfa,V-
799,ýmiss,A-
800,vesall,A-
801,aldyggr,A-
802,geta,V-
803,eiga,Nb
804,miskunnsemi,Nb
805,aumr,A-
806,staðfastr,A-
807,veitari,Nb
808,sá,V-
809,skera,V-
810,skaði,Nb
811,gruna,V-
812,úifanligr,A-
813,framkváma,Nb
814,orr,A-
815,síngiarn,A-
816,ifanlaust,Df
817,ǫllungis,Df
818,granda,V-
819,ryð,Nb
820,molr,Nb
821,grafa,V-
822,þiófr,Nb
823,stela,V-
824,øreigi,Nb
825,sparliga,Df
826,olmusa,Nb
827,skaut,Nb
828,sløkkva,V-
829,hungra,V-
830,hersta,V-
831,kall,Nb
832,samkunda,Nb
833,þriði,A-
834,hirta,V-
835,villr,A-
836,reinlífi,Nb
837,landsbygð,Nb
838,úreinn,A-
839,losti,Nb
840,undir,R-
841,liðr,Nb
842,limr,Nb
843,hórdómr,Nb
844,mót,R-
845,venia,V-
846,ungr,A-
847,saurlífi,Nb
848,saurgan,Nb
849,áminna,V-
850,úvinr,Nb
851,driúpa,V-
852,vorr,Nb
853,portkona,Nb
854,biartr,A-
855,viðsmior,Nb
856,hals,Nb
857,eitr,Nb
858,úlyfian,Nb
859,hvass,A-
860,tvíeggiaðr,A-
861,sverð,Nb
862,liggia,V-
863,stígr,Nb
864,reika,V-
865,eptirfœriligr,A-
866,húsdyrr,Nb
867,munúð,Nb
868,tøygia,V-
869,beiðni,Nb
870,rangr,A-
871,samvista,Nb
872,brenna,V-
873,klæði,Nb
874,glóð,Nb
875,il,Nb
876,átaka,Nb
877,grandveri,Nb
878,ynniligr,A-
879,nýtr,A-
880,atferð,Nb
881,borgarmaðr,Nb
882,logsamligr,A-
883,veggirni,Nb
884,annattveggia,C-
885,brigsli,Nb
886,þióna,V-
887,altari,Nb
888,læring,Nb
889,ǫflugr,A-
890,þiónan,Nb
891,sama,V-
892,saurga,V-
893,einigr,A-
894,úreinsa,Nb
895,bindindi,Nb
896,lýsa,V-
897,dœmi,Nb
898,siðsemi,Nb
899,gofugleikr,Nb
900,góðgiarn,A-
901,síngirni,Nb
902,fé,Nb
903,erfiði,Nb
904,vél,Nb
905,ágiarn,A-
906,torg,Nb
907,falr,A-
908,auðigr,A-
909,ofríki,Nb
910,víkingr,Nb
911,missa,V-
912,stuldr,Nb
913,rán,Nb
914,rǽna,V-
915,liós,Nb
916,lygivitni,Nb
917,liúga,V-
918,sveria,V-
919,úsœrr,A-
920,løysa,V-
921,nøyta,V-
922,fégiarn,A-
923,glœpinn,A-
924,svelgia,V-
925,hungraðr,A-
926,øreigi,A-
927,fylla,V-
928,réttdœmr,A-
929,vág,Nb
930,refsing,Nb
931,stilla,V-
932,metnaðr,Nb
933,virðing,Nb
934,illgiarnligr,A-
935,múta,Nb
936,blinda,V-
937,saklauss,A-
938,sekr,A-
939,hatr,Nb
940,hǫfðingi,Nb
941,heimskr,A-
942,úkœnska,Nb
943,fégirni,Nb
944,þungliga,Df
945,meiða,V-
946,fákunnigr,A-
947,iafngiarn,A-
948,verri,A-
949,flótti,Nb
950,meiðing,Nb
951,bygðarmaðr,Nb
952,mǽtr,A-
953,tokvíss,A-
954,þiónn,Nb
955,tokvísi,Nb
956,missnúa,V-
957,enda,V-
958,áðr,Df
959,fullr,A-
960,sióðr,Nb
961,vargr,Nb
962,aptann,Nb
963,hagræði,Nb
964,reiðr,A-
965,reiðiþoka,Nb
966,ásión,Nb
967,skrifa,V-
968,ásióna,Nb
969,villa,V-
970,tíginn,A-
971,yfirstoplan,Nb
972,skrokváttr,Nb
973,úpíndr,A-
974,slokna,V-
975,reiði,Nb
976,tǽla,V-
977,síðarri,A-
978,lyginn,A-
979,lygi,Nb
980,duga,V-
981,vitni,Nb
982,óa,V-
983,úvinátta,Nb
