tokno|orv_word_torot|lemma_id|lemma_orv|text_title|subtitle|sentence_no|sentence_txt
253438|молѧше|118|молити|Uspenskij sbornik|Life of Feodosij Pečerskij 91|279208|и се блаженыи въставъ и ниць легъ на колѣнѹ молѧше съ сльзами мл҃стивааго б҃а. ѡ сп҃сении дш҃а своѥꙗ. вьсѧ ст҃ыꙗ призываꙗ на помощь. и наипаче же ст҃ѹю влд҃чцю нашю б҃цю. и тою г҃а б҃а сп҃са нашего і҃с х҃а молѧ ѡ стадѣ своѥмь. и о мѣстѣ томь. 
253961|молѧше|118|молити|Uspenskij sbornik|Life of Feodosij Pečerskij 100|279254|тоже онъ молѧше сѧ б҃ѹ прилѣжьно. и ст҃го оц҃ѧ нашего ѳеодосиꙗ призываꙗ на помощь. гл҃ꙗ 
254181|молѧше|118|молити|Uspenskij sbornik|Life of Feodosij Pečerskij 101|279273|и съ сльзами молѧше сѧ бѹ҃ и часто призываꙗ ст҃го оц҃а нашего ѳеодосиꙗ. ꙗкоже да не посрамленѹ быти томѹ. ѿ давъшаго на съблюдениѥ томȣ. 
254310|молѧше|118|молити|Uspenskij sbornik|Life of Feodosij Pečerskij 102|279281|и се же пакы съповѣдахѹ. ꙗко ѥдинъ ѿ клироса ст҃ыꙗ и великыꙗ цр҃кве софиꙗ. болѧщю вельми огньмь жегомѹ. и малы же въ сѧ пришьдъ молѧше б҃а. и ст҃го оц҃а нашего ѳеодосиꙗ. ѡ ѡслаблении болѥсти. 
254774|окȣшааше|3796|окушати|Uspenskij sbornik|Life of Feodosij Pečerskij 103|279306|тоже многашьды окȣшааше сѧ врагъ. тако же пакы тѣмь съмѧтъше. и на того крамолѹ възложити. нъ не възможе. 
257325|молвяше|427|мълвити|Zadonshchina|Zadonshchina|282469|и молвяше ѡндрѣи ѡлгер’дович брату своему дмитрию, 
257687|мовяш|427|мълвити|Zadonshchina|Zadonshchina|282513|і мовяш брату своему, княз дмитреи. 
257780|молвяше|427|мълвити|Zadonshchina|Zadonshchina|282525|и молвяше, 
258052|молвяше|427|мълвити|Zadonshchina|Zadonshchina|282561|и молвяше брат его ѡслабе черънецъ, 
258801|молвяше|427|мълвити|Zadonshchina|Zadonshchina|282650|і молвяше ему ѳрязове, 
