lemma,lemma_id,pos,lemma_has_jer,contains_whitespace,tokens,jer_tokens
ходити,120400,V-,false,false,ходилъ|ходиша|хожшее|ходѧще|ходілъ|ходи|ходимъ|ходѧть|ходить|ходѧщии|ходѧ|ходити|ходихом|хожаше|ходите|Ходи|ходивѣ|ходивъ|ходѧче|ходихомъ|ходихъ|ходивши|хожаху|хожашѣ|хѡдить|ходивше|хожю|ходит|ходїти|ходитъ|хожахѹ|хожашеть|ходивъше|ходїста|ходѧщю|ходѧщим|ходѧ и|ходѧста|ходили|ходѧщихъ|ходꙗ|ходꙗща|ходꙗще|ходѧше|хожахꙋ|ходѧт|хожꙋ|ходиши|ходти|ходила|ходят|ходя|ходил|ходим|ходившаго|хождааше|хождаше|хожу|ходѧщее|хождахъ,ходивъше
възлюбити,120404,V-,true,false,възлюби|возлюби|возлюбившю|възлюбленыи|възлюбивъ|възлюбленая|възлюбиша|взлюбилъ|възлюбленымь|возлюбил|возлюбиши|возлюбленномѹ|возлюбленное|възлюбилъ|възлюблении|възлюбити|воȥлюби|возлюбила|возлюбити|возлюбї|возлюбиста|возлюбих|возлюблена|возлюблено|возлюблен꙽не|возлюбленне|возлюбиша|возлюбив꙽шемꙋ|вълюбленымъ|възлюбихъ|възлюблена|возлюблю|възлюбиши|възлюбили|возлюбивше,възлюби|възлюбленыи|възлюбивъ|възлюбленая|възлюбиша|възлюбленымь|възлюбилъ|възлюблении|възлюбити|вълюбленымъ|възлюбихъ|възлюблена|възлюбиши|възлюбили
сѣсти,120406,V-,false,false,сѣли|сѣдше|сѣдоша|сѣдшемъ|сѣсти|сѣдоста|сѣде|сѣдѧху|сѣдѧщи|сѧдеть|сѧди|сѧдѣте|сѧдетъ|сѣдъши|сѣдѧщю|Сѣде|сѣдѧста|сѧду|сѧдет|сѣдить|сѣдиши|сѧдеши|-ѧди|сѣдита|сѣл|сѧдї|сѣдох|седе|сести|сѣдеша|сѣлъ|сѣдшим|сѣдшю|сѣдъ|сѣдъшю|сꙗдеть|сѣдъше|сѧдемъ|сѣдъшемъ|сѣдъша|сядем|сяду|сядетъ|сядет|сѣдши|сѣдохомъ,сѣдъши|сѣдъшю|сѣдъше|сѣдъшемъ|сѣдъша
тъкъмо,120413,Df,true,false,токмо|токъмо,токъмо
дань,120414,Nb,false,false,дань|дани|днаь|даи|данью|дане|данеи|дании|даньми|данию|дан꙽ми,данью|даньми
наслѣдити,120415,V-,false,false,наслѣдиша|наслѣдиши|наслѣдоваста|наслѣдѧть|наслѣдѧт|наследѧт|насьледит|наслѣдите|наслѣдитъ|наследѧтъ|наслѣдити|наслѣдит|наслѣдить,насьледит
насилие,120419,Nb,false,false,насилье|насильемь|насїлиѧ|насїлие|насилїемъ|насильѥ|насильꙗ|насилиꙗ|насилиѥ|насиліе|насилия|насилїа,насилье|насильемь|насильѥ|насильꙗ
жена,120420,Nb,false,false,женамъ|женъ|жены|женою|жену|женѣ|жена|женъ.|женах|жнеъ|женома|женами|женам|жон|женѹ|жене|ЖЕНѢ|женанами|Женамъ|женꙑ|женамі|жено|женꙋ|жен|женоу|женъю|жонъ|Жены|женама,женъ.|женъю
тѣло,120423,Nb,false,false,тѣломъ|тѣла|тѣлѣ|тѣлом|тѣло|тѣломь|телесы|телеси|тѣлу|тѣлѹ|телѹ|телесемъ|тѣлъмь|телесе|тѣлъмъ|тьльсьхъ|телеса|телесѹ|тели|тѣлесе|тѣлеси|тѣтѹ|тѣли|телесем|тѣлꙋ|тѣлоу|тѣлѡ,тѣлъмь|тѣлъмъ|тьльсьхъ
притъча,120424,Nb,true,false,притъча|притча|прїтчи|притчи|притчею|притъчами|притъчи|притчами,притъча|притъчами|притъчи
миръ,120427,Nb,false,false,мирѣ|миръ|мира|миромь|миру|миромъ|мировъ|мїръ|мирѹ|мирови|миръмь|миръмъ|мирꙋ|мѷрꙋ|мироу|миро|миром|мире,миръмь|миръмъ
чьто,120440,Pi,true,false,что|што|чему|цьто|чемѹ|цето|цьтъ|чемъ|чево|чего|чимъ|чьсо|чимь|чьто|чѣм|Что|Чему|чем|чемꙋ|ч҃его,цьто|цьтъ|чьсо|чьто
образъ,120443,Nb,false,false,ѡбразомъ|ѡбраза|ѡбразъ|ѡбразом|ѡбразомь|ѡбраз|ѡбразу|образ|обрза|ѡбразѣ|ѡбрази|Образа|образомъ|образомь|ѡбразы|ѡбразѹ|ѡбразовъ|образа|образъ|образъмь|образѹ|образѣ|ѡбразь|образом|образы|образꙋ,образъмь
отьць,120448,Nb,true,false,ѿць|ѡтьци|ѡтець|ѡ҃ць|ѿца|ѡц҃ь|ѡ҃ца|ѡц҃ю|ѡці|ѡ҃ци|ѡ҃цемъ|ѡц҃мь|ѡ҃цю|ѡц҃а|ѡц҃и|ѡч҃е|ѡц҃емь|ѡц҃ѧ|ѡцтю|ѿц҃емь|ѡц҃емъ|ѡц҃ихъ|оч҃е|отец|отцем|отцов|отца|отцы|ѡче|оц҃ю|ѡци|ѡтцѧ|отець|отьць|о[ть]чеви|оц҃а|ѿц҃а|ѿц҃ѣхъ|ѿц҃овъ|ѿц҃евъ|ѿц҃емъ|ѿц҃ѹ|ѿц҃ем|ѿц҃ъ|ѿч҃е|ѡтецъ|оц҃ѧ|оц҃ь|оч҃ѧ|оц҃мь|оч҃и|оцв҃и|оч҃ь|оц҃и|оць҃|оца҃|ѡ҃ц҃ь|отьцю|отьца|отьче|оц҃емь|о҃че|оц҃ѹ|оц҃ьмь|оцѧ҃|оц҃емъ|о҃ца|ѿц҃оу|ѡчи|ѡч҃ѧ|отецъ|о҃цъ|ѿцъ|ѿцем|ѡц҃у|ѿц҃у|ѿче|ѿц҃ы|ѿц҃ь|ѿцемъ|ѿцу|ѡтц҃а|ѡтч҃е|ѡтц҃ъ|ѿц҃ꙋ|ѿцы|ѿч҃|Ѿцо҃у|Ѿц҃а|ѿц҃и|Ѿч҃е|Ѿц҃емъ,ѡтьци|отьць|о[ть]чеви|оць҃|отьцю|отьца|отьче|оц҃ьмь
къто,120450,Pi,true,false,кто|кому|кого|когѡ|хто|комѹ|ком|ково|къто|комоу|ктѡ|Кто,къто
съвѣщати,120451,V-,true,false,съвѣщашесѧ|съвѣщаша|свѣщахомъ|свѣщаша|съвѣщаше|съвѣщавъша|съвѣща|съвеща|свѣщах꙽|совѣщаша|совѣщаста,съвѣщашесѧ|съвѣщаша|съвѣщаше|съвѣщавъша|съвѣща|съвеща
възложити,120455,V-,true,false,възложахуть|възложи|възложити|възложиша|възложить|возложиша|възложьше|възложилъ|възложивше|взложи|взложьше|възложивѣ|взложиша|взложити|возложило|возложьше|възложившю|възложивъ|възложивъше|възложать|възложь|възложьшю|възложимъ|возложилъ|возложа|взложилъ|возложитъ|возложиста|возложи|возложихом|возлѡживъ|возⸯложиша,възложахуть|възложи|възложити|възложиша|възложить|възложьше|възложилъ|възложивше|взложьше|възложивѣ|возложьше|възложившю|възложивъ|възложивъше|възложать|възложь|възложьшю|възложимъ
кость,120456,Nb,false,false,кости|костьми|кость|кості|костехъ|костем|костью|костеи|кѡсти,костьми|костью
безаконьникъ,120458,Nb,true,false,безаконьникомъ|безаконьници|безаконьникы|безⸯзакѡнникъ,безаконьникомъ|безаконьници|безаконьникы
отьчьствие,120459,Nb,true,false,ѡтечьствие,ѡтечьствие
коньць,120460,Nb,true,false,конець|конца|конци|концов|кѡнцѧ|концы|коньца|концѧ|коньци|коньць|коньчь|концемь|конц|коньцьмь|Конец|конец|конецъ|кѡнци|концемъ|концѣ,коньца|коньци|коньць|коньчь|коньцьмь
убити,120463,V-,false,false,оубити|оубиша|оубьени|оубьеть|оубьенаго|оубьють|оубьенъ|оубьемъ|оубихомъ|убьенъ|оубисте|оубили|оубьеныя|уби|оуби|оубью|оубивъ|оубиите|оубивше|оубихъ|оубьену|ѡбити|оубьѥнъ|ѹбии|ѹбилъ|оубилъ|убьѥнъ|убили|ѹбиѥть|ѹбиють|ѹбити|ѹбиѥнъ|ѹбьѥна|ѹбиша|ѹбьѥнъ|ѹби|ꙋбиша|ꙋбити|ѹбивъ|оубьѥна|ѹбиенъ|ѹбьенъ|Ѹбиша|ѹбиста|ꙋби|ѹбитъ|ѹбиите|ѹбили|ꙋбили|ꙋбила|ꙋбилъ|Оубьѥн|ѹбьѥн|оубиеть|оубившаг|оубиенъ|убиите|убиению|убиѥнъ|убити|убиѥну|оубьеныхъ|оубьенʼныхъ|оубьенных|оубьвъ|оубилѣ|оубиють|оубитъ|убилъ|убивъ|ѹбил|ѹбїенъ|убит|убивше,оубьени|оубьеть|оубьенаго|оубьють|оубьенъ|оубьемъ|убьенъ|оубьеныя|оубью|оубьену|оубьѥнъ|убьѥнъ|ѹбьѥна|ѹбьѥнъ|оубьѥна|ѹбьенъ|Оубьѥн|ѹбьѥн|оубьеныхъ|оубьенʼныхъ|оубьенных|оубьвъ
вино,120466,Nb,false,false,вина|вино|виномъ|винъмь|виною|вином,винъмь
страхъ,120467,Nb,false,false,страха|страхом|страхъ|страх|страсѣ|страхомъ|страхѹ|сътрах|състрахѹ|сътрасѣ|сътрахомъ|страхъмь|страхꙋ|страху|с꙽трахомъ|с꙽трахом|с꙽траха|стах|с꙽трахѹ|с꙽трасѣ|страхѡм,сътрах|състрахѹ|сътрасѣ|сътрахомъ|страхъмь
пьсъ,120472,Nb,true,false,пси|песъ|псомъ|псов|пса|пьсъ|псы|пес|ѱом|ѱи|ѱовъ,пьсъ
дѣло,120479,Nb,false,false,дѣла|дѣлъ|дѣло|дѣлѣхъ|дѣломъ|дѣлом|дѣлы|дѣломь|дѣлех|дѣлехъ|делъ|дѣле|дѣлѹ|делѹ|дѣлу|дѣлесы|дѣлѣ|дѣлъмь|дѣлꙋ|дѣл|дѣлеса|дело|делу|делѣ|дел|дела|дѣлесехъ,дѣлъмь
владыка,120486,Nb,false,false,влд҃къ|вл҃дко|въладыкы|влдцѣ|влцдѣ|влкдо|влкду|влкда|влдка|владыка|владꙑчѣ|влд҃кꙑ|влдк҃ѹ|владꙑцѣ|влд҃ка|влдк҃а|влд҃кѹ|влд҃цѣ|владꙑкѹ|вл҃дка|влд҃ку|влдкѹ|влдкꙑ|влдку|влдко|владыко|вл҃дцѣ|вл҃дꙑко|вл҃ко|вл҃дкы|влд҃ко|влд҃кы|владыкы|вл҃дыкы|вл҃дкѹ|вл҃адчѣ|влдкы|влдке|влдки|влдкою|влдце,въладыкы
праздьникъ,120490,Nb,true,false,прзднки|прзд҃нкъ|праздникъ|праздник|празднику|празднїкы|праздникы|празникъ|празникомъ|празники|прдзники|праздникомъ|празниковъ|празника|праздникѹ|праздьникъ|праз҃|празд|праздникꙑ|праздни|праздницѣхъ|празьдникы|праздьникы|праздьникѹ|праздьни къ|праздниковъ|праз꙽дникъ|празником,праздьникъ|празьдникы|праздьникы|праздьникѹ|праздьни къ
родити,120492,V-,false,false,родити|родит|роди|роди.|род|родих|родихъ|родить|рожии|рожнеа|рожает|рожьшая|родилъ|Роди|родивши|родиста|рожьшия|рожьша|рожьшюю|рожшая|рожена|радило|родило|рождьшаго|роділа|родї|родихомъ|родѧть|родѧт|родил|родила|роді|родіти|рожешѹю|рѡдити|рожь|родив꙽ши|родили,рожьшая|рожьшия|рожьша|рожьшюю|рождьшаго
кровъ,120496,Nb,false,false,кровь|крови|кровью|крове|кръвъ,кровью|кръвъ
мечь,120503,Nb,false,false,мечь|мечи|мечемъ|мечѣ|мечьми|мечемь|мечѧ|мець|меча|мечьмь|меч|мечем|мьчемь|мечевъ,мечьми|мечьмь|мьчемь
онъ,120504,Pd,false,false,ѡни|ѡнѣ|ѡнъ|ѡна|ѡн|ону|ѡну|ѡно|онъ|ѡному|ѡнѣхъ|ѡного|ѡнѣма|ѡнѣм|он|ѡны|ѡном|они|Он|оному|она|онѣмъ|оно|онь|онꙑхъ|онѹ|онема|оноі|ωнъ|онои|ономѹ|онъи|ѡномѹ|ѡнѣмъ|ѡномȣ|онѣма|оны|ономȣ|ѡнѣмʼ|ѡнемʼ|ѡнʼ|ѻнʼ|ѡнꙋ|ѡномоу|ѡнихъ|ны|ни|онымъ|онѣ|ѡи|он꙽|ѡн꙽|ѡнѹ|ана|ани|анѣ|ано|Ѡни|Ѡнъ,онъи
имати,120508,V-,false,false,имати|имаша|ималъ|емлеть|имашеть|имаше::|имаши|има|имата|имате|имам|емлють|ѥмлющю|имем|емлюще|ꙇмати|ѥмлеть|емлю|ѥмлю|iмати|імати|емли|емлет|маху|имаху|емлѧ|имаше|емлюче|емлющю|ѥмлете|ѥмлите|имаѥмъ|емьлюще|ѥмлѧ|емлють млють|емлют|имали|ємлюще|ѥмльть|имають|имают|емлетъ|имашѣ|емляху,емьлюще|емлють млють|ѥмльть
повелѣние,120510,Nb,false,false,повевелѣнья|повелѣньемь|повелѣнью|повелѣнья|повелѣньем|повѣлѣниемъ|повелѣнию|повеленїю|повелениѥмь|повелѣниꙗ|повелѣниѥмь|повелѣниѥ|повѣлению|повелѣнїа|повелѣнїи|повелѣнием|повелѣнїѧ|повелѣнїю|повелѣнїемъ|повелѣнїем,повевелѣнья|повелѣньемь|повелѣнью|повелѣнья|повелѣньем
врѣменьныи,120594,A-,true,false,времѧньных|времененъ|временныѧ|временнаго|временных,времѧньных
отъкуду,120595,Du,true,false,ѿкуду|ѿкоудоу|отъкѹдѹ|ѿкѹдѹ|ѿкѹдȣ|ѿкꙋдꙋ|ѿкѹдꙋ,отъкѹдѹ
русьскыи,120596,A-,true,false,руская|руское|русьскии|руска|рускаго|руским|руския|рустии|рускии|рускому|руску|рускіх|рускимъ|руских|рускиѣ|рустие|рускіѣ|рустѣмь|рускую|русьстѣи|русьскую|русьскых|русьстии|русьскыя|русьскым|русьская|русьскѣи|русьскыи|русьску|русьстѣ|русскѣи|русьскыѣ|русьскымь|русьскы|рускыѣ|русьскиѣ|русскую|русскыѣ|рускым|русскиѣ|русскых|русскими|русскии|русьскаꙗ|русскыи|рꙋсьскѹю|рѹсьскꙑꙗ|сѹрьскꙑи|рѹс҃скаꙗ|рѹсьскаꙗ|рѹс҃ска|рѹс҃скꙑꙗ|рѹсьстѣи|рѹсьскꙑи|рѹсьстѣмь|рѹсьскѹ|роусьскаꙗ|рѹс҃скои|рѹсьскои|рѹсьскѹю|роускыхъ|роусьскои|роусьскымъ|роусьскыхъ|роус҃скоую|роус҃стии|роус҃скым|роус҃скыхъ|рѹс҃стѣи|рѹсьскоі|рѹс҃скѹю|рѹсскꙑхъ|русску|русстѣи|русскымъ|русстии|рускыи|рускіе|рускымъ|рустѣи|рускыя|рускою|рѹсьскѣи|рѹсьскѣ|рѹсьскую|рѹсьскꙑихъ|рѹськѹ|роускои|роускии|роускимь|рѹскые|рѹское|рѹсьстїи|рѹськыи|рѹсскомѹ|рус҃скимъ|Руськую|Руская|Рускыя|Руской|Рускую|рускія|Рускыи|Русскую|рускихъ|рустїи|русько|рускои|рускꙑя|руськую|рускиа|рускїа|русскихъ|русские|русских|рꙋстѣи|рѹсьстей|роусскыа|роусскыи|роусскаа|рꙋсски|рꙋсскаа|Роусскїа|роусскаг|Роускаа|рꙋсⸯскїи|рꙋсⸯскꙋю|рꙋсⸯстїи|рꙋсьстѣй,русьскии|русьстѣи|русьскую|русьскых|русьстии|русьскыя|русьскым|русьская|русьскѣи|русьскыи|русьску|русьстѣ|русьскыѣ|русьскымь|русьскы|русьскиѣ|русьскаꙗ|рꙋсьскѹю|рѹсьскꙑꙗ|сѹрьскꙑи|рѹсьскаꙗ|рѹсьстѣи|рѹсьскꙑи|рѹсьстѣмь|рѹсьскѹ|роусьскаꙗ|рѹсьскои|рѹсьскѹю|роусьскои|роусьскымъ|роусьскыхъ|рѹсьскоі|рѹсьскѣи|рѹсьскѣ|рѹсьскую|рѹсьскꙑихъ|рѹськѹ|рѹсьстїи|рѹськыи|Руськую|русько|руськую|рѹсьстей|рꙋсьстѣй
