id,lemma,pos,normalised,count,Mst,MstCol,NovMarg,OstrCol,RusPrav,Usp,Varl,bitflag
2334,чинъ,Nb,чінъ,1,,,,,,usp-sbor,,32
2335,мъножити,V-,мъножіті,3,,,,,,usp-sbor,,32
2336,фуниксъ,Nb,фуніксъ,1,,,,,,usp-sbor,,32
2337,процвьсти,V-,процвьсті,1,,,,,,usp-sbor,,32
2338,кедръ,Nb,кедръ,1,,,,,,usp-sbor,,32
2339,ливанъ,Ne,ліванъ,1,,,,,,usp-sbor,,32
2340,умъножати,V-,умъножаті,6,,,,,,usp-sbor,,32
2341,благочьстивыи,A-,благочьстівьіі,1,,,,,,usp-sbor,,32
2342,нѣкакыи,Px,нѣкакьіі,3,,,,,,usp-sbor,,32
2343,скудьныи,A-,скудьньіі,1,,,,,,usp-sbor,,32
2344,съвъкупление,Nb,съвъкупленіе,1,,,,,,usp-sbor,,32
2345,поскърбѣти,V-,поскърбѣті,2,,,,,,usp-sbor,,32
2346,никакоже,Df,нікакоже,7,,,,,,usp-sbor,,32
2347,попечи,V-,попечі,9,,,,,,usp-sbor,,32
2348,плътьныи,A-,плътьньіі,1,,,,,,usp-sbor,,32
2349,трѣбовати,V-,трѣбоваті,2,,,,,,usp-sbor,,32
2350,нескудьно,Df,нескудьно,2,,,,,,usp-sbor,,32
2351,подавати,V-,подаваті,7,,,,,,usp-sbor,,32
2352,недалече,R-,недалече,1,,,,,,usp-sbor,,32
2353,довольныи,A-,довольньіі,7,,,,,,usp-sbor,,32
2354,възгражение,Nb,възграженіе,3,,,,,,usp-sbor,,32
2355,разбогатѣти,V-,разбогатѣті,1,,,,,,usp-sbor,,32
2356,прѣславьныи,A-,прѣславьньіі,3,,,,,,usp-sbor,,32
2357,присьнодѣвица,Nb,прісьнодѣвіца,1,,,,,,usp-sbor,,32
2358,мария,Ne,маріꙗ,2,,,,,,usp-sbor,,32
2359,седмьдесятъ,Ma,седмьдесꙗтъ,1,,,,,,usp-sbor,,32
2360,скопьць,Nb,скопьць,1,,,,,,usp-sbor,,32
2361,студиискыи,A-,студііскьіі,2,,,,,,usp-sbor,,32
2362,исписати,V-,іспісаті,2,,,,,,usp-sbor,,32
2363,манастырьскыи,A-,манастьірьскьіі,13,,,,,,usp-sbor,,32
2364,почисти,V-,почісті,1,,,,,,usp-sbor,,32
2365,чьрноризьныи,A-,чьрнорізьньіі,1,,,,,,usp-sbor,,32
2366,отрѣвати,V-,отрѣваті,1,,,,,,usp-sbor,,32
2367,усьрдие,Nb,усьрдіе,3,,,,,,usp-sbor,,32
2368,искушение,Nb,іскушеніе,3,,,,,,usp-sbor,,32
2369,объходити,V-,объходіті,1,,,,,,usp-sbor,,32
2370,каковыи,Pi,каковьіі,1,,,,,,usp-sbor,,32
2371,постригати,V-,пострігаті,1,,,,,,usp-sbor,,32
2372,повелѣвати,V-,повелѣваті,4,,,,,,usp-sbor,,32
2373,извыкнути,V-,ізвьікнуті,1,,,,,,usp-sbor,,32
2374,устрои,Nb,устроі,1,,,,,,usp-sbor,,32
2375,облѣчати,V-,облѣчаті,1,,,,,,usp-sbor,,32
2376,оболочати,V-,оболочаті,1,,,,,,usp-sbor,,32
2377,скима,Nb,скіма,1,,,,,,usp-sbor,,32
2378,мясопуща,Nb,мꙗсопуща,1,,,,,,usp-sbor,,32
2379,затворяти,V-,затворꙗті,1,,,,,,usp-sbor,,32
2380,вьрбьныи,A-,вьрбьньіі,3,,,,,,usp-sbor,,32
2381,пятъкъ,Nb,пꙗтъкъ,3,,,,,,usp-sbor,,32
2382,цьркъвьныи,A-,цьркъвьньіі,9,,,,,,usp-sbor,,32
2383,пощение,Nb,пощеніе,3,,,,,,usp-sbor,,32
2384,достигнути,V-,достігнуті,1,,,,,,usp-sbor,,32
2385,мьчьтание,Nb,мьчьтаніе,3,,,,,,usp-sbor,,32
2386,дьрзати,V-,дьрзаті,1,,,,,,usp-sbor,,32
2387,невидимо,Df,невідімо,2,,,,,,usp-sbor,,32
2388,побѣда,Nb,побѣда,4,,,,,,usp-sbor,,32
2389,пълкъ,Nb,пълкъ,1,,,,,,usp-sbor,,32
2390,невидимыи,A-,невідімьіі,4,,,,,,usp-sbor,,32
2391,крѣпъко,Df,крѣпъко,1,,,,,,usp-sbor,,32
2392,съмѣти,V-,съмѣті,4,,,,,,usp-sbor,,32
2393,приближити,V-,прібліжіті,4,,,,,,usp-sbor,,32
2394,мьчьта,Nb,мьчьта,1,,,,,,usp-sbor,,32
2395,опочинути,V-,опочінуті,3,,,,,,usp-sbor,,32
2396,ребро,Nb,ребро,2,,,,,,usp-sbor,,32
2397,ляжати,V-,лꙗжаті,1,,,,,,usp-sbor,,32
2398,коли,Df,колі,3,,,,,,usp-sbor,,32
2399,посъпати,V-,посъпаті,1,,,,,,usp-sbor,,32
2400,поклонение,Nb,поклоненіе,2,,,,,,usp-sbor,,32
2401,хлопотъ,Nb,хлопотъ,1,,,,,,usp-sbor,,32
2402,колесьница,Nb,колесьніца,1,,,,,,usp-sbor,,32
2403,бубънъ,Nb,бубънъ,1,,,,,,usp-sbor,,32
2404,сопѣль,Nb,сопѣль,1,,,,,,usp-sbor,,32
2405,сопѣти,V-,сопѣті,1,,,,,,usp-sbor,,32
2406,кликати,V-,клікаті,1,,,,,,usp-sbor,,32
2407,трясти,V-,трꙗсті,1,,,,,,usp-sbor,,32
2408,плищь,Nb,пліщь,1,,,,,,usp-sbor,,32
2409,ужаснути,V-,ужаснуті,5,,,,,,usp-sbor,,32
2410,крьстьныи,A-,крьстьньіі,1,,,,,,usp-sbor,,32
2411,трусъ,Nb,трусъ,1,,,,,,usp-sbor,,32
2412,исчазати,V-,ісчазаті,1,,,,,,usp-sbor,,32
2413,мука#2,Nb,мука#2,8,,,,,,usp-sbor,,32
2414,расыпати,V-,расьіпаті,1,,,,,,usp-sbor,,32
2415,квасъ,Nb,квасъ,1,,,,,,usp-sbor,,32
2416,нечистыи,A-,нечістьіі,1,,,,,,usp-sbor,,32
2417,запрѣщение,Nb,запрѣщеніе,2,,,,,,usp-sbor,,32
2418,мъниховъ,A-,мъніховъ,1,,,,,,usp-sbor,,32
2419,приходъ,Nb,пріходъ,4,,,,,,usp-sbor,,32
2420,обличати,V-,облічаті,7,,,,,,usp-sbor,,32
2421,притъча,Nb,прітъча,2,,,,,,usp-sbor,,32
2422,нагонити,V-,нагоніті,1,,,,,,usp-sbor,,32
2423,льгъкыи,A-,льгъкьіі,1,,,,,,usp-sbor,,32
2424,поклоняти,V-,поклонꙗті,1,,,,,,usp-sbor,,32
2425,прощение,Nb,прощеніе,1,,,,,,usp-sbor,,32
2426,просити,V-,просіті,3,,,,,,usp-sbor,,32
2427,омрачение,Nb,омраченіе,1,,,,,,usp-sbor,,32
2428,епитимия,Nb,епітіміꙗ,2,,,,,,usp-sbor,,32
2429,утвьрдити,V-,утвьрдіті,2,,,,,,usp-sbor,,32
2430,павечерьнии,A-,павечерьніі,2,,,,,,usp-sbor,,32
2431,подвигнути,V-,подвігнуті,3,,,,,,usp-sbor,,32
2432,постъ,Nb,постъ,5,,,,,,usp-sbor,,32
2433,любодѣание,Nb,любодѣаніе,1,,,,,,usp-sbor,,32
2434,клевета,Nb,клевета,1,,,,,,usp-sbor,,32
2435,праздьнословие,Nb,праздьнословіе,1,,,,,,usp-sbor,,32
2436,котора,Nb,котора,1,,,,,,usp-sbor,,32
2437,пияньство,Nb,піꙗньство,1,,,,,,usp-sbor,,32
2438,объѣдание,Nb,объѣданіе,1,,,,,,usp-sbor,,32
2439,братоненавидѣние,Nb,братоненавідѣніе,2,,,,,,usp-sbor,,32
2440,уклонити,V-,уклоніті,1,,,,,,usp-sbor,,32
2441,възгнушати,V-,възгнушаті,1,,,,,,usp-sbor,,32
2442,осквьрнавити,V-,осквьрнавіті,1,,,,,,usp-sbor,,32
2443,порода,Nb,порода,2,,,,,,usp-sbor,,32
2444,рыдание,Nb,рьіданіе,1,,,,,,usp-sbor,,32
2445,бъдѣние,Nb,бъдѣніе,3,,,,,,usp-sbor,,32
2446,възненавидѣти,V-,възненавідѣті,2,,,,,,usp-sbor,,32
2447,поминати,V-,помінаті,4,,,,,,usp-sbor,,32
2448,отрещи,V-,отрещі,1,,,,,,usp-sbor,,32
2449,мьрзъкыи,A-,мьрзъкьіі,1,,,,,,usp-sbor,,32
2450,бльвотина,Nb,бльвотіна,1,,,,,,usp-sbor,,32
2451,бесконьчьныи,A-,бесконьчьньіі,2,,,,,,usp-sbor,,32
2452,коньчавати,V-,коньчаваті,2,,,,,,usp-sbor,,32
2453,лѣность,Nb,лѣность,1,,,,,,usp-sbor,,32
2454,каяти,V-,каꙗті,1,,,,,,usp-sbor,,32
2455,неудобь,Df,неудобь,1,,,,,,usp-sbor,,32
2456,въводити,V-,въводіті,1,,,,,,usp-sbor,,32
2457,плесна,Nb,плесна,1,,,,,,usp-sbor,,32
2458,стопа,Nb,стопа,1,,,,,,usp-sbor,,32
2459,приближати,V-,прібліжаті,1,,,,,,usp-sbor,,32
2460,змии,Nb,зміі,2,,,,,,usp-sbor,,32
2461,шьствие,Nb,шьствіе,1,,,,,,usp-sbor,,32
2462,прискърбьныи,A-,пріскърбьньіі,1,,,,,,usp-sbor,,32
2463,радованьныи,A-,радованьньіі,1,,,,,,usp-sbor,,32
2464,получити,V-,получіті,2,,,,,,usp-sbor,,32
2465,избѣгнути,V-,ізбѣгнуті,1,,,,,,usp-sbor,,32
2466,неродивыи,A-,неродівьіі,1,,,,,,usp-sbor,,32
2467,наставьникъ,Nb,наставьнікъ,9,,,,,,usp-sbor,,32
2468,жаждати,V-,жаждаті,1,,,,,,usp-sbor,,32
2469,овъ,Px,овъ,5,,,,,,usp-sbor,,32
2470,съто,Ma,съто,1,,,,,,usp-sbor,,32
2471,подобьныи,A-,подобьньіі,4,,,,,,usp-sbor,,32
2472,архистратигъ,Nb,архістратігъ,1,,,,,,usp-sbor,,32
2473,михаилъ,Ne,міхаілъ,1,,,,,,usp-sbor,,32
2474,софронии,Ne,софроніі,1,,,,,,usp-sbor,,32
2475,свѣтильникъ,Nb,свѣтільнікъ,2,,,,,,usp-sbor,,32
2476,нѣчьто,Px,нѣчьто,1,,,,,,usp-sbor,,32
2477,въдавати,V-,въдаваті,1,,,,,,usp-sbor,,32
2478,мъножицею,Df,мъножіцею,1,,,,,,usp-sbor,,32
2479,насыщати,V-,насьіщаті,5,,,,,,usp-sbor,,32
2480,възвеличати,V-,възвелічаті,1,,,,,,usp-sbor,,32
2481,вратарь,Nb,вратарь,3,,,,,,usp-sbor,,32
2482,отъѣдение,Nb,отъѣденіе,2,,,,,,usp-sbor,,32
2483,отъвьрзати,V-,отъвьрзаті,3,,,,,,usp-sbor,,32
2484,врата,Nb,врата,15,,,,,,usp-sbor,,32
2485,въходити,V-,въходіті,1,,,,,,usp-sbor,,32
2486,полудьние,Nb,полудьніе,3,,,,,,usp-sbor,,32
2487,хрьстолюбьць,Nb,хрьстолюбьць,18,,,,,,usp-sbor,,32
2488,распустити,V-,распустіті,1,,,,,,usp-sbor,,32
2489,приѣхати,V-,пріѣхаті,2,,,,,,usp-sbor,,32
2490,съсѣсти,V-,съсѣсті,3,,,,,,usp-sbor,,32
2491,възвѣщати,V-,възвѣщаті,1,,,,,,usp-sbor,,32
2492,потьрпѣти,V-,потьрпѣті,4,,,,,,usp-sbor,,32
2493,изникнути,V-,ізнікнуті,2,,,,,,usp-sbor,,32
2494,вьрховьнии,A-,вьрховьніі,1,,,,,,usp-sbor,,32
2495,петръ,Ne,петръ,2,,,,,,usp-sbor,,32
2496,тълкнути,V-,тълкнуті,4,,,,,,usp-sbor,,32
2497,ворота,Nb,ворота,3,,,,,,usp-sbor,,32
2498,какыи,Pi,какьіі,1,,,,,,usp-sbor,,32
2499,полудьньныи,A-,полудьньньіі,1,,,,,,usp-sbor,,32
2500,починути,V-,почінуті,1,,,,,,usp-sbor,,32
2501,прихожение,Nb,пріхоженіе,1,,,,,,usp-sbor,,32
2502,иерусалимъ,Ne,іерусалімъ,1,,,,,,usp-sbor,,32
2503,походити,V-,походіті,2,,,,,,usp-sbor,,32
2504,доправити,V-,доправіті,1,,,,,,usp-sbor,,32
2505,туда,Df,туда,3,,,,,,usp-sbor,,32
2506,донести,V-,донесті,1,,,,,,usp-sbor,,32
2507,десныи,A-,десньіі,1,,,,,,usp-sbor,,32
2508,епископъ,Nb,епіскопъ,3,,,,,,usp-sbor,,32
2509,ростиславъ,Ne,ростіславъ,1,,,,,,usp-sbor,,32
2510,умолити,V-,умоліті,3,,,,,,usp-sbor,,32
2511,другъ,Pc,другъ,6,,,,,,usp-sbor,,32
2512,охопити,V-,охопіті,1,,,,,,usp-sbor,,32
2513,надълзѣ,Df,надълзѣ,1,,,,,,usp-sbor,,32
2514,обрядити,V-,обрꙗдіті,1,,,,,,usp-sbor,,32
2515,поручати,V-,поручаті,1,,,,,,usp-sbor,,32
2516,поучение,Nb,поученіе,2,,,,,,usp-sbor,,32
2517,стефанъ,Ne,стефанъ,11,,,,,,usp-sbor,,32
2518,ексархъ,Nb,ексархъ,1,,,,,,usp-sbor,,32
2519,володимѣрьскыи,A-,володімѣрьскьіі,1,,,,,,usp-sbor,,32
2520,оболость,Nb,оболость,1,,,,,,usp-sbor,,32
2521,послѣдъкъ,Nb,послѣдъкъ,1,,,,,,usp-sbor,,32
2522,феодосия,Ne,феодосіꙗ,1,,,,,,usp-sbor,,32
2523,пещьница,Nb,пещьніца,1,,,,,,usp-sbor,,32
2524,тѣсто,Nb,тѣсто,2,,,,,,usp-sbor,,32
2525,мѣшати,V-,мѣшаті,1,,,,,,usp-sbor,,32
2526,праздьникъ,Nb,праздьнікъ,6,,,,,,usp-sbor,,32
2527,намѣнити,V-,намѣніті,1,,,,,,usp-sbor,,32
2528,спѣхъ,Nb,спѣхъ,1,,,,,,usp-sbor,,32
2529,кладязь,Nb,кладꙗзь,1,,,,,,usp-sbor,,32
2530,нѣколикыи,Px,нѣколікьіі,2,,,,,,usp-sbor,,32
2531,притещи,V-,прітещі,1,,,,,,usp-sbor,,32
2532,избытъкъ,Nb,ізбьітъкъ,4,,,,,,usp-sbor,,32
2533,нѣколи,Df,нѣколі,11,,,,,,usp-sbor,,32
2534,приготовати,V-,пріготоваті,2,,,,,,usp-sbor,,32
2535,варение,Nb,вареніе,1,,,,,,usp-sbor,,32
2536,праздьныи,A-,праздьньіі,2,,,,,,usp-sbor,,32
2537,приготовити,V-,пріготовіті,2,,,,,,usp-sbor,,32
2538,сѣчиво,Nb,сѣчіво,2,,,,,,usp-sbor,,32
2539,сѣчи,V-,сѣчі,1,,,,,,usp-sbor,,32
2540,сѣщи,V-,сѣщі,1,,,,,,usp-sbor,,32
2541,кротость,Nb,кротость,2,,,,,,usp-sbor,,32
2542,истиньныи,A-,істіньньіі,3,,,,,,usp-sbor,,32
2543,навыкнути,V-,навьікнуті,1,,,,,,usp-sbor,,32
2544,възирати,V-,възіраті,1,,,,,,usp-sbor,,32
2545,служьбьникъ,Nb,служьбьнікъ,1,,,,,,usp-sbor,,32
2546,въскраи,R-,въскраі,3,,,,,,usp-sbor,,32
2547,нить,Nb,ніть,1,,,,,,usp-sbor,,32
2548,възливати,V-,възліваті,1,,,,,,usp-sbor,,32
2549,власяныи,A-,власꙗньіі,1,,,,,,usp-sbor,,32
2550,острыи,A-,острьіі,1,,,,,,usp-sbor,,32
2551,извъну,Df,ізвъну,1,,,,,,usp-sbor,,32
2552,възволочати,V-,възволочаті,1,,,,,,usp-sbor,,32
2553,власяница,Nb,власꙗніца,2,,,,,,usp-sbor,,32
2554,несъмысльныи,A-,несъмьісльньіі,2,,,,,,usp-sbor,,32
2555,укорити,V-,укоріті,1,,,,,,usp-sbor,,32
2556,лъгати,V-,лъгаті,1,,,,,,usp-sbor,,32
2557,възиграти,V-,възіграті,1,,,,,,usp-sbor,,32
2558,досажение,Nb,досаженіе,2,,,,,,usp-sbor,,32
2559,умудити,V-,умудіті,1,,,,,,usp-sbor,,32
2560,посъпание,Nb,посъпаніе,1,,,,,,usp-sbor,,32
2561,допровадити,V-,допровадіті,1,,,,,,usp-sbor,,32
2562,пороздьныи,A-,пороздьньіі,1,,,,,,usp-sbor,,32
2563,трудьныи,A-,трудьньіі,1,,,,,,usp-sbor,,32
2564,въздрѣмати,V-,въздрѣматі,1,,,,,,usp-sbor,,32
2565,зоря,Nb,зорꙗ,1,,,,,,usp-sbor,,32
2566,покланяти,V-,покланꙗті,5,,,,,,usp-sbor,,32
2567,въсадити,V-,въсадіті,1,,,,,,usp-sbor,,32
2568,больми,Df,больмі,1,,,,,,usp-sbor,,32
2569,въвести,V-,въвесті,1,,,,,,usp-sbor,,32
2570,трапезьница,Nb,трапезьніца,1,,,,,,usp-sbor,,32
2571,ѣсти,V-,ѣсті,4,,,,,,usp-sbor,,32
2572,повозьникъ,Nb,повозьнікъ,1,,,,,,usp-sbor,,32
2573,възносити,V-,възносіті,1,,,,,,usp-sbor,,32
2574,величати,V-,велічаті,2,,,,,,usp-sbor,,32
2575,покоривыи,A-,покорівьіі,1,,,,,,usp-sbor,,32
2576,съгъбеныи,A-,съгъбеньіі,1,,,,,,usp-sbor,,32
2577,прѣстаяти,V-,прѣстаꙗті,3,,,,,,usp-sbor,,32
2578,крѣпъцѣ,Df,крѣпъцѣ,1,,,,,,usp-sbor,,32
2579,къзнь,Nb,къзнь,3,,,,,,usp-sbor,,32
2580,поступати,V-,поступаті,1,,,,,,usp-sbor,,32
2581,напасть,Nb,напасть,4,,,,,,usp-sbor,,32
2582,обычьныи,A-,обьічьньіі,1,,,,,,usp-sbor,,32
2583,чьрныи,A-,чьрньіі,1,,,,,,usp-sbor,,32
2584,нельзѣ,Df,нельзѣ,1,,,,,,usp-sbor,,32
2585,трепетъ,Nb,трепетъ,1,,,,,,usp-sbor,,32
2586,объяти,V-,объꙗті,1,,,,,,usp-sbor,,32
2587,въспрянути,V-,въспрꙗнуті,5,,,,,,usp-sbor,,32
2588,ужасть,Nb,ужасть,4,,,,,,usp-sbor,,32
2589,отъбѣгнути,V-,отъбѣгнуті,1,,,,,,usp-sbor,,32
2590,крѣпити,V-,крѣпіті,2,,,,,,usp-sbor,,32
2591,отъпущати,V-,отъпущаті,2,,,,,,usp-sbor,,32
2592,ложе,Nb,ложе,3,,,,,,usp-sbor,,32
2593,влачити,V-,влачіті,1,,,,,,usp-sbor,,32
2594,стѣна,Nb,стѣна,3,,,,,,usp-sbor,,32
2595,влѣщи,V-,влѣщі,1,,,,,,usp-sbor,,32
2596,подавити,V-,подавіті,1,,,,,,usp-sbor,,32
2597,како,Df,како,3,,,,,,usp-sbor,,32
2598,прѣкрьстити,V-,прѣкрьстіті,1,,,,,,usp-sbor,,32
2599,сладъко,Df,сладъко,1,,,,,,usp-sbor,,32
2600,проныривыи,A-,проньірівьіі,2,,,,,,usp-sbor,,32
2601,хытрыи,A-,хьітрьіі,1,,,,,,usp-sbor,,32
2602,тихо,Df,тіхо,1,,,,,,usp-sbor,,32
2603,икономъ,Nb,ікономъ,7,,,,,,usp-sbor,,32
2604,утрии,A-,утріі,4,,,,,,usp-sbor,,32
2605,заимъ,Nb,заімъ,1,,,,,,usp-sbor,,32
2606,благодѣяти,V-,благодѣꙗті,1,,,,,,usp-sbor,,32
2607,утрѣшьнии,A-,утрѣшьніі,2,,,,,,usp-sbor,,32
2608,воинскыи,A-,воінскьіі,1,,,,,,usp-sbor,,32
2609,одѣние,Nb,одѣніе,1,,,,,,usp-sbor,,32
2610,мълчати,V-,мълчаті,3,,,,,,usp-sbor,,32
2611,пытати,V-,пьітаті,1,,,,,,usp-sbor,,32
2612,еда,G-,еда,4,,,,,,usp-sbor,,32
2613,клятва,Nb,клꙗтва,1,,,,,,usp-sbor,,32
2614,анастасъ,Ne,анастасъ,1,,,,,,usp-sbor,,32
2615,трѣбование,Nb,трѣбованіе,1,,,,,,usp-sbor,,32
2616,възврѣщи,V-,възврѣщі,1,,,,,,usp-sbor,,32
2617,дьньсь,Df,дьньсь,3,,,,,,usp-sbor,,32
2618,прѣкланяти,V-,прѣкланꙗті,1,,,,,,usp-sbor,,32
2619,строитель,Nb,строітель,3,,,,,,usp-sbor,,32
2620,вънегда,Dq,вънегда,1,,,,,,usp-sbor,,32
2621,тихы,Df,тіхьі,1,,,,,,usp-sbor,,32
2622,отъступити,V-,отъступіті,1,,,,,,usp-sbor,,32
2623,начинати,V-,начінаті,1,,,,,,usp-sbor,,32
2624,рамяно,Df,рамꙗно,1,,,,,,usp-sbor,,32
2625,тутьнъ,Nb,тутьнъ,1,,,,,,usp-sbor,,32
2626,умълкнути,V-,умълкнуті,3,,,,,,usp-sbor,,32
2627,благословьствити,V-,благословьствіті,1,,,,,,usp-sbor,,32
2628,кратъ,Nb,кратъ,2,,,,,,usp-sbor,,32
2629,нѣкъто,Px,нѣкъто,2,,,,,,usp-sbor,,32
2630,санъ,Nb,санъ,2,,,,,,usp-sbor,,32
2631,дамианъ,Ne,даміанъ,1,,,,,,usp-sbor,,32
2632,несъпание,Nb,несъпаніе,2,,,,,,usp-sbor,,32
2633,участити,V-,участіті,1,,,,,,usp-sbor,,32
2634,болѣти,V-,болѣті,2,,,,,,usp-sbor,,32
2635,съобьщьникъ,Nb,съобьщьнікъ,1,,,,,,usp-sbor,,32
2636,причастити,V-,прічастіті,3,,,,,,usp-sbor,,32
2637,причисти,V-,прічісті,3,,,,,,usp-sbor,,32
2638,прѣдъстати,V-,прѣдъстаті,1,,,,,,usp-sbor,,32
2639,извѣстити,V-,ізвѣстіті,1,,,,,,usp-sbor,,32
2640,прошение,Nb,прошеніе,2,,,,,,usp-sbor,,32
2641,обьщьникъ,Nb,обьщьнікъ,2,,,,,,usp-sbor,,32
2642,явление,Nb,ꙗвленіе,4,,,,,,usp-sbor,,32
2643,пригласити,V-,прігласіті,2,,,,,,usp-sbor,,32
2644,обѣщание,Nb,обѣщаніе,3,,,,,,usp-sbor,,32
2645,осклабити,V-,осклабіті,1,,,,,,usp-sbor,,32
2646,просльзити,V-,просльзіті,3,,,,,,usp-sbor,,32
2647,било,Nb,біло,2,,,,,,usp-sbor,,32
2648,лѣпотьныи,A-,лѣпотьньіі,1,,,,,,usp-sbor,,32
2649,погребати,V-,погребаті,2,,,,,,usp-sbor,,32
2650,распространити,V-,распространіті,1,,,,,,usp-sbor,,32
2651,поставление,Nb,поставленіе,2,,,,,,usp-sbor,,32
2652,городити,V-,городіті,1,,,,,,usp-sbor,,32
2653,разградити,V-,разградіті,1,,,,,,usp-sbor,,32
2654,стрѣщи,V-,стрѣщі,3,,,,,,usp-sbor,,32
2655,полата,Nb,полата,1,,,,,,usp-sbor,,32
2656,съкръвеныи,A-,съкръвеньіі,2,,,,,,usp-sbor,,32
2657,благоухание,Nb,благоуханіе,1,,,,,,usp-sbor,,32
2658,полунощьныи,A-,полунощьньіі,1,,,,,,usp-sbor,,32
2659,паномонарь,Nb,паномонарь,3,,,,,,usp-sbor,,32
2660,привидѣние,Nb,прівідѣніе,1,,,,,,usp-sbor,,32
2661,искоренити,V-,іскореніті,1,,,,,,usp-sbor,,32
2662,помудити,V-,помудіті,1,,,,,,usp-sbor,,32
2663,дивии,A-,дівіі,1,,,,,,usp-sbor,,32
2664,въздухъ,Nb,въздухъ,1,,,,,,usp-sbor,,32
2665,дострѣлити,V-,дострѣліті,1,,,,,,usp-sbor,,32
2666,чути,V-,чуті,2,,,,,,usp-sbor,,32
2667,покаяти,V-,покаꙗті,1,,,,,,usp-sbor,,32
2668,иногда,Df,іногда,1,,,,,,usp-sbor,,32
2669,ѣздити,V-,ѣздіті,1,,,,,,usp-sbor,,32
2670,пятьнадесять,Ma,пꙗтьнадесꙗть,1,,,,,,usp-sbor,,32
2671,облакъ,Nb,облакъ,1,,,,,,usp-sbor,,32
2672,ратьныи,A-,ратьньіі,3,,,,,,usp-sbor,,32
2673,съдравыи,A-,съдравьіі,1,,,,,,usp-sbor,,32
2674,оковати,V-,оковаті,2,,,,,,usp-sbor,,32
2675,сънятие,Nb,сънꙗтіе,1,,,,,,usp-sbor,,32
2676,бои,Nb,боі,1,,,,,,usp-sbor,,32
2677,полъдьнь,Nb,полъдьнь,1,,,,,,usp-sbor,,32
2678,храмина,Nb,храміна,1,,,,,,usp-sbor,,32
2679,климентъ,Ne,кліментъ,3,,,,,,usp-sbor,,32
2680,немъногыи,A-,немъногьіі,1,,,,,,usp-sbor,,32
2681,пазуха,Nb,пазуха,2,,,,,,usp-sbor,,32
2682,у,Df,у,1,,,,,,usp-sbor,,32
2683,пьрвѣе,Df,пьрвѣе,2,,,,,,usp-sbor,,32
2684,изнести,V-,ізнесті,3,,,,,,usp-sbor,,32
2685,прѣдъставляти,V-,прѣдъставлꙗті,1,,,,,,usp-sbor,,32
2686,сладъкыи,A-,сладъкьіі,2,,,,,,usp-sbor,,32
2687,устроити,V-,устроіті,2,,,,,,usp-sbor,,32
2688,различьныи,A-,разлічьньіі,1,,,,,,usp-sbor,,32
2689,сладость,Nb,сладость,1,,,,,,usp-sbor,,32
2690,увѣрити,V-,увѣріті,1,,,,,,usp-sbor,,32
2691,олтарь,Nb,олтарь,2,,,,,,usp-sbor,,32
2692,възгнѣтити,V-,възгнѣтіті,1,,,,,,usp-sbor,,32
2693,въливати,V-,въліваті,1,,,,,,usp-sbor,,32
2694,котьлъ,Nb,котьлъ,1,,,,,,usp-sbor,,32
2695,шегати,V-,шегаті,1,,,,,,usp-sbor,,32
2696,приставьникъ,Nb,пріставьнікъ,2,,,,,,usp-sbor,,32
2697,населити,V-,населіті,1,,,,,,usp-sbor,,32
2698,прилогъ,Nb,прілогъ,1,,,,,,usp-sbor,,32
2699,неимѣние,Nb,неімѣніе,1,,,,,,usp-sbor,,32
2700,сънѣдьныи,A-,сънѣдьньіі,1,,,,,,usp-sbor,,32
2701,лише,Df,ліше,1,,,,,,usp-sbor,,32
2702,уставьныи,A-,уставьньіі,2,,,,,,usp-sbor,,32
2703,пещь,Nb,пещь,4,,,,,,usp-sbor,,32
2704,въметати,V-,въметаті,2,,,,,,usp-sbor,,32
2705,вражии,A-,вражіі,4,,,,,,usp-sbor,,32
2706,прѣслушание,Nb,прѣслушаніе,6,,,,,,usp-sbor,,32
2707,идѣ,Dq,ідѣ,1,,,,,,usp-sbor,,32
2708,безумьныи,A-,безумьньіі,1,,,,,,usp-sbor,,32
2709,прѣдъложити,V-,прѣдъложіті,6,,,,,,usp-sbor,,32
2710,тряпезьница,Nb,трꙗпезьніца,1,,,,,,usp-sbor,,32
2711,напрасьныи,A-,напрасьньіі,1,,,,,,usp-sbor,,32
2712,гнѣвьливыи,A-,гнѣвьлівьіі,1,,,,,,usp-sbor,,32
2713,ярыи,A-,ꙗрьіі,1,,,,,,usp-sbor,,32
2714,отъблудити,V-,отъблудіті,1,,,,,,usp-sbor,,32
2715,крѣпѣ,Df,крѣпѣ,2,,,,,,usp-sbor,,32
2716,мужьскыи,A-,мужьскьіі,1,,,,,,usp-sbor,,32
2717,печальныи,A-,печальньіі,1,,,,,,usp-sbor,,32
2718,отъбѣгати,V-,отъбѣгаті,1,,,,,,usp-sbor,,32
2719,исхожение,Nb,ісхоженіе,1,,,,,,usp-sbor,,32
2720,единою,Df,едіною,1,,,,,,usp-sbor,,32
2721,заблужение,Nb,заблуженіе,1,,,,,,usp-sbor,,32
2722,платьно,Nb,платьно,1,,,,,,usp-sbor,,32
2723,ослушание,Nb,ослушаніе,1,,,,,,usp-sbor,,32
2724,изгорѣти,V-,ізгорѣті,1,,,,,,usp-sbor,,32
2725,проводити,V-,проводіті,2,,,,,,usp-sbor,,32
2726,проречение,Nb,прореченіе,2,,,,,,usp-sbor,,32
