іоанъ,1180
ѫзіліште,1181
хрістосовъ,1182
чаѣті,1183
слѣпъ,1184
прозіраті,1185
хромъ,1186
глоухъ,1187
въстаѣті,1188
нішть,1189
благовѣстоваті,1190
съблазніті,1191
поустъіні,1192
трьсть,1193
колѣбаті,1194
мѧкъкъ,1195
цѣсарь,1196
оуготовіті,1197
родіті#1,1198
крьстітель,1199
доселѣ,1200
нѫдіті,1201
нѫждьнікъ,1202
въсхъітаті,1203
прорешті,1204
іліѣ,1205
тръжіште,1206
възглашаті,1207
піскаті,1208
плѧсаті,1209
ръідаті,1210
ѣдьца,1211
вінопііца,1212
оправьдіті,1213
прѣмѫдрость,1214
поносіті,1215
зане,1216
горе,1217
хоразінъ,1218
відъсаіда,1219
туръ,1220
сідонъ,1221
древле,1222
врѣтіште,1223
попелъ,1224
възнесті,1225
адъ,1226
зане,1227
содома,1228
дьньсьнь,1229
оутаіті,1230
прѣмѫдръ,1231
разоумьнъ,1232
младьньць,1233
тъкъмо#2,1234
воліті,1235
обрѣменіті,1236
покоіті,1237
іго,1238
кротъкъ,1239
съмѣріті,1240
покоі,1241
брѣмѧ,1242
легъкъ,1243
сквозѣ,1244
сѣѣніе,1245
възалъкаті,1246
въстръгаті,1247
класъ,1248
сѫбота,1249
давъідъ,1250
прѣдъложеніе,1251
сънѣсті,1252
скврьніті,1253
неповіньнъ,1254
соухъ,1255
овьчѧ,1256
въпасті,1257
ѣма,1258
съвѣтъ,1259
разоумѣті,1260
благоізволіті,1261
положіті,1262
прѣрешті,1263
съкроушіті,1264
прѣломіті,1265
прътъ,1266
оугасіті,1267
възвесті,1268
побѣда,1269
оупъваті,1270
бѣсьноваті,1271
глѧдаті,1272
запоустѣті,1273
статі,1274
постігнѫті,1275
крѣпъкъ,1276
съсѫдъ,1277
расхъітіті,1278
съвѧзаті,1279
растачаті,1280
хоула,1281
іштѧдіе,1282
ехідьновъ,1283
ізбъітъкъ,1284
ізносіті,1285
праздьнъ,1286
етеръ,1287
знаменіе,1288
любодѣі,1289
іона,1290
чрѣво,1291
кітовъ,1292
ношть,1293
ніневьгітьскъ,1294
проповѣдь,1295
іонінъ,1296
бездъньнъ,1297
отънѫдоуже,1298
поместі,1299
оукрасіті,1300
лютъ,1301
горіі,1302
вънѣ,1303
сестра,1304
сѣсті,1305
поморіе,1306
прітъча,1307
позобаті,1308
каменіе,1309
прозѧбнѫті,1310
глѫбіна,1311
въсіѣті,1312
прісвѧнѫті,1313
кореніе,1314
ісъхнѫті,1315
възіті,1316
подавіті,1317
съто,1318
ізбъіті,1319
разоумѣваті,1320
събъіваті,1321
пророчьство,1322
ісаінъ,1323
слоухъ,1324
зьрѣті,1325
отлъстѣті,1326
тѧжько,1327
съмѣжіті,1328
еда,1329
когда,1330
въжделѣті,1331
радость,1332
корень,1333
врѣменьно,1334
печаль,1335
гоненіе,1336
льсть,1337
богатьство,1338
подавлѣті,1339
тріедесѧте,1340
прѣдъложіті,1341
сѣмѧ,1342
село,1343
въсѣѣті,1344
плѣвелъ,1345
пьшеніца,1346
трѣва,1347
отъкѫдоу,1348
ісплѣті,1349
въстръгнѫті,1350
коупьно,1351
снопъ,1352
съжешті,1353
зрьно,1354
горюшьнъ,1355
зеліе,1356
вітаті,1357
вѣтвь,1358
квасъ,1359
съкръіті,1360
мѫка#1,1361
сатъ,1362
въскъісѣті,1363
съложеніе,1364
діѣволъ,1365
жѧтель,1366
съжізаті,1367
съконьчаніе,1368
сканъдалъ,1369
безаконеніе,1370
пешть,1371
огньнъ,1372
просвьтѣті,1373
продаѣті,1374
коуповаті,1375
коупьць,1376
мъногоцѣньнъ,1377
продаті,1378
імѣніе,1379
коупіті,1380
неводъ,1381
ізбьраті,1382
іспльніті,1383
ізвлѣшті,1384
краі,1385
ізврѣшті,1386
вънъ,1387
отълѫчіті,1388
домовітъ,1389
отьчьствіе,1390
тектоновъ,1391
іосіфъ,1392
блазніті,1393
бештьстіі,1394
невѣрьство,1395
іродъ,1396
тетрархъ,1397
ісоусовъ,1398
въскрьснѫті,1399
въсадіті,1400
іродіѣ,1401
рождьство,1402
іродовъ,1403
іродіѣдінъ,1404
іздрешті,1405
въспросіті,1406
навадіті,1407
міса,1408
печальнъ,1409
оусѣкнѫті,1410
поустъ,1411
пѣшь,1412
годіна,1413
бліжьніі,1414
градьць,1415
брашьно,1416
оукроухъ,1417
кошь,1418
іспльнь,1419
тъісѧшті,1420
дѣті,1421
оубѣдіті,1422
варіті,1423
вълаѣті,1424
протівьнъ,1425
четврьтъ,1426
стража,1427
прізракъ,1428
страхъ,1429
ізлѣсті,1430
оутапаті,1431
оусѫмьнѣті,1432
прѣстаті,1433
поклоніті,1434
генісаретьскъ,1435
прѣстѫпаті,1436
прѣдаѣніе,1437
старьць,1438
омъіваті,1439
прѣданіе,1440
зълословіті,1441
пользеваті,1442
почісті,1443
разоріті,1444
прібліжаті,1445
оустьна,1446
отъстоѣті,1447
въсоуе,1448
садъ,1449
іскореніті,1450
остаті,1451
вождь,1452
водіті,1453
едіначе,1454
оу,1455
въмѣштаті,1456
афедронъ,1457
оубііство,1458
прѣлюбодѣѣніе,1459
любодѣѣніе,1460
татьба,1461
лъжесъвѣдѣніе,1462
власвіміѣ,1463
іже,1464
турьскъ,1465
сідоньскъ,1466
хананеіскъ,1467
зълѣ,1468
въпіті,1469
поврѣшті,1470
кроупіца,1471
падаті,1472
трапеза,1473
о,1474
галілеіскъ,1475
пріврѣшті,1476
бѣдьнъ,1477
прісѣдѣті,1478
чьто,1479
како,1480
ослабѣті,1481
отъкѫдѣ,1482
толіко,1483
коліко,1484
ръібіца,1485
кошьніца,1486
магдаланьскъ,1487
садоукеі,1488
іскоушаті,1489
вечеръ,1490
ведро,1491
чрьмьноваті,1492
оутро,1493
зімьнъ,1494
дрѧселоваті,1495
расѫждаті,1496
прѣлюбодѣі,1497
забъіті,1498
фарісеіскъ,1499
садоукеіскъ,1500
помъішлѣті,1501
хлѣбьнъ,1502
кесаріѣ,1503
філіповъ,1504
въпрашаті,1505
іереміѣ,1506
жівъ,1507
варіона,1508
плъть,1509
адовъ,1510
оудолѣті,1511
ключь,1512
раздрѣшіті,1513
отътолѣ,1514
пострадаті,1515
третіі,1516
прѣрѣкаті,1517
мілосрьдъ,1518
польза,1519
пріобрѣсті,1520
отъштетіті,1521
ізмѣна,1522
къжьдо,1523
въкоусіті,1524
въісокъ,1525
прѣобразіті,1526
облакъ,1527
осіѣті,1528
съходіті,1529
заповѣдѣті,1530
відѣніе,1531
мѣсѧць,1532
мъножіцеѭ,1533
невѣрьнъ,1534
развратіті,1535
доколѣ,1536
трьпѣті,1537
отъсѫдоу,1538
тамо,1539
невъзможьнъ,1540
постъ,1541
галілеѣ,1542
дідрагъма,1543
дань,1544
кінъсъ,1545
свободьнъ,1546
ѫдіца,1547
статіръ,1548
отрочѧ,1549
таковъ,1550
сканъдалісаті,1551
обѣсіті,1552
жрьнъі,1553
въіѣ,1554
осьльскъ,1555
потопіті,1556
пѫчіна,1557
морьскъ,1558
неволѣ,1559
отъсѣшті,1560
добрѣ,1561
родіті#2,1562
въіінѫ,1563
възіскаті,1564
заблѫдіті,1565
радоваті,1566
облічіті,1567
междоу,1568
дъвоі,1569
съвѣдѣтель,1570
въчѧті,1571
съвѣштаті,1572
вешть,1573
кратъ,1574
седміцеѭ,1575
сътѧзаті,1576
талантъ,1577
потрьпѣті,1578
клеврѣтъ,1579
длъжьнъ,1580
пѣнѧзь,1581
давіті,1582
съжаліті,1583
оумоліті,1584
прогнѣваті,1585
мѫчітель,1586
іюдеіскъ,1587
іоръданъ,1588
аште,1589
віна,1590
ісконі,1591
мѫжьскъ,1592
полъ#2,1593
женьскъ,1594
прілѣпіті,1595
съчетаті,1596
разлѫчаті,1597
жестосрьдіе,1598
прѣлюбодѣінъ,1599
женіті,1600
въмѣстіті,1601
каженікъ,1602
матерьнь,1603
ісказіті,1604
браніті,1605
оукрасті,1606
лъжесъвѣдѣтель,1607
юноша,1608
съхраніті,1609
доконьчаті,1610
скръбѣті,1611
сътѧжаніе,1612
неоудобь,1613
богатъ,1614
вельбѫдъ,1615
ігълінъ,1616
проіті,1617
възможьнъ,1618
пакъібъітіе,1619
колѣно,1620
съторіцеѭ,1621
наслѣдіті,1622
наѧті,1623
шестъ,1624
девѧтъ,1625
вечеръ,1626
пріставьнікъ,1627
вѧште,1628
ръпътаті,1629
равьнъ,1630
тѧгота,1631
варъ,1632
обідѣті,1633
ілі,1634
лѣть,1635
въсходіті,1636
порѫганіе,1637
біеніе,1638
пропѧтіе,1639
зеведеовъ,1640
нѣчьто,1641
шоуі,1642
крьштеніе,1643
крьштаті,1644
іспіті,1645
десѧть,1646
негодоваті,1647
оустоѣті,1648
обладаті,1649
вѧштіі,1650
прѣдьнь,1651
послоужіті,1652
іеріхонъ,1653
