id,lemma,pos,count
2050,иордъданьскъ,A-,5
2051,вельбѫждь,A-,1
2052,оусниꙗнъ,A-,1
2053,чрѣсла,Nb,2
2054,акридь,Nb,1
2055,медъ,Nb,10
2056,дивии,A-,13
2057,крѣпъ,A-,10
2058,ремень,Nb,3
2059,чрѣвии,Nb,1
2060,разводити,V-,1
2061,благоволити,V-,16
2062,четꙑрe десѧтe,Ma,41
2063,звѣрь,Nb,55
2064,каꙗти,V-,14
2065,мрѣжа,Nb,16
2066,рꙑбарь,Nb,2
2067,ловьць,Nb,5
2068,алъдии,Nb,11
2069,завѧзати,V-,2
2070,възъвати,V-,65
2071,зеведеи,Ne,2
2072,наимьникъ,Nb,6
2073,оужаснѫти,V-,18
2074,велѣти,V-,45
2075,симоновъ,A-,6
2076,аньдреовъ,A-,2
2077,тьща,Nb,2
2078,заходити,V-,3
2079,нeдѫжьнъ,A-,3
2080,различьнъ,A-,26
2081,пробрѣзгъ,Nb,1
2082,гънати,V-,14
2083,проносити,V-,1
2084,отъвьсѫдѣ,Df,2
2085,покровъ,Nb,5
2086,прокопати,V-,3
2087,съвѣсити,V-,2
2088,сълежати,V-,1
2089,мимогрѧсти,V-,2
2090,левьгии,Ne,4
2091,балии,Nb,5
2092,ѥликъ,Pr,6
2093,просадити,V-,3
2094,лиꙗти,V-,2
2095,авиатаръ,Ne,2
2096,назирати,V-,4
2097,окаменѥниѥ,Nb,2
2098,идоумѣꙗ,Ne,6
2099,мъножьство,Nb,56
2100,ладиица,Nb,4
2101,сътѫжати,V-,23
2102,нападати,V-,5
2103,рана,Nb,41
2104,припадати,V-,11
2105,прѣтити,V-,25
2106,воаниръгесъ,Ne,2
2107,громовъ,A-,2
2108,юда,Ne,2
2109,неистовъ,A-,7
2110,низъити,V-,2
2111,власвимисати,V-,5
2112,глашати,V-,5
2113,съглѧдати,V-,7
2114,окрьстъ,Df,11
2115,каменьнъ,A-,6
2116,приплодити,V-,2
2117,врѣменьнъ,A-,5
2118,богатьствиѥ,Nb,3
2119,плодити,V-,5
2120,спѫдъ,Nb,6
2121,свѣщьникъ,Nb,5
2122,потаити,V-,9
2123,авлѥниѥ,Nb,15
2124,намѣрити,V-,2
2125,прозѧбати,V-,4
2126,съзьрѣти,V-,4
2127,срьпъ,Nb,3
2128,настоꙗти,V-,4
2129,сѣнь,Nb,25
2130,вѣтрьнъ,A-,7
2131,погрѧзнѫти,V-,4
2132,кръма,Nb,5
2133,възглавьница,Nb,1
2134,оустати,V-,2
2135,оулещи,V-,5
2136,възбоꙗти,V-,6
2137,гадариньскъ,A-,4
2138,желѣзнъ,A-,29
2139,ѫже,Nb,22
2140,пѫта,Nb,6
2141,прѣтръѕати,V-,2
2142,съкроушати,V-,9
2143,оумѫчити,V-,5
2144,кромѣ,R-,8
2145,съмꙑслити,V-,7
2146,декаполь,Ne,3
2147,архисѵнагогъ,Nb,9
2148,иаиръ,Ne,3
2149,оугнѣтати,V-,5
2150,точениѥ,Nb,4
2151,иждити,V-,4
2152,понѣ,Df,30
2153,источьникъ,Nb,29
2154,цѣлѣти,V-,1
2155,озирати,V-,3
2156,трепетати,V-,18
2157,припасти,V-,22
2158,двиѕати,V-,13
2159,архисѵнагоговъ,A-,2
2160,кричати,V-,8
2161,отроковица,Nb,22
2162,талиѳакоумъ,F-,3
2163,оужасъ,Nb,12
2164,тектонъ,Nb,2
2165,мариинъ,A-,7
2166,отьчьство,Nb,15
2167,рождениѥ,Nb,12
2168,недѫжьникъ,Nb,3
2169,объходити,V-,7
2170,пира,Nb,4
2171,обоути,V-,2
2172,санъдалиꙗ,Nb,1
2173,облачити,V-,5
2174,прѣбꙑвати,V-,107
2175,содоми,Nb,2
2176,гоморꙗне,Ne,1
2177,мазати,V-,9
2178,ицѣлꙗти,V-,10
2179,гнѣвати,V-,25
2180,сласть,Nb,18
2181,приключити,V-,11
2182,потрѣбьнъ,A-,12
2183,тꙑсѧщьникъ,Nb,3
2184,старѣишина,Nb,42
2185,тъщаниѥ,Nb,10
2186,блюдо,Nb,4
2187,отърещи,V-,9
2188,почити,V-,13
2189,коли,Df,9
2190,притещи,V-,9
2191,милъ,A-,4
2192,окрьстьнь,A-,4
2193,посадити,V-,12
2194,сподъ,Nb,4
2195,зеленъ,A-,5
2196,лѣха,Nb,4
2197,полагати,V-,28
2198,гребениѥ,Nb,2
2199,стражь,Nb,19
2200,нощьнъ,A-,7
2201,непьщевати,V-,11
2202,възмѧсти,V-,8
2203,окаменити,V-,5
2204,пристати,V-,4
2205,прѣтещи,V-,3
2206,прикасати,V-,13
2207,сирѣчь,Df,10
2208,зазьрѣти,V-,4
2209,трьти,V-,1
2210,покѫпати,V-,1
2211,стьклѣница,Nb,5
2212,чьванъ,Nb,2
2213,котьлъ,Nb,1
2214,кромѣ,Df,5
2215,отъметати,V-,21
2216,корванъ,Nb,1
2217,отъвьнѣѭдоу,R-,1
2218,оскврьнити,V-,26
2219,неразоумивъ,A-,3
2220,извъноу,Df,1
2221,истрѣблꙗти,V-,1
2222,изѫтрьѭдоу,Df,2
2223,обида,Nb,5
2224,стоудодѣꙗниѥ,Nb,2
2225,гръдꙑни,Nb,13
2226,изѫтри,Df,2
2227,поганꙑни,Nb,2
2228,сѵрофѵникиссанꙑни,Nb,1
2229,дѣтьскъ,A-,4
2230,домови,Df,1
2231,декапольскъ,A-,1
2232,гѫгънивъ,A-,3
2233,въздъхнѫти,V-,8
2234,еффата,F-,1
2235,разврѣсти,V-,9
2236,ѫза,Nb,35
2237,ѥликоже,Dq,8
2238,прѣизлиха,Df,1
2239,прѣдълагати,V-,6
2240,дальманоуфаньскъ,A-,1
2241,испльнѥниѥ,Nb,7
2242,оутворити,V-,4
2243,свѣтьло,Df,6
2244,искоусити,V-,30
2245,обиновати,V-,8
2246,постꙑдѣти,V-,45
2247,льщати,V-,2
2248,ꙗкъ,Pr,4
2249,гнафеи,Nb,1
2250,оубѣлити,V-,3
2251,скинии,Nb,4
2252,пристрашьнъ,A-,7
2253,осѣнꙗти,V-,3
2254,вънезаапѫ,Df,13
2255,оуничьжити,V-,20
2256,приристати,V-,4
2257,разбивати,V-,1
2258,пѣна,Nb,7
2259,тѣщити,V-,4
2260,скрьжьтати,V-,6
2261,оцѣпѣнѣти,V-,2
2262,валꙗти,V-,2
2263,отънѥлиже,Dq,9
2264,отрочина,Nb,1
2265,сльза,Nb,56
2266,невѣрьствиѥ,Nb,11
2267,съристати,V-,1
2268,прѫжати,V-,2
2269,гласити,V-,3
2270,старъ,A-,22
2271,възбранити,V-,10
2272,послѣдовати,V-,5
2273,въскорѣ,Df,30
2274,обложити,V-,5
2275,жрьнъвьнъ,A-,2
2276,маломощь,Nb,6
2277,негасѧ,A-,3
2278,оумирати,V-,20
2279,истъкнѫти,V-,2
2280,осолити,V-,6
2281,соль,Nb,14
2282,сланъ,A-,2
2283,посагнѫти,V-,2
2284,благословлꙗти,V-,3
2285,наслѣдьствовати,V-,4
2286,лъгати,V-,5
2287,недоконьчати,V-,2
2288,дрѧхлъ,A-,8
2289,изгънаниѥ,Nb,2
2290,власти,V-,10
2291,иѥриха,Ne,4
2292,тимеовъ,A-,1
2293,вартимеи,Ne,1
2294,хлѫпати,V-,2
2295,раввоуни,Nb,2
2296,жрѣбьць,Nb,5
2297,отрѣшати,V-,7
2298,прѣдъити,V-,8
2299,мимонести,V-,4
2300,въспомѧнѫти,V-,5
2301,прѣгрѣшениѥ,Nb,2
2302,кꙑи,Px,45
2303,тѧжатель,Nb,5
2304,тъщь,A-,13
2305,пробити,V-,3
2306,бещьстьнъ,A-,5
2307,оубиꙗти,V-,1
2308,посрамлꙗти,V-,7
2309,послѣдь,R-,1
2310,кѫпина,Nb,6
2311,крѣпость,Nb,36
2312,болѥ,A-,1
2313,олокавътомата,Nb,1
2314,съмꙑсльно,Df,1
2315,прьвовъзлежениѥ,Nb,1
2316,поꙗдати,V-,1
2317,непьщеваниѥ,Nb,1
2318,газофилакии,Nb,1
2319,газофилакиꙗ,Nb,4
2320,оубогъ,A-,72
2321,лепта,Nb,2
2322,лишениѥ,Nb,7
2323,каковъ,A-,3
2324,аньдрѣꙗ,Ne,2
2325,мѧтежь,Nb,16
2326,сънѧтиѥ,Nb,1
2327,воѥвода,Nb,86
2328,пооучати,V-,18
2329,овъде,Df,3
2330,скърбь,Nb,5
2331,помрачити,V-,2
2332,подвижати,V-,31
2333,навꙑкнѫти,V-,56
2334,вратьникъ,Nb,3
2335,кокотоглашениѥ,Nb,1
2336,хризма,Nb,7
2337,нардьнъ,A-,1
2338,пистикиꙗ,Nb,2
2339,хризмьнъ,A-,2
2340,съдѣлати,V-,12
2341,похризмити,V-,1
2342,въздрадовати,V-,59
2343,жрьти,V-,71
2344,скѫдьльникъ,Nb,3
2345,обитѣль,Nb,8
2346,горьница,Nb,4
2347,разбѣгнѫти,V-,4
2348,авва,Nb,2
2349,тѧготьнъ,A-,2
2350,третиици,Df,4
2351,съхраньно,Df,2
2352,грѣꙗти,V-,9
2353,свѣща,Nb,27
2354,лъжесъвѣдѣтельствовати,V-,2
2355,рѫкотворѥнъ,A-,2
2356,нерѫкотворѥнъ,A-,2
2357,пльвати,V-,6
2358,прикрꙑвати,V-,3
2359,низоу,Df,3
2360,прѣдъдвориѥ,Nb,2
2361,галилеꙗнинъ,Nb,5
2362,ковьникъ,Nb,2
2363,ковъ,Nb,4
2364,поманѫти,V-,5
2365,преторъ,Nb,10
2366,прапрѫдъ,Nb,3
2367,трьновъ,A-,3
2368,прѣгꙑбати,V-,2
2369,кѵринѣнинъ,Ne,2
2370,алеѯандровъ,A-,3
2371,роуфовъ,A-,2
2372,оцьтьнъ,A-,3
2373,безаконьникъ,Nb,17
2374,причисти,V-,8
2375,али,C-,2
2376,сънѧти,V-,18
2377,издъхнѫти,V-,6
2378,опона,Nb,5
2379,вꙑше,Df,9
2380,низъ,Df,8
2381,иосиовъ,A-,3
2382,саломи,Ne,2
2383,благообразьнъ,A-,1
2384,съвѣтьникъ,Nb,14
2385,дрьзнѫти,V-,23
2386,кенътоурионъ,Nb,2
2387,привалити,V-,1
2388,ароматъ,Nb,4
2389,заоутра,Df,21
2390,иде,Dq,3
2391,трепетъ,Nb,11
2392,послѣдьствовати,V-,3
2393,врѣдити,V-,16
2394,вьсѫдѣ,Df,2
2395,поспѣшьствовати,V-,1
2396,оутврьждати,V-,16
2397,чинити,V-,3
2398,повѣсть,Nb,12
2399,извѣстовати,V-,3
2400,самовидьць,Nb,3
2401,испрьва,Df,27
2402,славьнъ,A-,43
2403,ѳеофилъ,Ne,9
2404,оутврьждениѥ,Nb,20
2405,ефимериꙗ,Nb,1
2406,авиань,A-,2
2407,аронь,A-,5
2408,елисаветь,Ne,20
2409,оправьданиѥ,Nb,37
2410,порокъ,Nb,5
2411,неплодꙑ,Nb,8
2412,заматорѣти,V-,5
2413,чрѣда,Nb,5
2414,иѥреискъ,A-,2
2415,покадити,V-,2
2416,годъ,Nb,19
2417,тьмиꙗнъ,Nb,8
2418,кадильнъ,A-,3
2419,веселиѥ,Nb,34
2420,сикера,Nb,1
2421,илиинъ,A-,4
2422,гавриилъ,Ne,23
2423,прѣстоꙗти,V-,17
2424,благовѣстити,V-,17
2425,жьдати,V-,24
2426,помавати,V-,4
2427,зачѧти,V-,13
2428,таꙗти,V-,6
2429,поношениѥ,Nb,24
2430,обрѫчити,V-,9
2431,благодатьнъ,A-,1
2432,каковъ,Pi,1
2433,благодать,Nb,33
2434,въцѣсарити,V-,7
2435,иде,Df,6
2436,наити,V-,10
2437,осѣнити,V-,7
2438,ѫжика,Nb,12
2439,старость,Nb,20
2440,изнемощи,V-,18
2441,раба,Nb,12
2442,июдовъ,A-,10
2443,захариинъ,A-,5
2444,възиграти,V-,8
2445,ѫтроба,Nb,36
2446,радоща,Nb,3
2447,съврьшениѥ,Nb,12
2448,величити,V-,2
2449,съмѣрѥниѥ,Nb,31
2450,блажити,V-,15
2451,величиѥ,Nb,12
2452,сильнъ,A-,49
2453,мꙑшьца,Nb,16
2454,гръдъ,A-,24
2455,низъложити,V-,6
2456,богатити,V-,2
2457,възвеличити,V-,20
2458,осмъ,Mo,5
2459,обрѣзати#1,V-,4
2460,дъщица,Nb,2
2461,повѣдати,V-,50
2462,рогъ,Nb,17
2463,прѣподобиѥ,Nb,1
2464,милосрьдиѥ,Nb,5
2465,направити,V-,4
2466,мирьнъ,A-,8
2467,крѣпити,V-,17
2468,авгостъ,Ne,2
2469,оуселѥнаꙗ,Nb,6
2470,сѵриꙗ,Ne,4
2471,кѵринии,Ne,1
2472,назаретьскъ,A-,1
2473,витьлеемъ,Ne,4
2474,прьвѣньць,Nb,9
2475,повити,V-,2
2476,ꙗсли,Nb,9
2477,благовѣщати,V-,1
2478,хвалити,V-,80
2479,благоволѥниѥ,Nb,14
2480,подвигнѫти,V-,18
2481,сълагати,V-,2
2482,разврьзати,V-,1
2483,ложесна,Nb,5
2484,кагръличищь,Nb,1
2485,голѫбинъ,A-,1
2486,сѵмеонъ,Ne,3
2487,чьстивъ,A-,4
2488,оутѣха,Nb,5
2489,законьнъ,A-,4
2490,окръвениѥ,Nb,5
2491,падениѥ,Nb,12
2492,въстаниѥ,Nb,13
2493,прѣрочьнъ,A-,1
2494,анна#2,Ne,3
2495,пророчица,Nb,1
2496,фаноуилѥвъ,A-,1
2497,асѵровъ,A-,1
2498,дѣвьство,Nb,10
2499,вьдова,Nb,6
2500,испльнꙗти,V-,8
2501,коньчати,V-,23
2502,възвращати,V-,7
2503,дроужина,Nb,15
2504,знаниѥ,Nb,4
2505,повиновати,V-,12
2506,спѣти,V-,3
2507,пѧтъ,Mo,2
2508,владꙑчьство,Nb,6
2509,тиверии,Ne,1
2510,четврьтовластьствовати,V-,3
2511,итоуриꙗ,Ne,2
2512,трахонитьскъ,A-,1
2513,лѵсании,Ne,1
2514,авилиниꙗ,Ne,1
2515,анна#1,Ne,4
2516,дьбрь,Nb,5
2517,хлъмъ,Nb,9
2518,стръпътьнъ,A-,1
2519,остръ,A-,9
2520,гладъкъ,A-,2
2521,начинати,V-,12
2522,секꙑра,Nb,3
2523,оклеветати,V-,9
2524,довольнъ,A-,10
2525,оброкъ,Nb,1
2526,лопата,Nb,4
2527,потрѣбити,V-,30
2528,гоумьно,Nb,3
2529,плѣва,Nb,4
2530,оутѣшати,V-,6
2531,благовѣстьствовати,V-,7
2532,четврьтовластьникъ,Nb,1
2533,обличати,V-,17
2534,тѣлесьнъ,A-,20
2535,иосифовъ,A-,9
2536,илиѥвъ,A-,1
2537,маттатовъ,A-,2
2538,левьгиинъ,A-,3
2539,мельхиѥвъ,A-,2
2540,ианнѣѥвъ,A-,1
2541,маттатиѥвъ,A-,2
2542,амосовъ,A-,1
2543,наоумовъ,A-,1
2544,еслимовъ,A-,1
2545,наанꙉеовъ,A-,1
2546,маатовъ,A-,1
2547,семеиновъ,A-,1
2548,июдинъ,A-,5
2549,иоанаѥвъ,A-,1
2550,рисиѥвъ,A-,1
2551,зоровавелѥвъ,A-,1
2552,салатилѥвъ,A-,1
2553,нириѥвъ,A-,1
2554,адъдиѥвъ,A-,1
2555,косамовъ,A-,1
2556,елмодановъ,A-,1
2557,ировъ,A-,1
2558,елиѥзоровъ,A-,1
2559,иоарамовъ,A-,2
2560,сѵмеоновъ,A-,1
2561,иоананѥвъ,A-,1
2562,елиакимовъ,A-,1
2563,мелеанновъ,A-,1
2564,маинановъ,A-,1
2565,маттатаѥвъ,A-,1
2566,натановъ,A-,1
2567,иѥсеовъ,A-,2
2568,овидовъ,A-,1
2569,воозовъ,A-,1
2570,салмоновъ,A-,1
2571,наасоновъ,A-,1
2572,аминадавовъ,A-,1
2573,арамовъ,A-,1
2574,есромовъ,A-,1
2575,фаресовъ,A-,1
2576,иꙗкововъ,A-,1
2577,авраамовъ,A-,1
2578,тарань,A-,1
2579,нахоровъ,A-,1
2580,сероуховъ,A-,1
2581,рагавовъ,A-,1
2582,фалековъ,A-,1
2583,еверовъ,A-,1
2584,салань,A-,1
2585,каинановъ,A-,1
2586,арфаксадовъ,A-,1
2587,симовъ,A-,3
2588,ламеховъ,A-,1
2589,матоусаль,A-,1
2590,еноховъ,A-,1
2591,иаредовъ,A-,1
2592,малелеилѥвъ,A-,1
2593,каиновъ,A-,1
2594,еносовъ,A-,1
2595,ситовъ,A-,1
2596,адамовъ,A-,9
2597,прѣтъкнѫти,V-,3
2598,искоушениѥ,Nb,13
2599,доуховьнъ,A-,51
2600,въспитѣти,V-,2
2601,разгънѫти,V-,2
2602,плѣньникъ,Nb,14
2603,прозьрѣниѥ,Nb,2
2604,отърада,Nb,1
2605,приѩтъ,A-,1
2606,съгънѫти,V-,1
2607,пьсаниѥ,Nb,31
2608,вьсꙗко,Df,7
2609,никоторꙑиже,Px,3
2610,приѩтьнъ,A-,1
2611,сарефта,Ne,1
2612,елисеи,Ne,3
2613,нееманъ,Ne,1
2614,ꙗрость,Nb,39
2615,врьхъ,Nb,7
2616,низъринѫти,V-,1
2617,прѣмльчати,V-,9
2618,никакоже,Df,36
2619,шоумъ,Nb,8
2620,симонь,A-,3
2621,одрьжати,V-,29
2622,запрѣщати,V-,4
2623,належати,V-,10
2624,ѥзеро,Nb,15
2625,корабиць,Nb,3
2626,рꙑбитвъ,Nb,2
2627,плакати#2,V-,1
2628,отъстѫпити,V-,26
2629,възѣхати,V-,1
2630,ловитва,Nb,7
2631,троудити,V-,18
2632,протрьѕати,V-,1
2633,причѧстьникъ,Nb,8
2634,погрѫжати,V-,2
2635,ловити,V-,6
2636,извести#2,V-,1
2637,соухо,Nb,4
2638,прокажениѥ,Nb,2
2639,сънимати,V-,3
2640,вънести,V-,9
2641,кѫдоу,Du,4
2642,възлѣсти,V-,7
2643,скѫдьль,Nb,2
2644,низъвѣсити,V-,1
2645,чрѣждениѥ,Nb,1
2646,чѧсто,Df,14
2647,въторопрьвъ,A-,1
2648,въстрьѕати,V-,1
2649,истирати,V-,2
2650,назьрѣти,V-,2
2651,пригласити,V-,4
2652,именовати,V-,2
2653,зилотъ,Ne,1
2654,прѣдатель,Nb,1
2655,въсмиꙗти,V-,4
2656,пронести,V-,1
2657,смиꙗти,V-,8
2658,въздрꙑдати,V-,2
2659,подаꙗти,V-,17
2660,отьмати,V-,8
2661,истѧѕати#1,V-,2
2662,благотворити,V-,4
2663,заимъ,Nb,8
2664,невъзблагодатьнъ,A-,1
2665,натъкати,V-,1
2666,потрѫсьнъ,A-,1
2667,прѣлиꙗти,V-,1
2668,лоно,Nb,10
2669,чесати,V-,2
2670,основаниѥ,Nb,13
2671,наводиѥ,Nb,1
2672,приразити,V-,1
2673,тъщьно,Df,2
2674,недалече,Df,3
2675,властель,Nb,2
2676,оучинити,V-,3
2677,наинъ,Ne,1
2678,иночѧдъ,A-,14
2679,вѣстьникъ,Nb,3
2680,отрочищь,Nb,2
2681,приглашати,V-,1
2682,фарисеовъ,A-,5
2683,грѣшьница,Nb,4
2684,мочити,V-,2
2685,отирати,V-,3
2686,заимодавьць,Nb,2
2687,динарь,Nb,2
2688,правѣ,Df,2
2689,отрьти,V-,4
2690,лобъзаниѥ,Nb,6
2691,отънѥли,G-,1
2692,мѵра,Nb,2
2693,мьньшьми,Df,1
2694,иоанна,Ne,3
2695,хоузань,A-,1
2696,соусана,Ne,3
2697,влага,Nb,4
2698,сътократицеѭ,Df,2
2699,имати,V-,48
2700,остѫпати,V-,4
2701,житиискъ,A-,6
2702,трьпѣниѥ,Nb,31
2703,въжещи,V-,10
2704,подълагати,V-,2
2705,бесѣдовати,V-,47
2706,въꙗхати,V-,1
2707,ꙗхати,V-,3
2708,оусънѫти,V-,30
2709,исконьчавати,V-,2
2710,вльнѥниѥ,Nb,1
2711,водьнъ,A-,20
2712,въсхꙑщати,V-,3
2713,вѧзати,V-,10
2714,бездъна,Nb,16
2715,истонѫти,V-,3
2716,издаꙗти,V-,3
2717,токъ,Nb,3
2718,оутѣщати,V-,1
2719,гнести,V-,1
2720,нѣкъто,Px,29
2721,съзъвати,V-,6
2722,вьсѫдоу,Df,16
2723,четврьтовластьць,Nb,1
2724,недомꙑшлꙗти,V-,1
2725,нѣкꙑи,Px,51
2726,ицѣлѥниѥ,Nb,18
2727,прѣкланꙗти,V-,2
2728,съломити,V-,11
2729,дъва на десѧте,Ma,16
2730,блисцати,V-,3
2731,отѧгъчити,V-,1
2732,оубоудити,V-,2
2733,слоушати,V-,17
2734,прикрꙑти,V-,4
2735,съконьчавати,V-,14
2736,въсхождениѥ,Nb,2
2737,самарѣньскъ,A-,3
2738,поꙗсти,V-,8
2739,къде,Dq,8
2740,възвѣщати,V-,15
2741,рало,Nb,2
2742,оуправити,V-,11
2743,вълагалище,Nb,5
2744,отътрѧсати,V-,1
2745,содомлꙗнинъ,Nb,3
2746,низъвести,V-,3
2747,отъмѣтати,V-,12
2748,настѫпати,V-,3
2749,скоръпии,Nb,3
2750,ꙗзва,Nb,21
2751,ѥлѣ,Df,1
2752,приключаи,Nb,1
2753,левьгитъ,Nb,2
2754,обѧзати,V-,7
2755,строупъ,Nb,8
2756,скотъ,Nb,22
2757,гостиница,Nb,1
2758,прилежати,V-,18
2759,гостиньникъ,Nb,1
2760,прииждити,V-,1
2761,маръта,Ne,17
2762,радити,V-,4
2763,потрѣба,Nb,22
2764,насѫщьнъ,A-,1
2765,троудъ,Nb,61
2766,безочьство,Nb,1
2767,аице,Nb,2
2768,оуорѫжити,V-,1
2769,побѣдити,V-,51
2770,користь,Nb,3
2771,раздаꙗти,V-,3
2772,безводьнъ,A-,8
2773,съсьць,Nb,4
2774,ниневьгитъ,Nb,1
2775,цѣсарица,Nb,4
2776,южьскъ,A-,2
2777,соломонь,A-,6
2778,съкровъ,Nb,2
2779,блисцаниѥ,Nb,4
2780,просвѣщати,V-,12
2781,обѣдовати,V-,5
2782,прьвѣе,R-,1
2783,безоумьнъ,A-,14
2784,десѧтина,Nb,2
2785,пиганъ,Nb,1
2786,прѣдъсѣданиѥ,Nb,3
2787,досаждати,V-,10
2788,накладати,V-,1
2789,мьстити,V-,9
2790,разоумѣниѥ,Nb,2
2791,прѣстаꙗти,V-,13
2792,лаꙗти,V-,4
2793,оуловити,V-,13
2794,тьма#2,Nb,7
2795,попирати,V-,7
2796,таилище,Nb,1
2797,оубиѥниѥ,Nb,7
2798,соулѣи,A-,1
2799,владꙑчьствиѥ,Nb,5
2800,дѣлитель,Nb,1
2801,лихоимьствиѥ,Nb,1
2802,оугобьѕити,V-,1
2803,нива,Nb,14
2804,жито,Nb,2
2805,богатѣти,V-,1
2806,вранъ,Nb,3
2807,възносити,V-,15
2808,ветъшати,V-,1
2809,скѫдѣти,V-,1
2810,прѣпоꙗсати,V-,13
2811,горѣти,V-,18
2812,тлъкнѫти,V-,6
2813,подъкопати,V-,3
2814,челѣдь,Nb,1
2815,житомѣрѥниѥ,Nb,1
2816,оупивати,V-,1
2817,малꙑ,Df,16
2818,изискати,V-,7
2819,възгорѣти,V-,6
2820,раздѣлѥниѥ,Nb,3
2821,тѫча,Nb,2
2822,югъ,Nb,8
2823,доухати,V-,4
2824,дѣланиѥ,Nb,3
2825,привлѣщи,V-,17
2826,тръхъть,Nb,1
2827,галилеи,Nb,1
2828,силоуамьскъ,A-,2
2829,винарь,Nb,1
2830,посѣщи,V-,5
2831,опражнꙗти,V-,1
2832,окопати,V-,1
2833,осꙑпати,V-,1
2834,гнои,Nb,6
2835,сълѫкъ,A-,1
2836,въсклонити,V-,4
2837,волъ,Nb,11
2838,осьлъ,Nb,2
2839,стꙑдѣти,V-,24
2840,противлꙗти,V-,6
2841,врьтоградъ,Nb,3
2842,въкꙑсѣти,V-,1
2843,шьстиѥ,Nb,2
2844,съпасати,V-,20
2845,подвиѕати,V-,21
2846,неправьда,Nb,34
2847,сѣверъ,Nb,9
2848,трѫдъ,Nb,2
2849,стоуденьць,Nb,6
2850,истръгнѫти,V-,10
2851,избирати,V-,2
2852,стоудъ,Nb,20
2853,посѣсти,V-,1
2854,сѫсѣдъ,Nb,10
2855,въздаꙗниѥ,Nb,6
2856,пиръ,Nb,3
2857,въкоупъ,Df,3
2858,отърицати,V-,1
2859,отрочьнъ,A-,2
2860,сѫпрѫгъ,Nb,2
2861,воловьнъ,A-,1
2862,халѫга,Nb,1
2863,ращисти,V-,1
2864,доволъ,Nb,1
2865,съвѣщавати,V-,4
2866,обоуꙗти,V-,4
2867,трѣба,Nb,15
2868,исꙑпати,V-,3
2869,рамо,Nb,11
2870,съзꙑвати,V-,2
2871,драгъма,Nb,3
2872,въжиѕати,V-,2
2873,прилежьно,Df,11
2874,дроуга,Nb,1
2875,сѫсѣдꙑни,Nb,1
2876,юнъ,A-,19
2877,блѫдьно,Df,1
2878,лишити,V-,17
2879,жителинъ,Nb,2
2880,желати,V-,19
2881,рожьць,Nb,1
2882,избꙑвати,V-,2
2883,гꙑбати,V-,2
2884,изнести,V-,10
2885,прьстень,Nb,1
2886,тельць,Nb,11
2887,заклати,V-,12
2888,изгꙑбнѫти,V-,5
2889,пѣниѥ,Nb,18
2890,ликъ,Nb,12
2891,прѣстѫпити,V-,14
2892,козьлѧ,Nb,1
2893,изѣсти,V-,6
2894,питомъ,A-,1
2895,домовьнъ,A-,1
2896,строѥниѥ,Nb,2
2897,копати,V-,8
2898,корьць,Nb,1
2899,похвалити,V-,24
2900,икономъ,Nb,1
2901,мѫдрѣ,Df,1
2902,мамонинъ,A-,1
2903,оскѫдѣти,V-,10
2904,сьребролюбьць,Nb,1
2905,подражати,V-,14
2906,оправьдати,V-,3
2907,поръфѵра,Nb,1
2908,вѵссонъ,Nb,1
2909,лазаръ,Ne,55
2910,гноинъ,A-,1
2911,облизати,V-,1
2912,оустоудити,V-,1
2913,пламꙑ,Nb,14
2914,пропадь,Nb,1
2915,възмагати,V-,1
2916,засъвѣдѣтельствовати,V-,2
2917,мѫчьнъ,A-,2
2918,седморицеѭ,Df,4
2919,сѵкамина,Nb,1
2920,въздьрати,V-,1
2921,орати,V-,1
2922,вечерꙗти,V-,1
2923,самариꙗ,Ne,3
2924,въздаꙗти,V-,12
2925,сѫмьнѣниѥ,Nb,6
2926,погънати,V-,14
2927,подънебесьскъ,A-,3
2928,свьтѣти,V-,12
2929,лотовъ,A-,3
2930,саждати,V-,1
2931,лотъ,Ne,2
2932,одъждити,V-,3
2933,жоупелъ,Nb,2
2934,поминати,V-,17
2935,живити,V-,17
2936,срамлꙗти,V-,10
2937,дльгъ,A-,7
2938,застоꙗти,V-,1
2939,мьсть,Nb,16
2940,скоръ,A-,6
2941,надѣꙗти,V-,46
2942,оуничьжати,V-,1
2943,неправьдьникъ,Nb,3
2944,прѣлюбодѣи,Nb,2
2945,притѧжати,V-,3
2946,прьси,Nb,15
2947,закьхеи,Ne,6
2948,прѣди,Df,17
2949,сѵкомариꙗ,Nb,1
2950,потъщати,V-,12
2951,четворица,Nb,2
2952,занѥже,G-,5
2953,мънасъ,Nb,10
2954,гражданинъ,Nb,10
2955,цѣсарьствовати,V-,19
2956,придѣлати,V-,1
2957,оуброусъ,Nb,2
2958,ꙗръ,A-,3
2959,пѣнѧжьникъ,Nb,2
2960,истѧѕати#2,V-,4
2961,прѣдъстоꙗти,V-,9
2962,елеонъ,Ne,2
2963,прѣмьнь,A-,1
2964,къде,Df,5
2965,възврѣщи,V-,2
2966,низъхождениѥ,Nb,1
2967,оукрꙑти,V-,7
2968,осѣсти,V-,2
2969,разбити,V-,6
2970,посѣщениѥ,Nb,3
2971,състати,V-,1
2972,извѣстьнъ,A-,4
2973,оуꙗзвити,V-,3
2974,негъли,Df,14
2975,засѣдьникъ,Nb,1
2976,право,Df,7
2977,бещѧдьнъ,A-,3
2978,оулоучити,V-,4
